eq_recipeID|wow_spellID|enabled|could_enable|name|Comment|eq_tradeskillID_orig|eq_tradeskillID|eq_skill_needed|eq_trivial|no_fail|replace_container|min_expansion|produced_eqid_0|produced_name_0|produced_count_0|produced_eqid_1|produced_name_1|produced_count_1|produced_eqid_2|produced_name_2|produced_count_2|produced_eqid_3|produced_name_3|produced_count_3|component_eqid_0|component_name_0|component_count_0|component_eqid_1|component_name_1|component_count_1|component_eqid_2|component_name_2|component_count_2|component_eqid_3|component_name_3|component_count_3|component_eqid_4|component_name_4|component_count_4|component_eqid_5|component_name_5|component_count_5|component_eqid_6|component_name_6|component_count_6|component_eqid_7|component_name_7|component_count_7|component_eqid_8|component_name_8|component_count_8|component_eqid_9|component_name_9|component_count_9|container_eqid_0|container_name_0|container_eqid_1|container_name_1|required_eqid_0|required_name_0|required_eqid_1|required_name_1
5636|89068|1||Ornate Gold Chain Bracelet||63|63|0|135|0|0|-1|22341|Ornate Gold Chain Bracelet|1||||||||||10426|High Quality Metal Rings|1|13006|Water Flask|1|16502|Gold Bar|1|22041|Chainmail Bracelet Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5637|89069|1||Ornate Gold Chain Cloak||63|63|0|142|0|0|-1|22338|Ornate Gold Chain Cloak|1||||||||||10426|High Quality Metal Rings|3|13006|Water Flask|1|16502|Gold Bar|1|22038|Chainmail Cloak Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5638|89070|1||Ornate Gold Chain Coif||63|63|0|146|0|0|-1|22333|Ornate Gold Chain Coif|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16502|Gold Bar|1|22033|Chainmail Coif Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5639|89071|1||Ornate Gold Chain Gloves||63|63|0|142|0|0|-1|22342|Ornate Gold Chain Gloves|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16502|Gold Bar|1|22042|Chainmail Glove Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5640|89072|1||Ornate Gold Chain Gorget||63|63|0|132|0|0|-1|22335|Ornate Gold Chain Gorget|1||||||||||10426|High Quality Metal Rings|1|13006|Water Flask|1|16502|Gold Bar|1|22035|Chainmail Neckguard Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5641|89073|1||Ornate Gold Chain Leggings||63|63|0|148|0|0|-1|22343|Ornate Gold Chain Leggings|1||||||||||10426|High Quality Metal Rings|3|13006|Water Flask|1|16502|Gold Bar|1|22043|Chainmail Pant Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5642|89074|1||Ornate Gold Chain Mail||63|63|0|155|0|0|-1|22336|Ornate Gold Chain Mail|1||||||||||10426|High Quality Metal Rings|3|13006|Water Flask|1|16502|Gold Bar|1|22036|Chainmail Tunic Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5643|89075|1||Ornate Gold Chain Mantle||63|63|0|135|0|0|-1|22337|Ornate Gold Chain Mantle|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16502|Gold Bar|1|22037|Chainmail Mantle Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5644|89076|1||Ornate Gold Chain Skirt||63|63|0|135|0|0|-1|22339|Ornate Gold Chain Skirt|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16502|Gold Bar|1|22039|Chainmail Skirt Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5645|89077|1||Ornate Gold Chain Sleeves||63|63|0|142|0|0|-1|22340|Ornate Gold Chain Sleeves|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16502|Gold Bar|1|22040|Chainmail Sleeve Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5646|89078|1||Ornate Gold Chain Veil||63|63|0|130|0|0|-1|22334|Ornate Gold Chain Veil|1||||||||||10426|High Quality Metal Rings|1|13006|Water Flask|1|16502|Gold Bar|1|22034|Chainmail Veil Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5647|89079|1||Ornate Platinum Chain Boots||63|63|0|142|0|0|-1|22356|Ornate Platinum Chain Boots|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16503|Platinum Bar|1|22224|Chainmail Boot Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5648|89080|1||Ornate Platinum Chain Bracelet||63|63|0|142|0|0|-1|22353|Ornate Platinum Chain Bracelet|1||||||||||10426|High Quality Metal Rings|1|13006|Water Flask|1|16503|Platinum Bar|1|22041|Chainmail Bracelet Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5649|89081|1||Ornate Platinum Chain Cloak||63|63|0|148|0|0|-1|22350|Ornate Platinum Chain Cloak|1||||||||||10426|High Quality Metal Rings|3|13006|Water Flask|1|16503|Platinum Bar|1|22038|Chainmail Cloak Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5650|89082|1||Ornate Platinum Chain Coif||63|63|0|152|0|0|-1|22345|Ornate Platinum Chain Coif|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16503|Platinum Bar|1|22033|Chainmail Coif Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5651|89083|1||Ornate Platinum Chain Gloves||63|63|0|148|0|0|-1|22354|Ornate Platinum Chain Gloves|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16503|Platinum Bar|1|22042|Chainmail Glove Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5652|89084|1||Ornate Platinum Chain Gorget||63|63|0|139|0|0|-1|22347|Ornate Platinum Chain Gorget|1||||||||||10426|High Quality Metal Rings|1|13006|Water Flask|1|16503|Platinum Bar|1|22035|Chainmail Neckguard Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5653|89085|1||Ornate Platinum Chain Leggings||63|63|0|155|0|0|-1|22355|Ornate Platinum Chain Leggings|1||||||||||10426|High Quality Metal Rings|3|13006|Water Flask|1|16503|Platinum Bar|1|22043|Chainmail Pant Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5654|89086|1||Ornate Platinum Chain Mail||63|63|0|162|0|0|-1|22348|Ornate Platinum Chain Mail|1||||||||||10426|High Quality Metal Rings|3|13006|Water Flask|1|16503|Platinum Bar|1|22036|Chainmail Tunic Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5655|89087|1||Ornate Platinum Chain Mantle||63|63|0|142|0|0|-1|22349|Ornate Platinum Chain Mantle|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16503|Platinum Bar|1|22037|Chainmail Mantle Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5656|89088|1||Ornate Platinum Chain Skirt||63|63|0|142|0|0|-1|22351|Ornate Platinum Chain Skirt|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16503|Platinum Bar|1|22039|Chainmail Skirt Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5657|89089|1||Ornate Platinum Chain Sleeves||63|63|0|148|0|0|-1|22352|Ornate Platinum Chain Sleeves|1||||||||||10426|High Quality Metal Rings|2|13006|Water Flask|1|16503|Platinum Bar|1|22040|Chainmail Sleeve Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5658|89090|1||Ornate Platinum Chain Veil||63|63|0|136|0|0|-1|22346|Ornate Platinum Chain Veil|1||||||||||10426|High Quality Metal Rings|1|13006|Water Flask|1|16503|Platinum Bar|1|22034|Chainmail Veil Pattern|1|||||||||||||||||||||||10489|Smithy Hammer||
5659|89091|1||Pale Blue Fine Plate Boots||63|63|0|55|0|0|-1|23132|Pale Blue Fine Plate Boots|1||||||||||21012|Fine Plate Boots|1|22101|Jar of Lacquer|1|22108|Light Blue Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5660|89092|1||Pale Blue Fine Plate Bracer||63|63|0|55|0|0|-1|23129|Pale Blue Fine Plate Bracer|1||||||||||21009|Fine Plate Bracer|1|22101|Jar of Lacquer|1|22108|Light Blue Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5661|89093|1||Pale Blue Fine Plate Breastplate||63|63|0|55|0|0|-1|23127|Pale Blue Fine Plate Breastplate|1||||||||||21004|Fine Plate Breastplate|1|22101|Jar of Lacquer|1|22108|Light Blue Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5662|89094|1||Pale Blue Fine Plate Gauntlets||63|63|0|55|0|0|-1|23130|Pale Blue Fine Plate Gauntlets|1||||||||||21010|Fine Plate Gauntlets|1|22101|Jar of Lacquer|1|22108|Light Blue Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5663|89095|1||Pale Blue Fine Plate Greaves||63|63|0|55|0|0|-1|23131|Pale Blue Fine Plate Greaves|1||||||||||21011|Fine Plate Greaves|1|22101|Jar of Lacquer|1|22108|Light Blue Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5664|89096|1||Pale Blue Fine Plate Helm||63|63|0|55|0|0|-1|23126|Pale Blue Fine Plate Helm|1||||||||||21001|Fine Plate Helm|1|22101|Jar of Lacquer|1|22108|Light Blue Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5665|89097|1||Pale Blue Fine Plate Vambraces||63|63|0|55|0|0|-1|23128|Pale Blue Fine Plate Vambraces|1||||||||||21008|Fine Plate Vambraces|1|22101|Jar of Lacquer|1|22108|Light Blue Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5695|89098|1||Pale Green Fine Plate Boots||63|63|0|55|0|0|-1|23006|Pale Green Fine Plate Boots|1||||||||||21012|Fine Plate Boots|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5696|89099|1||Pale Green Fine Plate Breastplate||63|63|0|55|0|0|-1|23001|Pale Green Fine Plate Breastplate|1||||||||||21004|Fine Plate Breastplate|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5697|89100|1||Pale Green Fine Plate Gauntlets||63|63|0|55|0|0|-1|23004|Pale Green Fine Plate Gauntlets|1||||||||||21010|Fine Plate Gauntlets|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5698|89101|1||Pale Green Fine Plate Greaves||63|63|0|55|0|0|-1|23005|Pale Green Fine Plate Greaves|1||||||||||21011|Fine Plate Greaves|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5699|89102|1||Pale Green Fine Plate Helm||63|63|0|55|0|0|-1|23000|Pale Green Fine Plate Helm|1||||||||||21001|Fine Plate Helm|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5700|89103|1||Pale Green Fine Plate Vambraces||63|63|0|55|0|0|-1|23002|Pale Green Fine Plate Vambraces|1||||||||||21008|Fine Plate Vambraces|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5701|89104|1||Pale Green Large Fine Gauntlets||63|63|0|36|0|0|-1|23018|Pale Green Large Fine Gauntlets|1||||||||||21034|Large Fine Plate Gauntlets|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5702|89105|1||Pale Green Large Fine Greaves||63|63|0|36|0|0|-1|23019|Pale Green Large Fine Greaves|1||||||||||21035|Large Fine Plate Greaves|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5703|89106|1||Pale Green Large Fine Plate Boots||63|63|0|55|0|0|-1|23020|Pale Green Large Fine Plate Boots|1||||||||||21036|Large Fine Plate Boots|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5704|89107|1||Pale Green Large Fine Plate Helm||63|63|0|55|0|0|-1|23014|Pale Green Large Fine Plate Helm|1||||||||||21025|Large Fine Plate Helm|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5705|89108|1||Pale Green Large Fine Vambraces||63|63|0|36|0|0|-1|23016|Pale Green Large Fine Vambraces|1||||||||||21032|Large Fine Plate Vambraces|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5706|89109|1||Pale Green Small Fine Gauntlets||63|63|0|36|0|0|-1|23011|Pale Green Small Fine Gauntlets|1||||||||||21022|Small Fine Plate Gauntlets|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5707|89110|1||Pale Green Small Fine Greaves||63|63|0|36|0|0|-1|23012|Pale Green Small Fine Greaves|1||||||||||21023|Small Fine Plate Greaves|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5708|89111|1||Pale Green Small Fine Plate Boots||63|63|0|55|0|0|-1|23013|Pale Green Small Fine Plate Boots|1||||||||||21024|Small Fine Plate Boots|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5709|89112|1||Pale Green Small Fine Plate Helm||63|63|0|55|0|0|-1|23007|Pale Green Small Fine Plate Helm|1||||||||||21013|Small Fine Plate Helm|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5710|89113|1||Pale Green Small Fine Vambraces||63|63|0|36|0|0|-1|23009|Pale Green Small Fine Vambraces|1||||||||||21020|Small Fine Plate Vambraces|1|22101|Jar of Lacquer|1|22102|Light Green Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5762|89114|1||Pale Yellow Fine Plate Boots||63|63|0|36|0|0|-1|23195|Pale Yellow Fine Plate Boots|1||||||||||21012|Fine Plate Boots|1|22101|Jar of Lacquer|1|22111|Light Yellow Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5763|89115|1||Pale Yellow Fine Plate Breastplate||63|63|0|55|0|0|-1|23190|Pale Yellow Fine Plate Breastplate|1||||||||||21004|Fine Plate Breastplate|1|22101|Jar of Lacquer|1|22111|Light Yellow Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5764|89116|1||Pale Yellow Fine Plate Helm||63|63|0|55|0|0|-1|23189|Pale Yellow Fine Plate Helm|1||||||||||21001|Fine Plate Helm|1|22101|Jar of Lacquer|1|22111|Light Yellow Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5765|89117|1||Pie Tin||63|63|0|35|0|0|-1|13438|Pie Tin|1||||||||||12021|Pie Tin Mold|1|13006|Water Flask|1|16905|Metal Bits|1|16947|Ceramic Lining|1||||||||||||||||||||||||||
5766|-1|0||Planar Steel Bits||63|63|0|28|0|0|-1|29581|INVALID_ID|3||||||||||29536|Brick of Immaculate Steel|1||||||||||||||||||||||||||||||||7052|Smithing Chisel||
5767|-1|0||Planar Steel Bolts||63|63|0|102|0|0|-1|30485|INVALID_ID|1|30495|INVALID_ID|1|||||||29536|Brick of Immaculate Steel|1|30471|Cam Parts Mold|1|||||||||||||||||||||||||||||12011|File||
5769|-1|0||Planar Steel Rings||63|63|0|66|0|0|-1|29587|INVALID_ID|2||||||||||29530|Liquid Stone Temper|1|29536|Brick of Immaculate Steel|1|||||||||||||||||||||||||||||12011|File||
5770|-1|0||Planar Steel Studs||63|63|0|54|0|0|-1|29575|INVALID_ID|2||||||||||29581|INVALID_ID|3|29530|Liquid Stone Temper|1|||||||||||||||||||||||||||||12011|File||
5775|89118|1||Platinum Full Breastplate||63|63|0|234|0|0|-1|21098|Platinum Full Breastplate|1||||||||||10482|High Quality Folded Sheet Metal|3|10491|Chain Jointing|1|16488|Leather Padding|1|16503|Platinum Bar|1|22053|Full Breastplate Mold|1|22525|Royal Temper|1|||||||||||||||||10489|Smithy Hammer||
5776|89119|1||Platinum Full Plate Bracer||63|63|0|207|0|0|-1|21103|Platinum Full Plate Bracer|1||||||||||10482|High Quality Folded Sheet Metal|1|10491|Chain Jointing|1|16488|Leather Padding|1|16503|Platinum Bar|1|22045|Full Plate Bracer Mold|1|22525|Royal Temper|1|||||||||||||||||10489|Smithy Hammer||
5789|89120|1||Portion Of Starmetal||63|63|0|155|0|0|-1|2066|Portion of Starmetal|1||||||||||1869|Starmetal Ore|1||||||||||||||||||||||||||||||||6027|Forging Hammer|7052|Smithing Chisel
5790|89121|1||Pot||63|63|0|50|0|0|-1|13432|Pot|1||||||||||12024|Pot Mold|1|12059|Standing Legs Mold|1|13006|Water Flask|1|16905|Metal Bits|1||||||||||||||||||||||||||
5791|-1|0||Prime Healers Initiate Armguards||63|63|0|0|1|0|-1|27353|INVALID_ID|1||||||||||22613|INVALID_ID|1|27455|INVALID_ID|1||||||||||||||||||||||||||||||||
5792|-1|0||Prime Healers Initiate Boots||63|63|0|0|1|0|-1|27354|INVALID_ID|1||||||||||22612|INVALID_ID|1|27456|INVALID_ID|1||||||||||||||||||||||||||||||||
5793|-1|0||Prime Healers Initiate Bracers||63|63|0|0|1|0|-1|27352|INVALID_ID|1||||||||||22611|INVALID_ID|1|27454|INVALID_ID|1||||||||||||||||||||||||||||||||
5794|-1|0||Prime Healers Initiate Breastplate||63|63|0|0|1|0|-1|27357|INVALID_ID|1||||||||||22616|INVALID_ID|1|27459|INVALID_ID|1||||||||||||||||||||||||||||||||
5795|-1|0||Prime Healers Initiate Gauntlets||63|63|0|0|1|0|-1|27356|INVALID_ID|1||||||||||22615|INVALID_ID|1|27458|INVALID_ID|1||||||||||||||||||||||||||||||||
5796|-1|0||Prime Healers Initiate Greaves||63|63|0|0|1|0|-1|27355|INVALID_ID|1||||||||||22614|INVALID_ID|1|27457|INVALID_ID|1||||||||||||||||||||||||||||||||
5797|-1|0||Prime Healers Initiate Helm||63|63|0|0|1|0|-1|27351|INVALID_ID|1||||||||||22610|INVALID_ID|1|27453|INVALID_ID|1||||||||||||||||||||||||||||||||
5798|-1|0||Proudfoot Platemail Armguards||63|63|0|0|1|0|-1|22928|Proudfoot Platemail Armguards|1||||||||||22613|INVALID_ID|1|22935|Proudfoot Armguard Material|1||||||||||||||||||||||||||||||||
5799|-1|0||Proudfoot Platemail Boots||63|63|0|0|1|0|-1|22929|Proudfoot Platemail Boots|1||||||||||22612|INVALID_ID|1|22936|Proudfoot Boot Material|1||||||||||||||||||||||||||||||||
5800|-1|0||Proudfoot Platemail Bracer||63|63|0|0|1|0|-1|22927|Proudfoot Platemail Bracer|1||||||||||22611|INVALID_ID|1|22934|Proudfoot Bracer Material|1||||||||||||||||||||||||||||||||
5801|-1|0||Proudfoot Platemail Breastplate||63|63|0|0|1|0|-1|22932|Proudfoot Platemail Breastplate|1||||||||||22616|INVALID_ID|1|22939|Proudfoot Breastplate Material|1||||||||||||||||||||||||||||||||
5802|-1|0||Proudfoot Platemail Gauntlets||63|63|0|0|1|0|-1|22931|Proudfoot Platemail Gauntlets|1||||||||||22615|INVALID_ID|1|22938|Proudfoot Gauntlet Material|1||||||||||||||||||||||||||||||||
5803|-1|0||Proudfoot Platemail Helm||63|63|0|0|1|0|-1|22926|Proudfoot Platemail Helm|1||||||||||22610|INVALID_ID|1|22933|Proudfoot Helm Material|1||||||||||||||||||||||||||||||||
5804|-1|0||Proudfoot Platemail Legplates||63|63|0|0|1|0|-1|22930|Proudfoot Platemail Legplates|1||||||||||22614|INVALID_ID|1|22937|Proudfoot Greaves Material|1||||||||||||||||||||||||||||||||
5805|-1|0||Pure Enchanted Velium Bar||63|63|0|300|0|0|-1|15990|Pure Enchanted Velium Bar|1||||||||||22099|Enchanted Velium Bar|3|12607|Purified Water|1|22564|Coldain Velium Temper|1||||||||||||||||||||||||||30140|Coldain Smithing Hammer||
5813|-1|0||Radiant Heraldic Boots||63|63|0|335|0|0|-1|23856|Radiant Heraldic Boots|1||||||||||10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22002|Plate Boot Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|23853|Infused High Quality Rings|1|||||||||||||||||10489|Smithy Hammer||
5814|-1|0||Radiant Heraldic Bracer||63|63|0|335|0|0|-1|23857|Radiant Heraldic Bracer|1||||||||||10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22001|Plate Bracer Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|23853|Infused High Quality Rings|1|||||||||||||||||10489|Smithy Hammer||
5815|-1|0||Radiant Heraldic Breastplate||63|63|0|335|0|0|-1|23863|Radiant Heraldic Breastplate|1||||||||||23853|Infused High Quality Rings|3|10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22028|Breastplate Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|||||||||||||||||10489|Smithy Hammer||
5816|-1|0||Radiant Heraldic Cloak||63|63|0|335|0|0|-1|23864|Radiant Heraldic Cloak|1||||||||||23853|Infused High Quality Rings|3|10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22056|Field Splinted Cloak Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|||||||||||||||||10489|Smithy Hammer||
5817|-1|0||Radiant Heraldic Collar||63|63|0|335|0|0|-1|23855|Radiant Heraldic Collar|1||||||||||10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22000|Plate Gorget Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|23853|Infused High Quality Rings|1|||||||||||||||||10489|Smithy Hammer||
5818|-1|0||Radiant Heraldic Gauntlets||63|63|0|335|0|0|-1|23862|Radiant Heraldic Gauntlets|1||||||||||23853|Infused High Quality Rings|2|10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22031|Plate Gauntlet Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|||||||||||||||||10489|Smithy Hammer||
5819|-1|0||Radiant Heraldic Girdle||63|63|0|335|0|0|-1|23860|Radiant Heraldic Girdle|1||||||||||23853|Infused High Quality Rings|2|10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22006|Plate Belt Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|||||||||||||||||10489|Smithy Hammer||
5820|-1|0||Radiant Heraldic Greaves||63|63|0|335|0|0|-1|23865|Radiant Heraldic Greaves|1||||||||||23853|Infused High Quality Rings|3|10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22008|Plate Greaves Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|||||||||||||||||10489|Smithy Hammer||
5821|-1|0||Radiant Heraldic Helm||63|63|0|335|0|0|-1|23858|Radiant Heraldic Helm|1||||||||||23853|Infused High Quality Rings|2|10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22003|Plate Helm Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|||||||||||||||||10489|Smithy Hammer||
5822|-1|0||Radiant Heraldic Pauldrons||63|63|0|335|0|0|-1|23859|Radiant Heraldic Pauldrons|1||||||||||23853|Infused High Quality Rings|2|10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22005|Plate Pauldron Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|||||||||||||||||10489|Smithy Hammer||
5823|-1|0||Radiant Heraldic Vambraces||63|63|0|335|0|0|-1|23861|Radiant Heraldic Vambraces|1||||||||||23853|Infused High Quality Rings|2|10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22007|Plate Vambrace Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|||||||||||||||||10489|Smithy Hammer||
5824|-1|0||Radiant Heraldic Visor||63|63|0|335|0|0|-1|23854|Radiant Heraldic Visor|1||||||||||10435|Enchanted Chain Jointing|1|16488|Leather Padding|1|22004|Plate Visor Mold|1|22525|Royal Temper|1|22550|Imbued Rose Quartz|1|23853|Infused High Quality Rings|1|||||||||||||||||10489|Smithy Hammer||
5832|89122|1||Red Fine Plate Boots||63|63|0|55|0|0|-1|23090|Red Fine Plate Boots|1||||||||||21012|Fine Plate Boots|1|22106|Red Dye|1|22133|Jar of Acid|1|22101|Jar of Lacquer|1||||||||||||||||||||||||||
5833|89123|1||Red Fine Plate Bracer||63|63|0|55|0|0|-1|23087|Red Fine Plate Bracer|1||||||||||21009|Fine Plate Bracer|1|22106|Red Dye|1|22133|Jar of Acid|1|22101|Jar of Lacquer|1||||||||||||||||||||||||||
5834|89124|1||Red Fine Plate Breastplate||63|63|0|55|0|0|-1|23085|Red Fine Plate Breastplate|1||||||||||21004|Fine Plate Breastplate|1|22101|Jar of Lacquer|1|22106|Red Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5835|89125|1||Red Fine Plate Gauntlets||63|63|0|55|0|0|-1|23088|Red Fine Plate Gauntlets|1||||||||||21010|Fine Plate Gauntlets|1|22101|Jar of Lacquer|1|22106|Red Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5836|89126|1||Red Fine Plate Greaves||63|63|0|55|0|0|-1|23089|Red Fine Plate Greaves|1||||||||||21011|Fine Plate Greaves|1|22101|Jar of Lacquer|1|22106|Red Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5837|89127|1||Red Fine Plate Helm||63|63|0|55|0|0|-1|23084|Red Fine Plate Helm|1||||||||||21001|Fine Plate Helm|1|22101|Jar of Lacquer|1|22106|Red Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5838|89128|1||Red Fine Plate Vambraces||63|63|0|55|0|0|-1|23086|Red Fine Plate Vambraces|1||||||||||21008|Fine Plate Vambraces|1|22101|Jar of Lacquer|1|22106|Red Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5839|89129|1||Red Rust Fine Plate Boots||63|63|0|55|0|0|-1|23279|Red Rust Fine Plate Boots|1||||||||||21012|Fine Plate Boots|1|22101|Jar of Lacquer|1|22115|Red Rust Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5840|89130|1||Red Rust Fine Plate Bracer||63|63|0|55|0|0|-1|23276|Red Rust Fine Plate Bracer|1||||||||||21009|Fine Plate Bracer|1|22101|Jar of Lacquer|1|22115|Red Rust Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5841|89131|1||Red Rust Fine Plate Breastplate||63|63|0|55|0|0|-1|23274|Red Rust Fine Plate Breastplate|1||||||||||21004|Fine Plate Breastplate|1|22101|Jar of Lacquer|1|22115|Red Rust Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5842|89132|1||Red Rust Fine Plate Gauntlets||63|63|0|55|0|0|-1|23277|Red Rust Fine Plate Gauntlets|1||||||||||21010|Fine Plate Gauntlets|1|22101|Jar of Lacquer|1|22115|Red Rust Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5843|89133|1||Red Rust Fine Plate Greaves||63|63|0|55|0|0|-1|23278|Red Rust Fine Plate Greaves|1||||||||||21011|Fine Plate Greaves|1|22101|Jar of Lacquer|1|22115|Red Rust Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5844|89134|1||Red Rust Fine Plate Helm||63|63|0|55|0|0|-1|23273|Red Rust Fine Plate Helm|1||||||||||21001|Fine Plate Helm|1|22101|Jar of Lacquer|1|22115|Red Rust Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5845|89135|1||Red Rust Fine Plate Vambraces||63|63|0|55|0|0|-1|23275|Red Rust Fine Plate Vambraces|1||||||||||21008|Fine Plate Vambraces|1|22101|Jar of Lacquer|1|22115|Red Rust Dye|1|22133|Jar of Acid|1||||||||||||||||||||||||||
5846|89136|1||Refined Dismal Flail||63|63|0|0|1|0|-1|19927|Refined Dismal Flail|1||||||||||12056|Sharpening Stone|1|19922|Rough Dismal Flail|1||||||||||||||||||||||||||||||||
