wow_questid|zone_shortname|questgiver_name|Type|ReactionValue|PositionX|PositionY|PositionZ|Heading|AddedX|AddedY
31560|oggok|Soonog|say|Soonog own you now.. fight for Soonog.. Soonog make you strong.. Soonog army rule all!!||||||
31561|oggok|Soonog|say|Small meats but is good nuff.  You take dis and go kill eberyting.  Make all scared of da Greenblood knights.  You get ready for next inb.. ins.. invat.. you get ready for next war.  You learning stuff, you come bak here and me teach you more Greenblood stuf so we be more tuffest.||||||
31562|oggok|Zulort|say|Take, take.. You now Shaman of War.. Zulort make you majik, too.||||||
31563|oot|a_lesser_spirit|say|That is good,  $N. Take this gem. It is a part of us like the clouds to the sky and is a wonderful gift from the grandfather. Take this gem to where the humans gather to spoil the land and water. Some call it a port. There you will find one of us, a shaman like yourself. Give him the gem and perhaps he will tell you more of the spirits.||||||
31564|oot|Denken_Strongpick|say|Excellent! Here is your sword. I feel like I'm at home already!||||||
31565|oot|Nerbilik|say|Oooh!! Grub locker! There is a loud click. He opens the locker and unwraps dwarf pickles. What this dumb wrapper? R, E, C, I, P, E.. Ahh!! It say pickles!! Me read good. Here your plat. Me give you little more. Me was very hungry for pickles.||||||
31566|oot|Oracle_of_K`Arnon|say|Unbelievable! The legendary Book of Scale is mine! Please, take this as a small token of my thanks. I warn you however, if you ever manage to join the corporeal body to the evil that resides within, you will rue the day.||||||
31567|oot|Oracle_of_K`Arnon|say|Thank thee for this tome. Be sure to check back with me later, as I might have another task for thee.||||||
31568|oot|Sentry_Xyrin|despawn|self||||||
31568|oot|Sentry_Xyrin|say|I thank you. I cannot do battle at this moment. I am summoned elsewhere. May Marr guide you from this isle.||||||
31569|oot|Styria_Fearnon|say|Oh!! Thank you!! We are so grateful to you. I offer you this as reward. It is one of the dwarven smith's finest works.||||||
31570|oot|Styria_Fearnon|say|Good work. That is one less pirate to worry about. We do not have much, but take this as payment.||||||
31573|overthere|Alchemist_Granika|say|If Heirophant Oxyn has sent this with you, I can assume that our visions were corect. The new age is calling us from the heavens. Prepare for battle. I will take this solution to the Outlander's gates and use it to reveal the location of the metal of prophecy. Should I not return, you will only need to find the creature that glows without the use of a torch. Deklium glows when it gets near the smallest trace of tynnomium. Prepare for battle, Crusader... I am off!||||||
31573|overthere|Alchemist_Granika|spawn|93002|2764|2240|-49|190||
31573|overthere|Alchemist_Granika|spawn|93004|2794|2260|-49|190||
31573|overthere|Alchemist_Granika|spawn|93004|2698|2260|-49|190||
31573|overthere|Alchemist_Granika|spawn|93004|2794|2280|-49|190||
31573|overthere|Alchemist_Granika|spawn|93004|2698|2280|-49|190||
31573|overthere|Alchemist_Granika|spawn|93005|2698|2240|-49|190||
31574|overthere|an_undead_foreman|emote|%s an undead foreman places the gem deep within his hollow eye socket. He pulls a giant sledgehammer from thin air and hands it to you.||||||
31574|overthere|an_undead_foreman|say|Here!! You shall be assigned to the lower decks of the Scaled Trident.||||||
31575|overthere|Astral_Projection|emote|%s looks up and down.||||||
31575|overthere|Astral_Projection|say|Hmmm, I was hoping for something more impressive. This is just a small token of the last person who tried to interfere with my plans. He failed as shall you. But tell me truly, are you the one who has so rudely removed my students?||||||
31576|overthere|Captain_Rottgrime|say|Great job marine!! Word of your heroics shall be passed on to the Admiral. If you don't have a shield then take one, if you do then get back to the frontlines. There is no time for R n R!! Move it marine!! Or you'll be pushing Danak till the cockatrice crow!!||||||
31582|overthere|Dyth_X`Teria|say|Identify this when the time comes. It is Ryla's prison.||||||
31583|overthere|Dyth_X`Teria|say|This bottle is for the one called Hampton. If you look well, you can see his name.||||||
31584|overthere|Dyth_X`Teria|say|This bottle is for Mardon. You may be able to identify his name upon it.||||||
31585|overthere|Dyth_X`Teria|emote|%s empties the bottle's smoke into a very large glass urn filled with similar swirling smoke. You think you hear the cries of a thousand tortured souls. He then closes the urn and hands you a scroll. 'Here is your reward. It will blast a foe's brain and hopefully, they may forget their hatred.||||||
31586|overthere|Galdon_Vok_Nir|emote|%s takes the two keys. He inserts and twists them, one at a time, in hidden slots on the Dai skull canopic. Suddenly, it pops open and he hands you an iksar skull. 'Here you are,' he says, 'I hope it is what you were looking for.||||||
31587|overthere|Impaler_Tzilug|say|Your bidding has been done, now leave this land and never return.||||||
31588|overthere|Kurron_Ni|despawn|self||||||
31588|overthere|Kurron_Ni|say|Well done,  $N, I honestly didn't expect to see you again. Yes, yes, this is perfect! My mission is nearly complete!||||||
31588|overthere|Kurron_Ni|spawnunique|93006|playerX|playerY|playerZ|playerHeading||
31589|overthere|Modani_Qu`Loni|say|Ah yes, Jeb's seal. The time to craft a Serpent must have come. I will need components collected to craft the first of the pieces. I will also provide you with a sack in which you must combine the items. Are you ready to collect them?||||||
31590|overthere|Modani_Qu`Loni|say|Excellent, you have done well. Here is the first piece of the staff. Now you must go seek out the second master he will clear the path for you.||||||
31591|overthere|Nekexin_Virulence|despawn|self||||||
31591|overthere|Nekexin_Virulence|emote|%s stares at the swirling bottle of essence. His eyes open wide as he realizes what it is. As its warm bright waves wash over him his skin dissolves into a green goo that coats the ground. From his remains a floating white ball is retrieved.||||||
31592|overthere|Tektite|emote|%s pries out his other eye and places the second carnelian gem in its place. His eyes burn brightly with scarlet fire. He then hands you a fragment of tektite. ||||||
31592|overthere|Tektite|emote|%s takes one hand and pries out one of his eyes, which he casts far into the plains. He then places the carnelian into his eye socket. He turns towards you and holds open his palm. ||||||
31593|overthere|Tin_Banker_I|say|*Whirrrr*||||||
31594|overthere|Xlixinar_Arcut|say|Well done||||||
31595|overthere|Xlixinar_Arcut|say|Well done||||||
31596|overthere|Xlixinar_Arcut|say|Well done||||||
31597|overthere|Xlixinar_Arcut|say|Well done||||||
31598|paineel|Antus_Shelbra|say|Ah. Excellent. I have just the task for you,  $N. In Kerra Ridge, there is a particular cat named Kirran Mirrah that we have been using to gather information about, well, certain aspects of cat society. He is no longer providing information for us and we have something for him that may encourage him to assist again. Ha! Hand him this sealed bag for us. It may just change his point of view. Hahaha!||||||
31599|paineel|Antus_Shelbra|say|Yes, this will do.||||||
31600|paineel|Antus_Shelbra|say|Ah, it seems as if he was not a very cooperative kitty. So much for family. Oh well, take this token change as a show of my appreciation. Cazic-Thule shines on you in all his glorious fear this day, young one.||||||
31601|paineel|Atdehim_Sqonci|say|Excellent work,  $N. You are well on your way to proving yourself worthy to serve Cazic Thule.||||||
31602|paineel|Auhrik_Siet`ka|say|Of course you do. Now, listen carefully. It may be too much for your feeble mind to gather all at once, and I hate to repeat myself. Bring me one bat wing, one rat ear, one snake egg, and one fire beetle eye. Take this bag, and make sure it's sealed before you return it to me. Snake eggs spoil. Now, quit staring at me with your jaw hanging open like a dead codfish. I would have mistaken you for one, but dead codfish smell better. Haha!||||||
31603|paineel|Auhrik_Siet`ka|say|Why are you giving this to me? Oh I see. I forgot that rats don't know how to read. Haha! Well, then. I shall read it for you. You do understand common don't you? Haha.||||||
31604|paineel|Auhrik_Siet`ka|say|Well, that wasn't so hard, was it? I suppose I must now thank you for your services. Now, leave me to my studies. I would tell you what I needed the items for, but that would just cloud your fragile little mind. Off with thee!||||||
31605|paineel|avatar_of_dread|despawn|self||||||
31605|paineel|avatar_of_dread|say|Wear this shield imbued with my very essence. Wear it in honor of your great services to our Lord Cazic-Thule!||||||
31606|paineel|avatar_of_terror|despawn|self||||||
31606|paineel|avatar_of_terror|say|I grant you a mask crafted with my own essence! Wear it in honor of your devotion to our Lord Cazic-Thule!||||||
31607|paineel|Azzar_Habbib|emote|%s gasps in astonishment 'You...you..found my hat!! This is the most I can repay you but perhaps I can reward you further for some other tasks?'||||||
31608|paineel|Azzar_Habbib|say|Here is your dreadful cap as I have promised.||||||
31609|paineel|Coriante_Verisue|say|You are welcomed into the fold.  Now go out, and prove yourself, young one.  You have much to learn about the Dark Truth.||||||
31610|paineel|Coriante_Verisue|say|Very good, young acolyte. Maintain your diligence in your duties and you will quickly learn the secrets of the Dark Truth.||||||
31611|paineel|Davorre_Bloodthorn|say|Only a few years have passed and her heart has already forgotten me. No doubt she has found another to warm her bed. Go, find her new lover, and bring me nothing less than his head.||||||
31612|paineel|Davorre_Bloodthorn|say|Apparently her choice in suitors has drifted to the most pathetic of wretches ever to slither Odus. You have done well, child. I ask of you one last task before my message to Veisha is complete. Here, deliver this to her with my most sincere regards.||||||
31613|paineel|Davorre_Bloodthorn|say|My revenge has been satisfied. Thank you, my child. You have proven yourself to be a most worthy asset to our cause. Here, I no longer have any use for this, my ties to the old life are now severed.||||||
31614|paineel|Duriek_Bloodpool|say|Yes, most unfortunate. I was informed last week of the death of my most recent apprentice. A few months ago, I paid a substantial sum to a group of rogues sent from Neriak to collect on a gambling debt. He swore to me that was the end of it, but I suspected otherwise. My warnings of gambling with the rogues fell on deaf ears.||||||
31615|paineel|Duriek_Bloodpool|say|Thank you. Now, quickly, there is not much time for me. What I tell you here now must never be shared with another soul. I have spent the better part of my life piecing together clues for the creation of a legendary dark blade, a corrupted Ghoulbane. I am very close to understanding the method used in manipulating the enchantments of the Ghoulbane, but in my current condition, I cannot finish collecting the research. My previous apprentice was searching for this last clue when he met his untimely demise.||||||
31616|paineel|Duriek_Bloodpool|emote|%s gasps at you in astonishment, his eyes beaming with pride, and says, 'You've found it! It seems I underestimated you. You have succeeded where others failed. I feared it would never come to pass.' Duriek takes the key from his neck, softly muttering some words, and places it in a previously unseen keyhole. The book's hinges creak as Duriek pulls it open. After reading for a few moments, he says, 'It is even better than I had hoped! It will take me weeks to uncover a portion of what this book has to offer. But this is what I have been searching for, so many years! At last I know the items required to corrupt that accursed blade!'||||||
31617|paineel|Duriek_Bloodpool|despawn|self||||||
31617|paineel|Duriek_Bloodpool|emote|%s takes the Ghoulbane and places the other swords on either side of it. The sheath begins to gleam so intensely, you can see the bones inside Duriek's hands. After several minutes, there is a final, blinding flash. Duriek collapses to the ground. After a few moments, Duriek motions you closer and whispers, 'You have done well. I wish fate had been kinder to me and allowed me your aid years ago||||||
31618|paineel|Dzan_Amo|say|Very good young one. Here is something to assist in your studies of the principles of terror.||||||
31619|paineel|Ernax_the_Scholar|say|Hmmm. That's a phrase I have not heard for some time, and one I thought I would not hear again, any time soon. So another fool seeks Azrax's legacy, eh? Well, so be it. Take this and follow its instructions. When you are finished reading and scribing, give it back to me.||||||
31620|paineel|Ernax_the_Scholar|say|For your sake, I wish you a quick and painless death. For mine, I wish you a slow and painful one, as a warning to any fool who wishes to follow in your path.||||||
31621|paineel|Faratain|say|To assemble Fell blade Vambraces you will need to obtain two bricks of crude bronze and smelt them in a forge with a Water Flask and this Crude Vambrace Mold. Once that is done combine the Crude Bronze Vambraces with an Intact Kobold Pelt and two Calcified Humerus Bones in the Mail Assembly Kit.||||||
31622|paineel|Faratain|say|Well done  $N. I will have this translated immediately so that it may be studied. Take this Dull Fell Blade Cutlass and sharpen it in a forge with a sharpening stone. It may take you several attempts if you are unfamiliar with the process. Once that is done bring me the Sharp Fell Blade Cutlass, a Large Briar Snake Skin, and a Petrified Eyeball and I will put the finishing touches on the weapon.||||||
31623|paineel|Faratain|emote|Faratain fashions a grip from the large briar snake skin, fastens the petrified eyeball to the pommel of the hilt, and polishes the blade with a shimmering black substance. I present you with your Fell Blade Cutlass. May it serve you well in the name of Cazic Thule.||||||
31624|paineel|Gerot_Kastane|say|At last! I have been waiting for my brother for weeks! We are doomed! Innoruuk will taint our seed into some perverse, twisted, maddened breed. The prophecy has begun to unfold and there are none capable of stopping it. Quickly, return this note to Marl, we must hide! We have failed the master! We must escape the hateful one's wrath!||||||
31625|paineel|Gerot_Kastane|say|Good travels, dark one! May Innoruuk curse your enemies!||||||
31626|paineel|Guard_Heridion|say|Uggggg. Take dis keyz.||||||
31627|paineel|Guard_Korlack|say|Uggggg. Take dis keyz.||||||
31628|paineel|Guard_Lecknar|say|Uggggg. Take dis keyz.||||||
31629|paineel|Guard_Menbuknar|say|Uggggg. Take dis keyz.||||||
31630|paineel|Keletha_Nightweaver|emote|%s takes the note, dumps the dust into her hand and examines it for a moment. She looks up and chuckles 'It's amuzing how one of our Royal Guards cannot identify this substance. Do you feel how it's slightly cooler than other metals? It's called Permafrost Iron, also known as Cold Iron to laymen. Miragul wrote of it's properties in his memoirs. There are much better metals at our disposal now, so it's use is rare except in more primitive cultures. Here is my report.'||||||
31631|paineel|Librarian_Kesler|say|Take this book.  $N.  It contains the history of the ancient city from which we came.||||||
31632|paineel|Mandaril_Dark_Knife|say|You are welcomed into the fold.  Now go out, and prove yourself, young one.  You have much to learn about the Dark Truth.||||||
31633|paineel|Miadera_Shadowfyre|say|Yes! Can you feel the terror in the air, prickling your flesh, and standing your hair on end? The chanters have summoned the avatar of Terror! Quickly take this mundane mask to him and he shall forge it into a valuable symbol to be worn by loyal apostles of Terror!||||||
31633|paineel|Miadera_Shadowfyre|spawnunique|75195|1182|421|-37|128||
31634|paineel|Nivold_Predd|say|Commendable work, you have proven yourself a valuable member of our order. Our chanters have summoned the avatar of Dread. Hurry and take him this mundane shield so that he may forge it into a truly valuable symbol of your devotion to the lord of Fear!||||||
31634|paineel|Nivold_Predd|spawnunique|75194|1230|474|-37|128||
31635|paineel|Noclin_Saah|say|Ah! You found him and obviously removed his presence from the yard. You have my thanks, small as it is for such a menial task. Here. Keep this worthless bit of bone for your labors.||||||
31636|paineel|Royal_Guard_Sheltuin|say|Then you will deliver this chest for us. Don't worry about what's inside it. Although we enjoy our solitude, we do make allies. We also make use of those allies. We will do so now. Take the chest to Lyris Moonbane below the human city of Qeynos. You will then follow her instructions and complete any tasks she assigns you. In return, she will send you back with what we wish. Fear is our armor.||||||
31637|paineel|Royal_Guard_Sheltuin|say|Hmmm. Very odd. The dust in the crate implies some sort of stone was transported in it. Perhaps our brothers of the Arcane will be able to find out where this dust came from and what it?s used for. Take this dust sample and note to Keletha Nightweaver. She will examine the dust and send you back with a report. Make haste.||||||
31638|paineel|Royal_Guard_Sheltuin|emote|%s's eyes redden with intense anger after reading the report. When he speaks, his voice is suprisingly calm and measured. He says, 'Listen close $R. When you leave this building, you will find the courier who is bringing the ore. You will kill him, and collect his head and a box of the ore. You will then find the supplier, and collect his head and any other information you find on him. Bring me these four things and you will be rewarded. Do not fail.'||||||
31639|paineel|Royal_Guard_Sheltuin|say|Honestly  $N, I thought you would not return. Such strength and intelligence in a Knight of Fear I have not seen for quite some time. Wear this in pride of the ancient Ridossan. Perhaps when you are ready, I will give you a more important task. This conspiracy must be stopped.||||||
31640|paineel|Royal_Guard_Sheltuin|say|Well done,  $N! Now we need only wait for the kobolds to start dying off and our plan will be complete. Should only take 8 years or so. One such as yourself will wear this ancient armor well. The Tunic of the crusader Rodossan is now yours.  He shall watch over and praise you in your triumphs... your defeats on the other hand... well, never mind that.||||||
31641|paineel|Sadorno_Chomosh|say|The Tabernacle of Terror has many enemies here on Odus who oppose our teachings to our patron deity, Cazic-Thule. The priests of Prexus and Quellious in the city of Erudin seek to purge Odus of our kind, for they view us as a disgrace to the Erudite race. Behind their disdain, however, lies fear. It is this fear that allows us to prosper and become more powerful than the closed-minded fools of Erudin. In the Toxxulia Forest, you will find such a fool, a priest named Terago Omath. This priest attempts to ward the Toxxulia Forest from the presence of the undead.  Seek this Terago Omath and return to me with his head.||||||
31642|paineel|Sadorno_Chomosh|say|Ah, it appears you have learned to control your fear while ridding us of another fool.  Very well done. Take this Cudgel and return to me after sharpening it in a forge, along with a large Briar snake skin, and a petrified eyeball.||||||
31643|paineel|Sadorno_Chomosh|say|Very good work. Here is the Cudgel, use it well!||||||
31644|paineel|Sejako_Mujan|say|Excellent!! These shall provide valuable information to my research on the spirit realm.||||||
31645|paineel|Sern_Adolia|say|You are welcomed into the fold. Now go out. and prove yourself. young one. You have much to learn about the Dark Truth.||||||
31646|paineel|Sern_Adolia|say|Well done, go now and continue your contemplations of fear. Keep up with your duties and you will soon be reaping the rewards granted by our Lord Cazic-Thule!!||||||
31647|paineel|Sern_Adolia|say|Excellent Job  $N. These components will help with our research immeasurably. You will soon be reaping the rewards granted by our Lord Cazic-Thule!! If you want to further assist our research effots, talk to Atdehim Sqonci.||||||
31648|paineel|Shevra_Kollintar|say|Ah, excellent work.  I certainly had my doubts about you,  $N.  Wear this well.||||||
31649|paineel|Shwara_Volerno|say|To craft an Abattoir Initiate Robe you must obtain three silk thread. two woven widow silks. and two giant briar snake skins. Once you have the necessary components combine them in your Curing Kit with this Tattered Robe Pattern.||||||
31650|paineel|Shwara_Volerno|say|Well done  $N.These parchments will be inspected immediately by some of The Abattoirs most experienced translators and researchers. Take this Rough Abattoir initiate Staff then go forth an obtain a Giant Briar Snake Skin and a Petrified Eyeball. Once you have done so bring me those items and the rough abattoir initiate staff and I will put the final touches on what will be your new instrument of power.||||||
31651|paineel|Shwara_Volerno|emote|%s fashions a grip out of the Giant Briar Snake Skin, fastens the Petrified Eyeball to a steel mount on one end of the staff, and tarnishes the wood of the staff with a shimmering black substance. 'Here is your new Abattoirs Initiate Staff,  $N. May it serve you well in your pursuit for power.'||||||
31652|paineel|Taralani_Rahnta|emote|%s beams the brightest smile you've ever seen in this dark place at you when you tell him you accept his offer. He quickly hands you the satchel and takes the platinum eagerly. As you leave, you swear you hear chuckle at something.||||||
31653|paineel|Tormented_Soul|despawn|self||||||
31653|paineel|Tormented_Soul|say|Ahhh. Sweet release. Wait... What is this? No! Do not bind me to this filthy bit of leather! Release! Curse you and curse Azrax to damnation!||||||
31654|paw|Brother_Hayle|say|I am needed!! What am I doing here? I must return to the Temple of Life to commune with the Prime Healer. Rodcet Nife will give me more strength to finish this job. Thank you, young one! Take this key as a reward. Turn it into Tyokan in the temple shop. Safe journey to you!||||||
31655|paw|Brother_Hayle|say|Finally!! I see that Ariska has found a noble knight to retrieve Soulfire. Per Ariska's orders I am not to give Soulfire to you until you can show me proof of nobility. You must honor both the Temple of Life as well as the Hall of Truth and to a high degree. Only then shall you hold Soulfire.||||||
31656|paw|Zixx_Nenix|despawn|self||||||
31656|paw|Zixx_Nenix|say|Your servitude to the Ring will not go unnoticed when we conquer these lands.||||||
31657|permafrost|#Scout_Janomin|despawn|self||||||
31657|permafrost|#Scout_Janomin|say|Perfect work,  $N! I am glad the Elders made such a wise choice in sending you. I must admit, I was rather scared during the exploration of these halls. This lair is quite foul, quite foul indeed! Take this wrapped totem and place it in the case that you were given. Once you have all of the totems, seal the case and make your way back to Shar Vahl. I work my way back as well. Thank you again. ||||||
31658|permafrost|Scout_Janomin|despawn|self||||||
31658|permafrost|Scout_Janomin|say|It is a comfort to meet you,  $N. I was afraid that you might not be able to track me with weather out there being what it is. I must admit that my fondness of the snow is at an all time low right now. The sooner you release the spirit that resides in here, the sooner we can make a way back to a warmer climate.||||||
31658|permafrost|Scout_Janomin|spawn|73107|973|-135|-105|0||
31658|permafrost|Scout_Janomin|spawnunique|73005|playerX|playerY|playerZ|0||
31659|qcat|#a_zombie|say|kill me... kill...me||||||
31660|qcat|#Guard_Helminth|say|Well, well! Vegalys did send you after all. Are you ready to complete the mission? I am certain I know where Azibelle is hiding.||||||
31661|qcat|an_investigator|say|Vegalys sent you. I'm done for. Guard Helminth found a false wall. We stepped through it. We were ambushed. I didn't see where Helminth went. He disappeared. I knew we were overwhelmed. I ran and feigned death but I knew it was too late.||||||
31661|qcat|an_investigator|spawnunique|45005|378|-49|-39|128||
31662|qcat|Bait_Masterson|say|Nice material!! I feel the ways of Prexus enlightening my soul. Unngh!! Enough of this fishing. Here take my broken fishing pole and toss it to the sea. All hail Prexus!!||||||
31663|qcat|Bruax_Grengar|say|A Staff of the Bloodsabers is a useful implement for young sorcerers dedicated to Bertoxxulous the Plague Lord. I will assist you in the creation of a staff but first you must complete a task for me. The sorcerers of The Order of Three are supporters of Antonius Bayle IV, the haughty ruler of Qeynos. They lend magical aid to the Knights of Thunder and Priests of Life to identify and capture members of the Bloodsabers. A rather troublesome member of The Order of Three, Larkin Tolman, has recently been spotted at a settlement in the Western Plains of Karana. Find this Larkin Tolman and bring me his head.||||||
31664|qcat|Bruax_Grengar|say|Well done. The Bloodsabers have many enemies within the city of Qeynos and its surrounding regions. You must exercise much caution when not within the safety of our temple here in the Qeynos Catacombs. Take this Rough Bloodsaber Staff and when you have gathered a Giant King Snake Skin, two Gnoll Fangs, and a Giant Fire Beetle Eye, return them to me with this staff and I will complete its construction.||||||
31665|qcat|Bruax_Grengar|emote|%s smooths the shaft of the staff, fashions a grip from the giant king snake skin, secures the giant fire beetle eye in a metal fixture and attaches it to the top of the staff. 'Here is your Staff of the Bloodsabers young Scourge Sorcerer. Go now and spread the disease!||||||
31666|qcat|Commander_Kane|say|Good Work, friend. I still need the other parts. You'd best hope no other gets to them first and returns them to me first. If they do you get no payment.||||||
31667|qcat|Commander_Kane|say|Thank you for your help. Soon Antonius' agents will be exterminated like roaches. May the virus of the Plaguebringer run through your veins.||||||
31668|qcat|Garuc_Anehm|say|Hahaha.. I see you actually killed a respected, well-known citizen of Qeynos. No loss for them, but you are certainly a gain for our shrine. Maybe this shall do you some good. If not now, then surely later. You may need it when the Qeynos Guards hunt you down.||||||
31669|qcat|Garuc_Anehm|attackplayer|||||||
31669|qcat|Garuc_Anehm|say|You fool! Brother Trintle was our mole within the Priests of Life. Now you have killed him. For this you shall die!||||||
31670|qcat|Garuc_Anehm|say|Fine work! One less threat to our shrine. Take this. It shall help you become a greater asset to our shrine. Go forth and spread the disease.||||||
31671|qcat|Garuc_Anehm|say|Fine work! One less threat to our shrine. Take this. It shall help you become a greater asset to our shrine. Go forth and spread the disease.||||||
31672|qcat|Illie_Roln|say|To assemble a scourge warrior breastplate you will need to obtain four bricks of crude iron and smelt them in a forge with a Water Flask and this Crude Breastplate Mold. Once that is done combine the Crude Iron Breastplate with a Medium Quality Wolf Pelt, a Gnoll Sternum, and a Gnoll Ribcage in the Mail Assembly Kit.||||||
31673|qcat|Illie_Roln|say|Ah, so you are in need of a suit of armor fitting a young scourge warrior of the Bloodsabers. I will assist you. You will use this Mail Assembly Kit to construct the pieces of armor. Each piece will require different materials for its proper construction. Do you seek to assemble Gauntlets of the Scourge Warrior, Boots of the Scourge Warrior, a Bracer of the Scourge Warrior, a Helm of the Scourge Warrior, Greaves of the Scourge Warrior, Vambraces of the Scourge Warrior, or a Breastplate of the Scourge Warrior?||||||
31674|qcat|Illie_Roln|say|Excellent work. Use this sword to further our mission.||||||
31675|qcat|Kurne_Rextula|say|Good work! You shall rise quickly in our ranks of evil. Let no man stand in your way and never betray the shrine or you to will join our collection of undead. You can also assist me with a new task.||||||
31676|qcat|Kurne_Rextula|say|Incredible!! You have slain one of the greatest warriors in Qeynos!! He must have been full of grog. No doubt he drank most of his skill away. Now I shall cast a spell and strip the flesh from his skull and.. Presto!! Take this skull to Lord Grimrot somewhere in the Plains of Karana. He will be in the center of a field of skeletons. If he is not there, wait for his return. He must return eventually.||||||
31677|qcat|Lyris_Moonbane|say|So, you wish to to walk with the dead, eh? The army of the Plaguebringer is quietly amassing its diseased soldiers in the shadows and sewers of Norrath. Go to Brother Bruax. He will turn you into something useful, I hope.||||||
31678|qcat|Lyris_Moonbane|emote|%s examines the lock on the chest and pulls a black key from a pouch at her hip. The lock clicks open. Her eyes widen as she carefully opens the chest, revealing a pile of platinum coins and a small note. After admiring the coins she takes the note and reads it. The necromancer glances up, then at her spectral pet who then hands you a glass jar. She says, 'Are you ready for your first assignment, $R?||||||
31679|qcat|Lyris_Moonbane|emote|%s's eyes light up with childish glee as she takes the jar containing the disgusting and deadly substance. From her pouch she removes a gob of putty and a gem carved into the likeness of a flying insect. After sticking the putty to the lid of the jar, she mashes the carved gem into the putty and hands the jar back to you. She then says, 'This is enchant the substance. You must then deliver the substance.||||||
31680|qcat|Malka_Rale|say|Ok! I am trusting you. Take this pouch to Vilnius in West Karana. Last word I had from him, he was hanging out near one of the bandit camps. Be careful, since he does not know you. Just give him the pouch, and tell him I was..delayed. While you are doing that, I will be thinking of a way to get out of this slimehole. With any luck, the Circle will learn the pouch is out of Qeynos, and will assume I got away. That means they won't be looking for me here.||||||
31681|qcat|Nomaria_Doseniar|say|Good work, child of the plague. Now take this forged note to Te'Anara of the Jaggedpine Treefolk. Be sure to watch your back, now. The guards of Qeynos surely know who you are by now. They will not stop to ask questions.||||||
31683|qcat|Reania_Jukle|say|The ink is the blood of a dark scribe. Tempt him and give him this vial. He should cooperate.||||||
31685|qcat|Rihtur_Fullome|say|You have done a truly wicked deed. Good work! Milea was a prestigious member of the Hall of Steel and a friend to the Knights of Truth. It is better that she now fertilizes the flowers of the Plains of Karana. Here. A fitting reward for such a deed.||||||
31686|qcat|Rocthar_Bekesna|say|The Priests of Life and Knights of Thunder often travel the roads from Qeynos carrying messages for the farmers of the Plains of Karana and the Knights of Truth in Freeport on the opposite coast of Antonica. We have recently been sending Bloodsabers to the Plains of Karana in search of a possible location for a new hidden temple should the need arise. One of the messengers of the Knights of Thunder has alerted the peasants of the plains the possibility of a Bloodsaber presence there and is using them to track our motions. Find the messenger, Lukas Hergo, and bring me his head.||||||
31688|qcat|Rocthar_Bekesna|say|Well done  $N. Now take this Rusty Scourge Warrior Broadsword to a forge and sharpen it with a sharpening stone. It may take you several attempts if you are unfamiliar with the process. Once that is done take the Tarnished Scourge Warrior Sword and a Giant King Snake Skin to Illie Roln and he will put the finishing touches on the weapon.||||||
31689|qcat|Sragg_Bloodheart|say|Ah, another would-be soldier for the army of the Plaguebringer. Unmuz has just lost a few of his men, he'll have plenty of work for you. I'm sure. Begone!||||||
31690|qcat|Sragg_Bloodheart|say|What have you brought me, worm? Hmm... This is disappointing. That Tovax has failed us for the last time. Your loyalty to Bertoxxulous and the Bloodsabers has been noted. Now, if you will excuse me a moment...||||||
31690|qcat|Sragg_Bloodheart|spawnunique|45040|415|-321|-38|64||
31691|qcat|Teydar|say|I did it! The pieces you got me were perfect! It took a huge effort on my part to craft this, of course. It saddens me that I'm unable to keep one of my best works, but a deal is a deal. There is honor among shadowknights.||||||
31692|qcat|Torin_Krentar|say|To assemble a pestilence priest breastplate you will need to obtain four bricks of crude iron and smelt them in a forge with a Water Flask and this Crude Breastplate Mold. Once that is done combine the Crude Iron Breastplate with a Giant King Snake Skin, a Gnoll Sternum, and a Gnoll Ribcage in the Mail Assembly Kit.||||||
31693|qcat|Torin_Krentar|say|Well met young disciple of Bertoxxulous. Perhaps one day you shall serve the Plague Lord in his realm, but for now you will serve the Bloodsabers, his mortal agents on Norrath. The armor you seek must be assembled using this Mail Assembly Kit. The materials necessary to construct the armor vary depending on the piece being crafted. Do you wish to craft Gauntlets of the Pestilence Priests, Boots of the Pestilence Priests, a Bracer of the Pestilence Priests, a Helm of the Pestilence Priests, Greaves of the Pestilence Priests, Vambraces of the Pestilence Priests, or a Breastplate of the Pestilence Priests?||||||
31694|qcat|Torin_Krentar|emote|%s fashions a grip from the giant king snake skin and polishes the mace with a strange dark substance. 'Wield it with pride young priest, may you spread the disease!||||||
31696|qcat|Unmuz_Tukore|say|The Knights of Thunder and the Priests of Life are our primary foes, and the power behind the throne of Antonius Bayle IV. If it were not for their presence this city would have been claimed in the name of the Plague Lord long ago. Instead we are forced to hide our temple in the catacombs and move through the sewers to avoid the patrols of Qeynos Guards in the streets. Be mindful of your words when not within the walls of this temple. The Qeynos Guards would execute you for your allegiance to the Bloodsabers.||||||
31697|qcat|Unmuz_Tukore|say|Excellent, the Knights of Thunder must learn that by beginning an inquisition of the Bloodsabers they are effectively declaring war. Take this Rusty Scourge Knight Saber to a forge and sharpen it with a sharpening stone. It may take you several attempts if you are unfamiliar with the process. Once that is done take the Tarnished Scourge Knight Saber and a Giant King Snake Skin to Wellis Pestule and he will put the finsihing touches on the weapon.||||||
