raceid|genderid|helmtextureid|textureindex|faceindex|colortintid|modeltemplatescale|creaturemodeldata_dbcid|creaturedisplay_dbcid|creaturesounddata_dbcid
23|0|0|1|0|0|1|4696|35196|4496
41|2|0|2|0|0|1|4697|35197|4497
191|2|3|4|0|0|1|4698|35198|4498
119|2|0|1|0|0|1|4699|35199|4499
23|1|0|1|0|0|1|4700|35200|4500
63|2|0|1|0|0|1|4701|35201|4501
69|2|0|1|0|0|1|4702|35202|4502
176|2|0|0|0|0|1|4703|35203|4503
48|2|0|3|0|0|1|4704|35204|4504
69|2|0|2|0|0|1|4705|35205|4505
48|2|0|4|0|0|1|4706|35206|4506
3|1|0|255|4|0|1|4707|35207|4507
3|0|0|255|4|0|1|4708|35208|4508
3|0|0|255|2|0|1|4709|35209|4509
191|2|3|3|0|0|1|4710|35210|4510
20|2|0|0|0|0|1|4711|35211|4511
164|2|0|0|0|0|1|4712|35212|4512
166|2|0|0|0|0|1|4713|35213|4513
161|2|1|0|0|0|1|4714|35214|4514
42|1|0|1|0|0|1|4715|35215|4515
131|2|1|1|1|0|1|4716|35216|4516
146|2|0|2|0|0|1|4717|35217|4517
155|2|0|2|0|0|1|4718|35218|4518
131|2|0|2|0|0|1|4719|35219|4519
156|2|0|0|0|0|1|4720|35220|4520
131|2|0|1|1|0|1|4721|35221|4521
145|2|0|0|0|0|1|4722|35222|4522
8|1|0|3|1|0|1|4723|35223|4523
12|1|0|0|4|0|1|4724|35224|4524
12|1|0|0|5|0|1|4725|35225|4525
45|2|0|0|0|0|1|4726|35226|4526
146|2|1|0|0|0|1|4727|35227|4527
128|1|0|2|0|0|1|4728|35228|4528
128|0|0|2|6|0|1|4729|35229|4529
128|0|0|14|7|106084|1|4730|35230|4530
128|1|0|2|5|0|1|4731|35231|4531
128|0|0|3|5|0|1|4732|35232|4532
128|0|0|3|7|0|1|4733|35233|4533
128|0|0|2|1|0|1|4734|35234|4534
128|0|0|1|6|0|1|4735|35235|4535
128|1|0|4|2|0|1|4736|35236|4536
128|0|0|4|5|0|1|4737|35237|4537
128|0|0|4|3|0|1|4738|35238|4538
128|0|0|2|4|0|1|4739|35239|4539
128|0|0|0|2|0|1|4740|35240|4540
128|1|0|0|3|0|1|4741|35241|4541
49|2|3|3|0|0|1|4742|35242|4542
49|2|6|6|0|0|1|4743|35243|4543
49|2|3|7|0|0|1|4744|35244|4544
49|2|2|2|0|0|1|4745|35245|4545
49|2|5|5|0|0|1|4746|35246|4546
133|2|0|1|1|0|1|4747|35247|4547
194|2|0|0|0|0|1|4748|35248|4548
76|2|0|2|0|0|1|4749|35249|4549
76|2|0|3|0|0|1|4750|35250|4550
39|2|0|4|0|0|1|4751|35251|4551
177|2|0|0|0|0|1|4752|35252|4552
183|0|1|1|0|0|1|4753|35253|4553
188|2|0|0|0|0|1|4754|35254|4554
170|2|0|0|0|0|1|4755|35255|4555
183|0|0|0|0|0|1|4756|35256|4556
12|0|0|16|6|110047|1|4757|35257|4557
12|0|0|2|2|0|1|4758|35258|4558
12|0|0|2|1|0|1|4759|35259|4559
12|0|0|2|7|0|1|4760|35260|4560
170|2|0|1|0|0|1|4761|35261|4561
133|2|0|1|0|0|1|4762|35262|4562
117|0|0|1|0|0|1|4763|35263|4563
193|2|0|1|0|0|1|4764|35264|4564
70|0|0|2|0|0|1|4765|35265|4565
17|0|0|1|0|0|1|4766|35266|4566
118|1|0|1|0|0|1|4767|35267|4567
174|2|0|1|0|0|1|4768|35268|4568
174|2|0|0|0|0|1|4769|35269|4569
175|2|0|0|0|0|1|4770|35270|4570
185|2|0|0|0|0|1|4771|35271|4571
117|0|0|0|0|0|1|4772|35272|4572
38|2|0|5|0|0|1|4773|35273|4573
29|0|0|0|0|0|1|4774|35274|4574
17|0|0|0|0|0|1|4775|35275|4575
189|0|0|0|0|0|1|4776|35276|4576
183|1|0|0|0|0|1|4777|35277|4577
66|2|0|1|0|0|1|4778|35278|4578
189|2|0|2|0|0|1|4779|35279|4579
189|2|0|0|0|0|1|4780|35280|4580
188|2|0|2|0|0|1|4781|35281|4581
188|2|0|1|0|0|1|4782|35282|4582
189|2|0|1|0|0|1|4783|35283|4583
175|2|0|2|0|0|1|4784|35284|4584
189|2|0|254|0|0|1|4785|35285|4585
189|0|0|2|0|0|1|4786|35286|4586
66|2|0|0|0|0|1|4787|35287|4587
188|2|0|0|4|0|1|4788|35288|4588
31|2|0|1|0|0|1|4789|35289|4589
157|2|0|1|0|0|1|4790|35290|4590
158|2|0|1|0|0|1|4791|35291|4591
165|2|0|1|0|0|1|4792|35292|4592
195|2|0|0|0|0|1|4793|35293|4593
183|0|2|2|0|0|1|4794|35294|4594
183|0|1|1|2|0|1|4795|35295|4595
183|0|0|0|2|0|1|4796|35296|4596
183|1|0|0|1|0|1|4797|35297|4597
183|0|2|2|1|0|1|4798|35298|4598
183|1|2|2|2|0|1|4799|35299|4599
183|1|2|2|0|0|1|4800|35300|4600
183|1|1|1|0|0|1|4801|35301|4601
183|0|0|5|1|0|1|4802|35302|4602
183|0|0|0|1|0|1|4803|35303|4603
183|1|2|2|1|0|1|4804|35304|4604
183|0|2|2|3|0|1|4805|35305|4605
183|1|2|2|3|0|1|4806|35306|4606
183|0|1|1|1|0|1|4807|35307|4607
183|1|1|1|1|0|1|4808|35308|4608
183|1|1|1|3|0|1|4809|35309|4609
183|0|1|1|3|0|1|4810|35310|4610
183|1|0|0|3|0|1|4811|35311|4611
183|0|0|0|3|0|1|4812|35312|4612
183|1|1|1|2|0|1|4813|35313|4613
10|0|0|255|7|0|1|4814|35314|4614
183|1|0|0|2|0|1|4815|35315|4615
183|0|2|2|2|0|1|4816|35316|4616
183|0|0|5|3|0|1|4817|35317|4617
183|1|0|3|3|0|1|4818|35318|4618
183|1|0|3|1|0|1|4819|35319|4619
183|0|0|5|2|0|1|4820|35320|4620
191|2|0|0|0|0|1|4821|35321|4621
172|2|0|0|0|0|1|4822|35322|4622
54|2|0|3|0|0|1|4823|35323|4623
183|0|0|4|0|0|1|4824|35324|4624
135|2|0|1|0|0|1|4825|35325|4625
47|2|0|1|0|0|1|4826|35326|4626
127|2|3|3|0|0|1|4827|35327|4627
187|2|0|0|0|0|1|4828|35328|4628
191|2|0|2|0|0|1|4829|35329|4629
191|2|2|2|0|0|1|4830|35330|4630
61|2|1|0|0|0|1|4831|35331|4631
190|2|0|0|0|0|1|4832|35332|4632
190|2|1|1|0|0|1|4833|35333|4633
190|2|2|2|0|0|1|4834|35334|4634
181|2|0|0|0|0|1|4835|35335|4635
191|2|0|3|3|0|1|4836|35336|4636
158|2|0|1|1|0|1|4837|35337|4637
158|2|1|1|0|0|1|4838|35338|4638
3|1|0|16|0|0|1|4839|35339|4639
181|2|1|1|0|0|1|4840|35340|4640
163|2|0|1|0|0|1|4841|35341|4641
124|2|0|1|0|0|1|4842|35342|4642
168|2|0|0|0|0|1|4843|35343|4643
9|1|0|2|0|0|1|4844|35344|4644
178|2|0|0|0|0|1|4845|35345|4645
184|2|2|2|0|0|1|4846|35346|4646
169|2|0|0|0|0|1|4847|35347|4647
107|2|0|1|0|0|1|4848|35348|4648
3|0|0|255|5|0|1|4849|35349|4649
184|2|0|0|0|0|1|4850|35350|4650
12|0|0|1|0|0|1|4851|35351|4651
49|2|0|3|0|0|1|4852|35352|4652
57|0|0|1|0|0|1|4853|35353|4653
57|1|0|1|0|0|1|4854|35354|4654
178|2|0|3|0|0|1|4855|35355|4655
122|2|0|0|0|0|1|4856|35356|4656
196|2|0|6|0|0|1|4857|35357|4657
156|2|0|1|0|0|1|4858|35358|4658
156|0|0|1|0|0|1|4859|35359|4659
196|2|0|0|0|0|1|4860|35360|4660
156|0|0|0|0|0|1|4861|35361|4661
195|2|1|1|0|0|1|4862|35362|4662
184|2|1|1|0|0|1|4863|35363|4663
177|2|1|1|0|0|1|4864|35364|4664
191|2|1|1|0|0|1|4865|35365|4665
177|2|2|2|0|0|1|4866|35366|4666
52|0|0|1|0|0|1|4867|35367|4667
28|2|1|1|0|0|1|4868|35368|4668
79|2|0|0|1|0|1|4869|35369|4669
28|2|2|0|0|0|1|4870|35370|4670
80|2|0|1|0|0|1|4871|35371|4671
83|2|0|1|0|0|1|4872|35372|4672
80|2|0|3|5|0|1|4873|35373|4673
11|1|0|1|3|0|1|4874|35374|4674
11|0|0|1|0|0|1|4875|35375|4675
82|2|0|1|0|0|1|4876|35376|4676
124|2|1|2|0|0|1|4877|35377|4677
85|2|0|3|4|0|1|4878|35378|4678
176|2|0|1|0|0|1|4879|35379|4679
62|2|0|3|0|0|1|4880|35380|4680
181|2|1|1|1|0|1|4881|35381|4681
173|2|0|0|0|0|1|4882|35382|4682
43|2|0|1|0|0|1|4883|35383|4683
198|2|0|3|0|0|1|4884|35384|4684
183|2|0|0|0|0|1|4885|35385|4685
2|1|0|1|6|0|1|4886|35386|4686
10|1|0|1|6|0|1|4887|35387|4687
11|1|0|1|6|0|1|4888|35388|4688
5|1|0|1|6|0|1|4889|35389|4689
128|1|0|1|6|0|1|4890|35390|4690
12|0|0|16|4|0|1|4891|35391|4691
128|0|0|0|0|0|0.87428576|4892|35392|4692
128|1|0|0|0|0|0.87428576|4893|35393|4693
143|0|0|0|0|0|0.87428576|4894|35394|4694
142|0|0|0|0|0|0.87428576|4895|35395|4695
42|2|0|0|0|0|0.87428576|4896|35396|4696
42|1|0|0|0|0|0.87428576|4897|35397|4697
42|2|0|3|0|0|0.87428576|4898|35398|4698
42|1|0|3|0|0|0.87428576|4899|35399|4699
42|2|0|2|0|0|0.87428576|4900|35400|4700
42|1|0|2|0|0|0.87428576|4901|35401|4701
60|2|0|1|0|0|0.87428576|4902|35402|4702
60|2|0|0|0|0|0.87428576|4903|35403|4703
1|0|0|0|0|0|0.87428576|4904|35404|4704
1|1|0|0|0|0|0.87428576|4905|35405|4705
7|0|0|0|0|0|0.80142856|4906|35406|4706
7|1|0|0|0|0|0.80142856|4907|35407|4707
75|2|0|0|0|0|0.87428576|4908|35408|4708
14|2|0|0|0|0|0.87428576|4909|35409|4709
2|0|0|0|0|0|1.02|4910|35410|4710
2|1|0|0|0|0|1.02|4911|35411|4711
3|0|0|0|0|0|0.87428576|4912|35412|4712
3|1|0|0|0|0|0.87428576|4913|35413|4713
4|0|0|0|0|0|0.7285714|4914|35414|4714
4|1|0|0|0|0|0.7285714|4915|35415|4715
5|0|0|0|0|0|0.87428576|4916|35416|4716
5|1|0|0|0|0|0.87428576|4917|35417|4717
6|0|0|0|0|0|0.7285714|4918|35418|4718
6|1|0|0|0|0|0.7285714|4919|35419|4719
8|0|0|0|0|0|0.58285713|4920|35420|4720
8|1|0|0|0|0|0.58285713|4921|35421|4721
9|0|0|0|0|0|1.1657143|4922|35422|4722
9|1|0|0|0|0|1.1657143|4923|35423|4723
10|0|0|0|0|0|1.3114285|4924|35424|4724
10|1|0|0|0|0|1.3114285|4925|35425|4725
11|0|0|0|0|0|0.51|4926|35426|4726
11|1|0|0|0|0|0.51|4927|35427|4727
12|0|0|0|0|0|0.43714288|4928|35428|4728
12|1|0|0|0|0|0.43714288|4929|35429|4729
75|2|0|3|0|0|0.87428576|4930|35430|4730
75|2|0|1|0|0|0.87428576|4931|35431|4731
75|2|0|2|0|0|0.87428576|4932|35432|4732
120|2|0|0|0|0|0.87428576|4933|35433|4733
85|2|0|1|0|0|0.87428576|4934|35434|4734
43|2|0|0|0|0|0.68485713|4935|35435|4735
42|2|0|1|0|0|0.87428576|4936|35436|4736
42|1|0|1|0|0|0.87428576|4937|35437|4737
137|2|0|1|0|0|0.87428576|4938|35438|4738
46|2|0|0|0|0|0.87428576|4939|35439|4739
130|0|0|0|0|0|1.02|4940|35440|4740
130|1|0|0|0|0|1.02|4941|35441|4741
20|0|0|0|0|0|0.87428576|4942|35442|4742
20|1|0|0|0|0|0.87428576|4943|35443|4743
27|2|0|0|0|0|0.87428576|4944|35444|4744
82|2|0|0|0|0|0.87428576|4945|35445|4745
178|2|0|0|0|0|0.87428576|4946|35446|4746
1|0|0|2|2|300002|1|4947|35447|4747
9|0|0|2|2|300002|1|4948|35448|4748
4|0|0|2|2|300002|1|4949|35449|4749
10|0|0|2|2|300002|1|4950|35450|4750
93|1|1|1|0|0|1|4951|35451|4751
7|0|0|2|2|300002|1|4952|35452|4752
3|0|0|2|2|300002|1|4953|35453|4753
2|0|0|2|2|300002|1|4954|35454|4754
11|0|0|2|2|300002|1|4955|35455|4755
81|1|1|1|0|0|1|4956|35456|4756
5|0|0|2|2|300002|1|4957|35457|4757
8|0|0|2|2|300002|1|4958|35458|4758
12|0|0|2|2|300002|1|4959|35459|4759
6|0|0|2|2|300002|1|4960|35460|4760
128|0|0|2|2|300002|1|4961|35461|4761
189|2|0|0|2|0|1|4962|35462|4762
