id|doorid|zone|type|name|pos_x|pos_y|pos_z|heading|opentype|lockpick|keyitem|altkeyitem|nokeyring|triggerdoor|triggertype|doorisopen|door_param|dest_zone|dest_x|dest_y|dest_z|dest_heading|invert_state|incline|size|islift|close_time|can_open|comments
6536|57|citymist|Door|CMDOOR2|-87.6084|-28.9531|269.908|0|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6537|56|citymist|Door|CMDOOR2|-154.895|-110.762|269.908|384|2|200|1|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6538|50|citymist|Door|CMDOOR2|286.016|-341.376|71.9707|384|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6539|49|citymist|Door|CMDOOR2|286.007|-271.283|71.961|384|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6540|48|citymist|Door|CMDOOR2|-267.795|-270.075|72.0221|128|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6541|47|citymist|Door|CMDOOR2|-267.864|-340.545|71.9718|128|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6542|41|citymist|Door|CMDOOR2|110.027|-627.346|71.9762|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6543|40|citymist|Door|CMDOOR2|-123.71|-626.739|72.0208|128|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6544|38|citymist|Door|CMDOOR2|-232.248|-451.852|71.9955|0|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6545|35|citymist|Door|CMDOOR2|-140.807|-324.126|71.9816|0|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6546|17|citymist|Door|CMDOOR2|6.9643|326.396|0.002|384|72|200|1|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6547|16|citymist|Door|CMDOOR2|235.508|-361.893|-17.948|0|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6548|14|citymist|Door|CMDOOR2|160.374|-375.816|-17.948|256|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6549|8|citymist|Door|CMDOOR2|157.856|-413.276|0.002|384|7|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6550|7|citymist|Door|CMDOOR2|251.864|-433.397|0.002|384|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6551|6|citymist|Door|CMDOOR2|157.897|-433.352|0.002|384|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6552|5|citymist|Door|CMDOOR2|92.4659|-168.955|0.002|256|72|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6553|4|citymist|Door|CMDOOR2|-6.98528|57.6664|4.002|128|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6554|2|citymist|Door|CMDOOR2|-92.4532|-154.93|0.002|0|72|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6555|26|citymist|Door|CMDOOR2|-69.8748|433.374|0.002|128|7|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6556|27|citymist|Door|CMDOOR2|69.9244|432.415|0.002|384|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6557|33|citymist|Door|CMDOOR2|141.441|-337.809|72.0708|256|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6558|52|citymist|Door|CMDOOR2|236.963|-359.804|251.958|0|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6559|53|citymist|Door|CMDOOR2|178.524|-409.894|269.958|256|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6560|54|citymist|Door|CMDOOR2|179.47|-273.857|270.008|0|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6561|55|citymist|Door|CMDOOR2|88.1476|-348.845|251.908|256|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6562|59|citymist|Door|CMDOOR1|233.416|-18.0792|0.002|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6563|60|citymist|Door|CMDOOR1|106.545|-31.9255|0.002|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6564|61|citymist|Door|CMDOOR1|-106.453|-18.0723|0.002|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6565|62|citymist|Door|CMDOOR1|-217.293|-31.9613|0.002|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6566|63|citymist|Door|CMDOOR1|-164.126|-540.56|0.002|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6567|64|citymist|Door|CMDOOR1|-200.092|-540.503|0.001999|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6568|65|citymist|Door|CMDOOR1|-162.617|-447.697|0.002|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6569|66|citymist|Door|CMDOOR1|-162.519|-357.833|0.002|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6570|67|citymist|Door|CMDOOR1|-215.185|-343.936|0.002|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6571|75|citymist|NonInteract|CRATEG|0.020457|387.325|98.2207|256|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6572|76|citymist|NonInteract|CRATEG|144.093|186.686|303.127|128|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6573|11|dalnir|Door|KNBOOKC101|21.5434|-317.395|1.002|128|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6574|10|dalnir|Door|KNBOOKC101|28.0704|-310.879|1.002|256|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6575|9|dalnir|Door|KNBOOKC101|20.688|-303.495|1.002|384|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6576|8|dalnir|Door|KNBOOKC101|14.3442|-311.881|1.002|0|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6577|7|dalnir|Door|KNBOOKC101|158.146|-426.768|-181.886|0|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6578|6|dalnir|Door|KNBOOKC101|158.082|-415.51|-181.813|0|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6579|5|dalnir|NonInteract|CRATEG|261.386|5.33467|-179.083|264.84|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6580|1|dalnir|NonInteract|CRATEG|252.627|-232.605|-179.098|486.98|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6581|12|dalnir|NonInteract|CRATEG|416.101|-314.403|-179.107|389.04|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6582|2|dalnir|NonInteract|CRATEG|27.3337|-834.857|-81.1349|310.42|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6583|3|dalnir|NonInteract|CRATEG|152.568|-347.281|2.68173|511.88|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6584|4|dalnir|NonInteract|CRATEG|-2.68937|-879.053|-81.3611|283.08|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6585|5|dreadlands|NonInteract|CRATEG|1768.63|969.723|88.2723|197.4|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6586|3|dreadlands|NonInteract|CRATEG|-695.281|1978.79|311.138|431.5|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6587|7|dreadlands|NonInteract|CRATEG|-505.482|1967.04|313.999|355.8|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6588|1|dreadlands|NonInteract|CRATEG|-475.023|2179.83|310.578|125.32|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6589|2|dreadlands|NonInteract|CRATEG|-309.782|1969.6|316.109|416.68|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6590|4|dreadlands|NonInteract|CRATEG|-2183.8|-167.826|8.94712|250.68|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6591|6|dreadlands|NonInteract|CRATEG|1916.2|3890.95|606.619|309.9|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6592|44|droga|NonInteract|CRATEG|1185.63|-43|1.56812|0|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6593|43|droga|NonInteract|CRATEG|-152|-360|-174.335|0|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6594|42|droga|NonInteract|CRATEG|268.068|1028.2|-221.859|17.74|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6595|39|droga|NonInteract|CRATEG|120.277|1622.75|-249.544|0|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6596|38|droga|NonInteract|CRATEG|-493.229|2086.2|-350.343|293|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6597|37|droga|NonInteract|CRATEG|-486.305|2239.46|-350.342|13.8399|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6598|35|droga|NonInteract|DNWINCH102|644.541|-206.173|-124.642|0|106|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6599|33|droga|Lever|LEVER1|679.548|-1.63249|-79.7678|128|40|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6600|31|droga|NonInteract|DNWINCH102|687.902|-1.21279|-76.7178|384|106|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6601|28|droga|Door|DNDOOR102|-64.9944|1131.96|-255.824|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6602|26|droga|Lever|LEVER1|1171.54|-6.70794|0.001|0|40|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6603|25|droga|NonInteract|DNWINCH102|1171.43|-0.031838|3.251|256|106|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6604|6|droga|Door|DNDOOR102|-123.9|-238.738|-173.936|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6605|4|droga|Door|DNDOOR102|336.935|-153.074|-175.901|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6606|3|droga|Door|DNDOOR102|318.941|-262.977|-175.835|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6607|2|droga|Door|DNDOOR102|382.778|-263.125|-175.835|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6608|10|droga|Door|DNDOOR101|-172.69|1232.53|-255.889|256|1|100|12712|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6609|11|droga|Door|DNDOOR101|-146.757|1232.59|-255.814|256|1|100|12713|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6610|16|droga|Door|DNDOOR101|-222.863|1279.24|-255.887|128|1|100|12711|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6611|17|droga|Door|DNDOOR101|-192.969|1151.68|-255.814|384|1|100|12708|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6612|19|droga|Door|DNDOOR101|-239.359|1248.57|-255.855|256|1|100|12710|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6613|20|droga|Door|DNDOOR102|349.386|-80.955|-176.887|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6614|36|droga|Lever|LEVER1|630.627|-220.437|-127.837|256|40|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6615|2|emeraldjungle|NonInteract|CRATEG|1557.26|699.378|-343.216|375.98|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6616|3|emeraldjungle|NonInteract|CRATEG|4197.28|-1444.15|-343.717|15.64|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6617|1|emeraldjungle|NonInteract|CRATEG|2796.66|2220.93|-343.34|438.88|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6621|87|fieldofbone|Door|IKCOL102|1900.27|3775.13|142.778|10|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6622|86|fieldofbone|Door|IKCOL102|1896.22|3831.07|173.968|256|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6625|37|firiona|NonInteract|CRATEG|-4113.5|2981.64|72.002|504.84|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6626|36|firiona|NonInteract|CRATEG|-4118.6|2939.31|81.002|180.78|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6627|28|firiona|Door|FAYDOOR|-3944.69|2617.97|-81.3418|256.7|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6628|27|firiona|Door|FAYDOOR|-3640.69|2050.25|-105.436|387|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6629|26|firiona|Door|FAYDOOR|-2773.22|2554.22|-81.6543|0.219547|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6630|25|firiona|Door|FAYDOOR|-3271.42|3062.72|-79.6781|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6631|22|firiona|Door|FAYDOOR|-3327.42|3034|-79.873|129.28|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6632|21|firiona|Door|FAYDOOR|-3946.83|1295.31|-106.812|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6633|20|firiona|Door|FAYDOOR|-3239.9|2279.79|-105.593|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6634|19|firiona|Door|FAYDOOR|-3837.75|1403.58|-107.218|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6635|18|firiona|Door|FAYDOOR|-3995.13|1562.6|-104.968|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6636|17|firiona|Door|FAYDOOR|-3807.35|2523.11|-79.874|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6637|16|firiona|Door|FAYDOOR|-3565.48|2346.09|-79.874|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6638|15|firiona|Door|FAYDOOR|-3622.22|2423.2|-79.9365|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6639|14|firiona|Door|FAYDOOR|-3381.62|2476.92|-79.9365|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6640|13|firiona|Door|FAYDOOR|-3405.84|2945.79|-79.9365|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6641|12|firiona|Door|FAYDOOR|-3419.49|2880.4|-79.9365|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6642|11|firiona|Door|FAYDOOR|-3076.76|2969.41|-79.9365|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6643|10|firiona|Door|FAYDOOR|-3129.61|2969.32|-79.9365|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6644|9|firiona|Door|FAYDOOR|-3382.75|3316.64|-104.968|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6645|8|firiona|Door|FAYDOOR|-3500.78|3042.93|-79.9365|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6646|7|firiona|Door|FAYDOOR|-3554.43|3042.26|-79.9365|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6647|6|firiona|Door|FAYDOOR|-3391.71|2619.58|-79.9365|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6648|5|firiona|Door|FAYDOOR|-3313.2|2675.25|-79.874|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6649|4|firiona|Door|FAYDOOR|-3220.94|2333.21|-104.968|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6650|3|firiona|Door|FAYDOOR|-2914.05|2426.67|-79.9365|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6651|2|firiona|Door|FAYDOOR|-2821.71|2662.62|-79.874|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6652|1|firiona|Door|FAYDOOR|-2887.01|2747.52|-79.874|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6653|42|firiona|Door|FAYDOOR|-2858.22|2746.91|-79.874|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6654|29|firiona|NonInteract|CRATEG|1510.08|-1415.6|-0.951951|343.461|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6655|30|firiona|NonInteract|CRATEG|-218.455|-1216.79|-4.43229|263|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6656|31|firiona|NonInteract|CRATEG|-51.4439|-1177.13|-2.23487|101.58|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6657|32|firiona|NonInteract|CRATEG|-87.3341|-1121.44|-2.84492|386.66|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6658|33|firiona|NonInteract|CRATEG|2432.94|-2989.04|118.177|52.1001|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6659|34|firiona|NonInteract|CRATEG|2429.53|-2989|116.85|97.8201|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6660|35|firiona|NonInteract|CRATEG|-4099.18|2915.67|217.774|68.9007|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6661|38|firiona|NonInteract|CRATEG|-4164.54|2956.53|76.002|29.0194|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6662|39|firiona|NonInteract|CRATEG|-4170.51|2987.76|76.002|282.44|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6663|40|firiona|NonInteract|CRATEG|1716.46|2449.73|-5.76728|224.86|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6664|41|firiona|Door|FAYDOOR|-138.616|3621.3|146.55|152|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6665|12|frontiermtns|NonInteract|FRONTROCK102B|3007.29|2129.91|221.032|371|59|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6666|1|frontiermtns|NonInteract|CRATEG|-349.612|-1238.24|-119.913|358.12|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6667|2|frontiermtns|NonInteract|CRATEG|-685.949|-894.934|-121.663|260.52|53|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|0|
6746|223|hole|NonInteract|NERJEWEL|46.8214|328.875|-375.792|456.148|100|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6747|222|hole|NonInteract|NERJEWEL|47.0072|364.875|-375.892|420.671|100|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6748|221|hole|NonInteract|NERJEWEL|64.9815|346.824|-375.892|420.671|100|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6749|247|hole|Door|PADOOR101|-100.397|318.777|-271.808|0|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6750|1|hole|Door|PADOOR102|-100.518|212.947|-271.806|0|7|0|0|0|1|2|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6751|2|hole|Door|PADOOR101|-100.523|222.847|-271.806|0|2|0|0|0|1|1|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6754|5|hole|Door|PADOOR102|-228.899|304.266|-295.873|384|7|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6755|6|hole|Door|PADOOR102|-219.012|227.253|-295.873|128|7|0|0|0|1|7|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6756|7|hole|Door|PADOOR101|-228.812|227.249|-295.873|128|2|0|0|0|1|6|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6757|8|hole|Door|PADOOR102|-189.572|224.825|-295.873|256|7|0|0|0|1|9|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6758|9|hole|Door|PADOOR101|-189.563|214.924|-295.873|256|2|0|0|0|1|8|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6759|10|hole|Door|PADOOR101|-189.556|306.935|-295.873|256|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6760|11|hole|Door|PADOOR102|-111.637|270.853|-307.873|256|7|0|0|0|1|12|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6761|12|hole|Door|PADOOR101|-111.637|260.903|-307.873|256|2|0|0|0|1|11|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6762|13|hole|Door|PADOOR102|-74.9165|364.591|-306.873|384|7|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6763|14|hole|Door|PADOOR101|-128.804|403.787|-342.842|0|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6764|15|hole|Door|PADOOR102|-95.543|473.802|-349.81|256|7|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6765|16|hole|Door|PADOOR101|-28.0398|377.398|-348.844|384|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6766|17|hole|Door|PADOOR101|107.054|475.186|-349.815|128|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6767|18|hole|Door|PADOOR102|116.865|435.334|-349.81|128|7|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6768|19|hole|Door|PADOOR102|14.3765|393.869|-361.842|0|7|0|0|0|1|20|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6769|20|hole|Door|PADOOR101|14.3733|403.819|-361.842|0|2|0|0|0|1|19|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6770|21|hole|Door|PADOOR102|28.5307|341.875|-385.842|0|7|0|0|0|1|22|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6771|22|hole|Door|PADOOR101|28.5307|351.775|-385.842|0|2|0|0|0|1|21|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6772|23|hole|Door|PADOOR101|100.337|365.923|-335.86|256|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6773|24|hole|Door|PADOOR102|70.5348|375.793|-335.817|256|7|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6774|25|hole|Door|PADOOR101|125.517|393.892|-335.82|256|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6775|26|hole|Door|PADOOR102|126.402|330.91|-349.831|0|7|0|0|0|1|27|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6776|27|hole|Door|PADOOR101|126.402|340.811|-349.831|0|2|0|0|0|1|26|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6777|28|hole|Door|HHCELL|491.839|-177.903|-204.904|256|16|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6778|29|hole|Door|PADOOR102|547.335|-180.017|-233.904|256|7|0|0|0|1|30|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6779|30|hole|Door|PADOOR101|547.335|-189.867|-233.904|256|2|0|0|0|1|29|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6780|31|hole|Door|PADOOR102|562.169|-227.834|-233.904|0|7|0|0|0|1|32|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6781|32|hole|Door|PADOOR101|562.169|-217.984|-233.904|0|2|0|0|0|1|31|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6782|33|hole|Door|PADOOR102|509.323|-217.955|-221.904|256|7|0|0|0|1|34|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6783|34|hole|Door|PADOOR101|509.323|-227.905|-221.904|256|2|0|0|0|1|33|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6784|35|hole|Door|PADOOR102|336.363|-319.83|-195.904|0|7|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6787|38|hole|Door|PADOOR102|455.782|-243.256|-195.904|128|7|0|0|0|1|39|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6788|39|hole|Door|PADOOR101|445.832|-243.256|-195.904|128|2|0|0|0|1|38|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6789|40|hole|Door|PADOOR102|510.166|-217.889|-195.904|0|7|0|0|0|1|41|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6790|41|hole|Door|PADOOR101|510.166|-207.939|-195.904|0|2|0|0|0|1|40|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6791|42|hole|Door|PADOOR101|497.883|-193.364|-195.904|128|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6792|43|hole|Door|PADOOR101|433.153|-334.94|-147.935|0|2|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6793|44|hole|Door|PADOOR102|470.446|-286.965|-147.935|256|7|0|0|0|1|45|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6794|45|hole|Door|PADOOR101|470.446|-296.815|-147.935|256|2|0|0|0|1|44|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
6795|46|hole|Door|PADOOR102|418.547|-272.967|-147.935|256|7|0|0|0|1|47|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
