eqid|spawngroupid|zone|x|y|z|heading|respawntime|variance|pathgrid|eq_condition_old|enabled|animation|boot_respawntime|clear_timer_onboot|boot_variance|force_z|min_expansion|max_expansion|content_flags|content_flags_disabled|z_eq_original|wowcustom
339181|20073|kithicor|-569|1930.0001|220.1634|46|320|0|0|0|1|0|0|0|0|0|-1|-1|||225.100006|0
339182|20074|kithicor|-569|1961.0001|223.96967|256|320|0|0|0|1|0|0|0|0|0|-1|-1|||227.100006|0
339183|20075|kithicor|-775|3083|471.3234|257|320|0|0|0|1|0|0|0|0|0|-1|-1|||475|0
339184|20076|kithicor|-306|3794.0002|492.43277|41|320|0|0|0|1|0|0|0|0|0|-1|-1|||496.100006|0
339185|20077|kithicor|-280|3821|492.2964|139|320|0|0|0|1|0|0|0|0|0|-1|-1|||495.399994|0
339186|20078|kithicor|-263|4001.0002|495.1816|195|320|0|0|0|1|0|0|0|0|0|-1|-1|||498.899994|0
339187|20079|kithicor|-329.5|3874|493.58875|257|320|0|0|0|1|0|0|0|0|0|-1|-1|||499.700012|0
339188|20080|kithicor|-215|3807.0002|492.59076|56|320|0|0|0|1|0|0|0|0|0|-1|-1|||496.299988|0
339189|20082|kithicor|1095|-683.00006|-44.04736|260|320|0|0|0|1|0|0|0|0|0|-1|-1|||-40.299999|0
339190|20083|kithicor|1138|-672.00006|-43.9897|229|320|0|0|0|1|0|0|0|0|0|-1|-1|||-40.200001|0
339191|20084|kithicor|1427|-824.00006|-47.79077|157|320|0|0|0|1|0|0|0|0|0|-1|-1|||-44|0
339192|20085|kithicor|1471|2421.0002|296.4559|159|320|0|0|0|1|0|0|0|0|0|-1|-1|||300.200012|0
339193|300006|kithicor|-413|305|-68.10001|81|320|0|0|2|1|0|0|0|0|0|-1|-1|OldPlane_Hate_Sky||-68.099998|0
339194|300006|kithicor|-188|-100|-68|50|320|0|0|2|1|0|0|0|0|0|-1|-1|OldPlane_Hate_Sky||-68|0
339195|300006|kithicor|-201.00002|4|-68.10001|255|320|0|0|2|1|0|0|0|0|0|-1|-1|OldPlane_Hate_Sky||-68.099998|0
339196|300006|kithicor|-428.00003|-573|-68.10001|209|320|0|0|2|1|0|0|0|0|0|-1|-1|OldPlane_Hate_Sky||-68.099998|0
339197|300006|kithicor|-456.00003|350|-68|0|320|0|0|2|1|0|0|0|0|0|-1|-1|OldPlane_Hate_Sky||-68|0
339198|300006|kithicor|-230|54|-68.10001|31|320|0|0|2|1|0|0|0|0|0|-1|-1|OldPlane_Hate_Sky||-68.099998|0
339199|20089|kithicor|1443|-839|-47.71211|102|320|0|0|0|1|0|0|0|0|0|-1|-1|||-43.900002|0
339200|222212|kurn|82.00001|144|0|195|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.750997|0
339201|97010|kurn|22|-45.00001|126.9375|178|880|0|0|0|1|0|0|0|0|0|-1|-1|||130.600006|0
339202|97010|kurn|104|-212|-26|127|880|0|34|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339203|222690|kurn|-32|-352.00003|-26|119|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339204|97055|kurn|-72|-310|-26|193|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339205|97055|kurn|14|-390|-26|75|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339206|97055|kurn|-117.00001|-303.00003|-26|186|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339207|97010|kurn|-5|-359|-26|69|880|0|32|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339208|97008|kurn|-160.00002|-327.00003|-26|66|880|0|41|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339209|222690|kurn|-40.00001|-275|-26|116|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339210|222690|kurn|-49|-209.00002|-26|73|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339211|222689|kurn|-86.00001|-261.00003|-26|65|880|0|40|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339212|222690|kurn|-219|-247|-30|132|880|0|43|0|1|0|0|0|0|0|-1|-1|||-26.200001|0
339213|97055|kurn|-171|-339|-26|14|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339214|97055|kurn|-223|-211|-30|195|880|0|0|0|1|0|0|0|0|0|-1|-1|||-26.200001|0
339215|97068|kurn|134|-190|-104.96875|0|880|0|83|0|1|0|0|0|0|0|-1|-1|||-101.199997|0
339216|222690|kurn|-102|-310|-26|201|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339217|222690|kurn|-40.00001|-175|-26|108|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339218|97055|kurn|-228.00002|-271|-30|55|880|0|0|0|1|0|0|0|0|0|-1|-1|||-26.200001|0
339219|222692|kurn|-26|-176.00002|-26|243|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339220|97019|kurn|248|-48|-120.93749|217|880|0|0|0|1|0|0|0|0|0|-1|-1|||-117.099998|0
339221|222690|kurn|-140|-297|-26|205|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339222|97055|kurn|-7|-126.00001|-26|128|880|0|49|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339223|222690|kurn|-111|-147.00002|-26|127|880|0|47|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339224|97055|kurn|46|175|-118.9375|8|880|0|76|0|1|0|0|0|0|0|-1|-1|||-115.099998|0
339225|97058|kurn|60|-119|-42.96875|173|880|0|0|0|1|0|0|0|0|0|-1|-1|||-39.200001|0
339226|222691|kurn|-63.00001|-182|-26|53|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339227|97055|kurn|71|-220|-27|196|880|0|39|0|1|0|0|0|0|0|-1|-1|||-23.200001|0
339228|97055|kurn|-19|-207|-26|36|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339229|97055|kurn|46|-155|-42.96875|60|880|0|0|0|1|0|0|0|0|0|-1|-1|||-39.200001|0
339230|222694|kurn|-105.00001|18|-41.96875|84|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339231|222690|kurn|-249|-20|-26|1|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339232|222690|kurn|174|-279.00003|-26|54|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339233|97019|kurn|284|-27|-122.9375|142|880|0|0|0|1|0|0|0|0|0|-1|-1|||-119.099998|0
339234|97019|kurn|30|-216|-106.96875|230|880|0|0|0|1|0|0|0|0|0|-1|-1|||-103.199997|0
339235|222690|kurn|151|-189.00002|-28|0|880|0|0|0|1|0|0|0|0|0|-1|-1|||-24.200001|0
339236|97055|kurn|125|-176.00002|-26|71|880|0|38|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339237|97055|kurn|-107.00001|183|-123.93751|155|880|0|0|0|1|0|0|0|0|0|-1|-1|||-120.099998|0
339238|97068|kurn|178|16|-123.69977|176|880|0|0|0|1|0|0|0|0|0|-1|-1|||-119.900002|0
339239|97055|kurn|134|157|-41.96875|137|880|0|61|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339240|97019|kurn|-119|195|-123.93751|63|880|0|80|0|1|0|0|0|0|0|-1|-1|||-120.099998|0
339241|222698|kurn|50|60|-41.96875|0|880|0|62|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339242|97055|kurn|-125|267|-124.93749|37|880|0|0|0|1|0|0|0|0|0|-1|-1|||-121.099998|0
339243|97055|kurn|77|-112|-107.96875|128|880|0|0|0|1|0|0|0|0|0|-1|-1|||-104.199997|0
339244|97068|kurn|139.00002|129|-118.9375|50|880|0|0|0|1|0|0|0|0|0|-1|-1|||-115.099998|0
339245|222211|kurn|-30|80.00001|-41.96875|192|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339246|97055|kurn|-96|279.00003|-124.93749|135|880|0|0|0|1|0|0|0|0|0|-1|-1|||-121.099998|0
339247|97019|kurn|169|9|-122.49069|45|880|0|78|0|1|0|0|0|0|0|-1|-1|||-118.699997|0
339248|97001|kurn|-121.00001|146|-41.96875|190|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339249|97019|kurn|180.00002|46|-122.65098|91|880|0|0|0|1|0|0|0|0|0|-1|-1|||-118.800003|0
339250|222691|kurn|39.00001|185.00002|-51.96875|66|880|0|69|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339251|97010|kurn|223|-40.00001|-120.93749|174|880|0|0|0|1|0|0|0|0|0|-1|-1|||-117.099998|0
339252|97028|kurn|149|194|-41.96875|0|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339253|222697|kurn|-12|63.00001|-41.96875|0|880|0|57|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339254|97068|kurn|50|-284|-99.96875|39|880|0|0|0|1|0|0|0|0|0|-1|-1|||-96.199997|0
339255|222703|kurn|-114.00001|264|-124.93749|68|880|0|0|0|1|0|0|0|0|0|-1|-1|||-121.099998|0
339256|97068|kurn|300|-7|-120.93749|239|880|0|0|0|1|0|0|0|0|0|-1|-1|||-117.099998|0
339257|97019|kurn|300|17|-120.93749|47|880|0|0|0|1|0|0|0|0|0|-1|-1|||-117.099998|0
339258|97068|kurn|171|82.00001|-120.93749|248|880|0|77|0|1|0|0|0|0|0|-1|-1|||-117.099998|0
339259|97055|kurn|166|121.00001|-118.9375|95|880|0|0|0|1|0|0|0|0|0|-1|-1|||-115.099998|0
339260|97010|kurn|-81|226.00002|-128.9375|234|880|0|0|0|1|0|0|0|0|0|-1|-1|||-125.099998|0
339261|97001|kurn|222|171|-41.96875|233|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339262|97055|kurn|45.00001|165|-118.9375|123|880|0|0|0|1|0|0|0|0|0|-1|-1|||-115.099998|0
339263|97019|kurn|64|182|-118.9375|147|880|0|0|0|1|0|0|0|0|0|-1|-1|||-115.099998|0
339264|222212|kurn|-52|144|0|197|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.750999|0
339265|222212|kurn|-83|57.00001|0|79|880|0|5|0|1|0|0|0|0|0|-1|-1|||3.750997|0
339266|222212|kurn|-171|-29|0|133|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.751|0
339267|222212|kurn|-120|-210.00002|0|63|880|0|5|0|1|0|0|0|0|0|-1|-1|||3.7|0
339268|97008|kurn|97|192|30|198|880|0|11|0|1|0|0|0|0|0|-1|-1|||35|0
339269|222212|kurn|135.00002|-199|1|68|880|0|0|0|1|0|0|0|0|0|-1|-1|||4.7|0
339270|222212|kurn|117.00001|-140|0|130|880|0|28|0|1|0|0|0|0|0|-1|-1|||3.7|0
339271|222212|kurn|154|12|0|243|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.750999|0
339272|222212|kurn|-65|-10|0|16|880|0|6|0|1|0|0|0|0|0|-1|-1|||3.751|0
339273|222212|kurn|-169|31|0|132|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.750999|0
339274|222212|kurn|47|307|-11|212|880|0|0|0|1|0|0|0|0|0|-1|-1|||-7.2|0
339275|222686|kurn|162|192|0|192|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
339276|222212|kurn|140|175|0|208|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
339277|97019|kurn|157|-13|-120.93749|176|880|0|0|0|1|0|0|0|0|0|-1|-1|||-117.099998|0
339278|222212|kurn|-37.69|166.68724|0|132|880|0|2|0|1|0|0|0|0|0|-1|-1|||3.751|0
339279|222212|kurn|-106|201.00002|0|190|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
339280|97028|kurn|165|176.00002|-118.9375|175|880|0|0|0|1|0|0|0|0|0|-1|-1|||-115.099998|0
339281|97055|kurn|15|176.00002|-118.9375|205|880|0|0|0|1|0|0|0|0|0|-1|-1|||-115.099998|0
339282|222212|kurn|-163|38.00001|0|259|880|0|1|0|1|0|0|0|0|0|-1|-1|||3.750999|0
339283|222212|kurn|45.00001|93|0|69|880|0|8|0|1|0|0|0|0|0|-1|-1|||3.751|0
339284|222212|kurn|41.00001|-95|0|199|880|0|10|0|1|0|0|0|0|0|-1|-1|||3.7|0
339285|222212|kurn|85|-199|1|63|880|0|0|0|1|0|0|0|0|0|-1|-1|||4.7|0
339286|97001|kurn|48|284|-11|0|880|0|3|0|1|0|0|0|0|0|-1|-1|||-7.2|0
339287|222212|kurn|-89|-253.00002|0|43|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
339288|97055|kurn|-50|240|-123.93751|14|880|0|0|0|1|0|0|0|0|0|-1|-1|||-120.099998|0
339289|97068|kurn|-17|263|-123.93751|156|880|0|0|0|1|0|0|0|0|0|-1|-1|||-120.099998|0
339290|222212|kurn|-69|-11|0|178|880|0|4|0|1|0|0|0|0|0|-1|-1|||3.751|0
339291|97055|kurn|-129|169|-123.93751|24|880|0|0|0|1|0|0|0|0|0|-1|-1|||-120.099998|0
339292|97055|kurn|-135.00002|249|-122.9375|204|880|0|81|0|1|0|0|0|0|0|-1|-1|||-119.099998|0
339293|222212|kurn|-141|-271|0|251|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
339294|97010|kurn|-118.00001|191|-123.93751|71|880|0|79|0|1|0|0|0|0|0|-1|-1|||-120.099998|0
339295|222212|kurn|-83|144|0|196|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.750997|0
339296|222702|kurn|38.00001|70|-118.9375|195|880|0|0|0|1|0|0|0|0|0|-1|-1|||-115.099998|0
339297|222697|kurn|-8|29|-118.9375|253|880|0|0|0|1|0|0|0|0|0|-1|-1|||-115.099998|0
339298|222694|kurn|22|-16|-120.93749|64|880|0|0|0|1|0|0|0|0|0|-1|-1|||-117.099998|0
339299|97055|kurn|146|-146|-106.96875|1|880|0|0|0|1|0|0|0|0|0|-1|-1|||-103.199997|0
339300|97055|kurn|172.00002|-136|-106.96875|134|880|0|0|0|1|0|0|0|0|0|-1|-1|||-103.199997|0
339301|222701|kurn|153|-73|-106.96875|199|880|0|0|0|1|0|0|0|0|0|-1|-1|||-103.199997|0
339302|97055|kurn|158|-183|-104.96875|197|880|0|82|0|1|0|0|0|0|0|-1|-1|||-101.199997|0
339303|97055|kurn|42.00001|-96|-109.96875|194|880|0|75|0|1|0|0|0|0|0|-1|-1|||-106.199997|0
339304|97055|kurn|74|-82.00001|-107.96875|137|880|0|0|0|1|0|0|0|0|0|-1|-1|||-104.199997|0
339305|222212|kurn|-118.00001|-272|0|179|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
339306|97019|kurn|31|-272|-101.96875|191|880|0|84|0|1|0|0|0|0|0|-1|-1|||-98.199997|0
339307|222212|kurn|111|144|0|199|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.750997|0
339308|97028|kurn|60|-258|-101.96875|36|880|0|0|0|1|0|0|0|0|0|-1|-1|||-98.199997|0
339309|97055|kurn|81|-277|-101.96875|58|880|0|0|0|1|0|0|0|0|0|-1|-1|||-98.199997|0
339310|97055|kurn|89|-182|-104.96875|214|880|0|0|0|1|0|0|0|0|0|-1|-1|||-101.199997|0
339311|97055|kurn|87|-217|-104.96875|10|880|0|0|0|1|0|0|0|0|0|-1|-1|||-101.199997|0
339312|97055|kurn|85|-240|-101.96875|167|880|0|85|0|1|0|0|0|0|0|-1|-1|||-98.199997|0
339313|222212|kurn|121.00001|-251.00002|0|248|880|0|29|0|1|0|0|0|0|0|-1|-1|||3.7|0
339314|97001|kurn|1|100|41.96875|0|880|0|13|0|1|0|0|0|0|0|-1|-1|||45.719749|0
339315|97055|kurn|11|-156.00002|-111.96875|134|880|0|0|0|1|0|0|0|0|0|-1|-1|||-108.199997|0
339316|97055|kurn|1|-173|-111.96875|114|880|0|0|0|1|0|0|0|0|0|-1|-1|||-108.199997|0
339317|97055|kurn|-71|-154|-107.96875|54|880|0|0|0|1|0|0|0|0|0|-1|-1|||-104.199997|0
339318|222697|kurn|-6|-116|-107.96875|101|880|0|0|0|1|0|0|0|0|0|-1|-1|||-104.199997|0
339319|97055|kurn|10|-86.00001|-108.96875|135|880|0|0|0|1|0|0|0|0|0|-1|-1|||-105.199997|0
339320|97055|kurn|-40.00001|-74|-110.96874|144|880|0|0|0|1|0|0|0|0|0|-1|-1|||-106.5|0
339321|97055|kurn|-82.00001|-46|-109.96875|88|880|0|74|0|1|0|0|0|0|0|-1|-1|||-106.199997|0
339322|222697|kurn|-20|-104|-107.96875|174|880|0|73|0|1|0|0|0|0|0|-1|-1|||-104.199997|0
339323|97055|kurn|-137|-150|-119.93751|126|880|0|0|0|1|0|0|0|0|0|-1|-1|||-116.099998|0
339324|222701|kurn|-142|-129|-119.93751|135|880|0|0|0|1|0|0|0|0|0|-1|-1|||-116.099998|0
339325|222701|kurn|-159|-94|-121.9375|121|880|0|0|0|1|0|0|0|0|0|-1|-1|||-118.099998|0
339326|222701|kurn|-245.00002|-100|-125.9375|240|880|0|0|0|1|0|0|0|0|0|-1|-1|||-122.099998|0
339327|222212|kurn|115|-55|0|173|880|0|9|0|1|0|0|0|0|0|-1|-1|||3.750997|0
339328|97010|kurn|-170|121.00001|-41.96875|18|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339329|97001|kurn|-139.00002|148|-41.96875|204|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339330|97055|kurn|-156.00002|134|-41.96875|196|880|0|55|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339331|97055|kurn|-191|198|-41.96875|36|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339332|97001|kurn|-151|214.00002|-41.96875|183|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339333|97055|kurn|-110|270.00003|-51.96875|64|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339334|97019|kurn|-61.00001|271|-51.96875|66|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339335|97055|kurn|-82.00001|209.00002|-69.96875|196|880|0|0|0|1|0|0|0|0|0|-1|-1|||-66.199997|0
339336|97055|kurn|-72|251.00002|-69.96875|73|880|0|71|0|1|0|0|0|0|0|-1|-1|||-66.199997|0
339337|97068|kurn|-95|290|-69.96875|68|880|0|0|0|1|0|0|0|0|0|-1|-1|||-66.199997|0
339338|97058|kurn|-72|292|-69.96875|66|880|0|0|0|1|0|0|0|0|0|-1|-1|||-66.199997|0
339339|222697|kurn|-80.00001|320.00003|-70.96875|116|880|0|70|0|1|0|0|0|0|0|-1|-1|||-67.199997|0
339340|222696|kurn|-30|315|-61.84917|130|880|0|72|0|1|0|0|0|0|0|-1|-1|||-58.400002|0
339341|97001|kurn|10|311.00003|-51.96875|176|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339342|97010|kurn|113.00001|15|-41.96875|196|880|0|59|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339343|222692|kurn|-43.00001|191|-51.96875|246|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339344|222694|kurn|-34|196|-51.96875|59|880|0|68|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339345|222212|kurn|-127.00001|208|0|89|880|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
339346|222697|kurn|-8|147.00002|-51.96875|45|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339347|97055|kurn|21|200|-51.96875|49|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339348|97058|kurn|-7|223|-51.96875|251|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339349|97055|kurn|86.00001|273|-51.96875|3|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339350|97058|kurn|93|291|-42.96875|226|880|0|0|0|1|0|0|0|0|0|-1|-1|||-39.200001|0
339351|97055|kurn|72|238|-41.96875|19|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339352|222700|kurn|84.00001|223|-41.96875|126|880|0|65|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339353|97055|kurn|108|275|-42.96875|60|880|0|64|0|1|0|0|0|0|0|-1|-1|||-39.200001|0
339354|97010|kurn|-33|283|-51.96875|134|880|0|67|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339355|97055|kurn|41.00001|257|-51.96875|0|880|0|66|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339356|97055|kurn|188|144|-41.96875|132|880|0|60|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339357|222212|kurn|-3|12|0|22|880|0|7|0|1|0|0|0|0|0|-1|-1|||3.750999|0
339358|97010|kurn|218.00002|129|-41.96875|34|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339359|222704|kurn|30|-224|83.96875|66|880|0|19|0|1|0|0|0|0|0|-1|-1|||87.699997|0
339360|97055|kurn|24|-15|-41.96875|224|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339361|97010|kurn|213.00002|203|-41.96875|0|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339362|97019|kurn|158|211|-41.96875|198|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339363|97001|kurn|-51|-99|41.96875|131|880|0|16|0|1|0|0|0|0|0|-1|-1|||45.700001|0
339364|97019|kurn|82.00001|111|-41.96875|195|880|0|58|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339365|222699|kurn|188|70|-42.96875|71|880|0|63|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339366|222704|kurn|-4|-241|83.96875|218|880|0|18|0|1|0|0|0|0|0|-1|-1|||87.699997|0
339367|97055|kurn|10|-103.00001|-42.96875|102|880|0|0|0|1|0|0|0|0|0|-1|-1|||-39.200001|0
339368|222696|kurn|-83|69|-41.96875|0|880|0|56|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339369|97068|kurn|-49|52|-41.96875|256|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339370|97001|kurn|166.43759|98.06207|41.96875|260|880|0|14|0|1|0|0|0|0|0|-1|-1|||45.719742|0
339371|97055|kurn|-50|77|-41.96875|216|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339372|97055|kurn|-124|74|-41.96875|256|880|0|53|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339373|222695|kurn|-133|33|-41.96875|130|880|0|52|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339374|97055|kurn|-128|97|-41.96875|195|880|0|54|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339375|222694|kurn|-137|19|-41.96875|63|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339376|97010|kurn|46|-100|41.96875|259|880|0|15|0|1|0|0|0|0|0|-1|-1|||45.700001|0
339377|97001|kurn|56|-119|41.96875|192|880|0|17|0|1|0|0|0|0|0|-1|-1|||45.700001|0
339378|222691|kurn|-247|-4|-26|259|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339379|97055|kurn|-223|39.00001|-26|131|880|0|51|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339380|222690|kurn|-148|-70|-26|0|880|0|50|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339381|97055|kurn|-147.00002|-68|-26|0|880|0|50|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339382|97058|kurn|-200|-67|-26|35|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339383|222693|kurn|-163|-84.00001|-26|55|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339384|97055|kurn|-163|-31|-26|200|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339385|222690|kurn|-185.00002|0|-26|236|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339386|97055|kurn|-62|9|-33|178|880|0|0|0|1|0|0|0|0|0|-1|-1|||-29.200001|0
339387|97055|kurn|-61.00001|-9|-33|102|880|0|0|0|1|0|0|0|0|0|-1|-1|||-29.200001|0
339388|222692|kurn|-87|-10|-33|22|880|0|0|0|1|0|0|0|0|0|-1|-1|||-29.200001|0
339389|222690|kurn|-83|-52|-33|37|880|0|0|0|1|0|0|0|0|0|-1|-1|||-29.200001|0
339390|97055|kurn|-62|-63.00001|-33|190|880|0|46|0|1|0|0|0|0|0|-1|-1|||-29.200001|0
339391|97055|kurn|-34|-83|-33|258|880|0|45|0|1|0|0|0|0|0|-1|-1|||-29.200001|0
339392|97055|kurn|-45.00001|-70|-33|200|880|0|0|0|1|0|0|0|0|0|-1|-1|||-29.200001|0
339393|97055|kurn|-74|-72|-33|246|880|0|0|0|1|0|0|0|0|0|-1|-1|||-29.200001|0
339394|97055|kurn|11|-56|-41.96875|83|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339395|97055|kurn|-29|8|-41.96875|232|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339396|97055|kurn|4|9|-41.96875|190|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339397|97055|kurn|128|-50|-51.96875|102|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339398|97010|kurn|124|-13|-51.96875|161|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339399|97001|kurn|104|-43.00001|-51.96875|68|880|0|0|0|1|0|0|0|0|0|-1|-1|||-48.200001|0
339400|97010|kurn|80.00001|-48|-42.96875|123|880|0|0|0|1|0|0|0|0|0|-1|-1|||-39.200001|0
339401|97055|kurn|67|-18|-41.96875|175|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339402|97008|kurn|-19|121.00001|41.96875|196|880|0|12|0|1|0|0|0|0|0|-1|-1|||45.700001|0
339403|97055|kurn|46|43.00001|-41.96875|65|880|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
339404|222690|kurn|121.00001|-70|-27|16|880|0|0|0|1|0|0|0|0|0|-1|-1|||-23.200001|0
339405|222690|kurn|143.00002|-107.00001|-27|55|880|0|0|0|1|0|0|0|0|0|-1|-1|||-23.200001|0
339406|97055|kurn|162|-91|-27|104|880|0|0|0|1|0|0|0|0|0|-1|-1|||-23.200001|0
339407|222689|kurn|156.00002|-64|-27|64|880|0|37|0|1|0|0|0|0|0|-1|-1|||-23.200001|0
339408|97055|kurn|132|-149|-26|131|880|0|36|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339409|97010|kurn|201.00002|-151|-25|135|880|0|0|0|1|0|0|0|0|0|-1|-1|||-21.200001|0
339410|97010|kurn|202.00002|-136|-25|140|880|0|0|0|1|0|0|0|0|0|-1|-1|||-21.200001|0
339411|97001|kurn|-82.00001|-231|118.9375|131|880|0|0|0|1|0|0|0|0|0|-1|-1|||122.599998|0
339412|97055|kurn|192|-279.00003|-26|84|880|0|0|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339413|97055|kurn|181.00002|-243.00002|-26|0|880|0|35|0|1|0|0|0|0|0|-1|-1|||-22.200001|0
339414|97010|kurn|159|-18|99.96875|110|880|0|0|0|1|0|0|0|0|0|-1|-1|||103.699997|0
339415|97008|kurn|-12|29|99.96875|220|880|0|0|0|1|0|0|0|0|0|-1|-1|||103.719704|0
339416|97008|kurn|13|-12|99.96875|209|880|0|0|0|1|0|0|0|0|0|-1|-1|||103.719704|0
339417|97001|kurn|161|-50|99.96875|96|880|0|0|0|1|0|0|0|0|0|-1|-1|||103.699997|0
