name|text
Kaborfus3|The Fusibility Study`             By Al'Kabor```Part 3: The Experiments`Continuing my research on the `fusibility of the fusible `coral, earthen, igneous, and `velium ores, I have conducted `several experiments. By mixing`the velium ore with the other `three, I discovered quite an `extraordinary magical `compound. When cooled, the `velium caused the compound to `expand and quickly harden - `the outcome, a product that is`uniquely resistant to the `elements.``In order to make use of this `newly created substance, I `performed the experiment `again. This time, while `reciting a few incantations `that I have been working on.  `I then quickly poured the `compound into a mold of a `scepter while chilling it. `With the power of the chilled `fusible ore compound and the `spell incantation, I managed `to create quite an unusual `scepter artifact.``When held by a wizard of great`power, not unlike myself of `course, the magical energy of `the scepter flows throughout `the mind expanding the `intelligence while providing a`greater protection from the `elements. ``Needless to say, I would only `entrust a most loyal assistant`with the safeguarding of such `a powerful artifact.``At this time, Makil Rargon is `the only assistant whom I am `sure I can trust to continue `on with my fusibility `research. I have authorized `him to release my findings `regarding this study to others`since I'm positive that only `Makil Rargon and I, myself, `can duplicate the process.```My research continues . . .
KaelQuick|On the field of battle, `many years ago.  A `warrior rose above the `rest and slaughtered `many foes.  His prowess`on the field caught the`eye of those who we call`fiends.  In their`screams the dragons`cried, Hsagra will save `us all!  Oh they were so`foolish, as Porlos was `her downfall.  His mighty`axe he did raise, and as `it fell so did she, the `white one who would try`to save them all.  Upon`her skull he did sit and`claim it as his throne. `For the slaying of his `mate the old one named `Yelinak chose Porlos for`his prey.  Many `generations have passed `and the ancestors of `Porlos are hunted to `this day.`
KALBerGM01|As a young dwarf of Kaladim, ye are easily familiar with our stout race's skill with a blade, aye? It's about time we discovered a way to control that fiery temper of ours and use it to our advantage! As one of the Berserkers of the Underfoot, ye will face many a great foe and topple 'em over. If ye're smart and brave, ye best find Dravel Axethrasher and give him this note.
KALCleGM01|Greetings. If you wish to serve the Underfoot and Brell, seek out Priestess Ghalea, and give her this note. She can be found at the Underfoot Cathedral and will train you well.
KalDiary|<+> Today I met a gentleman of`the palace. . .   Behari.  As `his name implies, he travels `often on palace business, to `and from Katta Castellum `bearing messages of utmost `importance to the King `himself.  This is a station `that suits his charming `demeanor- I am embarrassed to `admit that within moments he `could have convinced me of `nearly anything!  Oh, and such`a meeting it was- I was `wandering out in the `courtyard, longing for a `change of scenery from these `walls.  My forced smile must `have belied the wanderlust in `my heart, it was no sooner `than I had bumped into him `(most literally, clumsy that I`am) that he spoke of the `sights he is free to see.  My,`how he knew just what to say! `A strong man and a handsome `voice, I do hope to see this `one again. . .``<+> It was as though the stars`and the heavens fell in `perfect harmony, for I had `never seen such a beautiful `night, not even in dream.  `Behari did come calling again,`as only a gentleman would.  `With the expressed permission `of my father (the look on his `face was enough alone for me `to agree, though I needed no `convincing), this man of the `world set a dinner for us `under the watchful eye of `Norrath in a quiet corner atop`the palace.  Everything was `simply perfect; the food (for `which he hunted and himself `cooked), the stars, the `enchanting breeze and the `touch of his hand on mine. . .` I could not know greater `fulfillment.``<+> I have little time to `write for the excitement, but `I want never to forget this `day!  The wedding is arranged `and just around the corner.  `Father is beside himself with `joy!  I am indeed the happiest`I could ever imagine being.``<+> Behari. . .  has been long`in returning home.  Tomorrow `was to be our day, but he is `almost a week gone missing.  I`cannot concentrate to write `further. . .  he must return `to me.  He simply must.
KALNews0|"The Mining Journal `        Circular 7 Issue 2``        =+=+=+=+=+=+=`      - Norrath Cursed -``Not long after the cleansin' `of the Threefold Plague of `Bertoxxulous in the Karanas, `Norrath was stricken ag'in `with a series of curses. Were `they a retaliation from`Bertoxxulous or were they `simply the fixins of a few `tainted individuals? Whichever`the case, we must defeat the `evil that lurks upon the land.``One of our local rogue pub `owners sent us a report of his`recent travels to Qeynos.``""""My recent trip to Qeynos was `worse than usual. There was a`strange red mist everywhere `and undead creatures graspin' `at anyone that came near 'em.``After I got off the Siren's `Bane in Freeport, I overheard `people 'plainin' 'bout a nasty`cult tryin' to waken a beastie`named Tishe Virm for a feast `in its honor. What they plan `on feedin' the big serpent, I `ain't too sure 'bout that an'`I dinnae want to stick around `find out. I decided to `continue with my journey to `Qeynos.``I was passin' through the `Commonlands when I heard `moanin' howls comin' from all `around me. Folks were `screamin' sightin's of `werewolves an' runnin' `everywhere. Me, I just wanted `to git outta there before I `ended up werewolf bait.``I managed to escape the danger`in the Commonlands an' headed `over to Rivervale to rest up a`bit. When I started back on my`trip, I went through to the `Karanas. Lo and behold the `Karanas had been hit by a `curse too.``There was some evil guy `laughin' insanely while undead`creatures rushed to spread his`curse to those that `interfered. Not me though, I `had ale to pick up so I ran `through the Karanas as quickly`as my roguish legs would `allow.``When I got to the hills of `Qeynos, I found undead `preparin' to take over the `city. Citizens were battlin' `the undead creatures as fast `as they could.``Once I got safe into the city,`all I could do was faint.""`````        =+=+=+=+=+=+=`This news was sponsored by `the Pubs of Kaladim.`         =+=+=+=+=+=+="
KALPalGM01|We would be honored if you would join us in serving the will of Brell. Find Datur, leader of the Paladins of the Underfoot, and give him this note. He will help you in your training.
KALRogGM01|You've earned yourself quite a little reputation around Kaladim. I believe we could strike a deal that could be mutually beneficial. Return this note to me, I could use someone with your talents in my outfit. - Mater
KALWarGM01|The Stormguard are now recruiting. To join, give this note to Furtog Ogrebane. He will train you well.
katcrptnote|Items Missing From Crypts                        Holin Aeridia's crypt: Aeridia Family Signet Ring, Sealed Golden Scroll Tube, Faded Silver Embroidered Robe, Tarnished Copper Runed Wand.                                                                                                                           Raien Talikar's crypt: Ancient Ornate Combine Dagger, Talikar Family Signet Ring, Faded Portrait of a Lady, Antique Platinum Medal.                                                                     Shoeon Malicus crypt: Gold Embroidered Kilt, Silver Embroidered Tabard, Ancient Ceremonial Warhammer, Old Sealed Medicine Pouch.
KATH2Pn|We were right about him, I am sorry that I could not tell you in person.  Be careful, he may now be on his guard.
KATRbnote|Speak these words`     once you`  get to the grave``Dal Mar Resh
katvalresJ|Exerpt of Valdanov Zevfeers`Research Journal.``Blood Type Nourishment`results...`Grimling: Negative, this blood`is of the least nourishing of`all humanoid blood types thus`far tested.`Galorian: The Galorians seem`to have a blood composition`that enhances a vampyres`physical strength for a time`but must be injested in`moderation as it seems to`also have an equally stong`negative effect on the`vampyres mental processes.`Netherbian: This blood may`as well be water. It provides`no sustenance.`Tegi: The bloods of the`various tegi sub-species are`quite facinating. Although not`nourishing enough to sustain`a vampyres physical needs the`blood seems to increase the`vampiric bodies tolerances to`certain elemental forces while`at the same time decreasing`others. The effects of the`blood are fully dependent on`a presumed elemental affinity`the various clans of Tegi`possess.`Akheva: I have just begun`experimentation with this`strange blood. I was not even`aware of the existance of the`creatures known as Akheva`until a short time ago when a`Shade paid me a visit offering`to assist me with my research`by providing what he claimed`to be the blood of a creature`that contains the properties I`have been searching for. I`have already depleated the`supply of blood that the odd`Shade provided and have yet`to see or hear from him again.`Hopefully he will visit again`soon with more blood so that`I may continue my`experimentation.
KaxonsTips|Kaxon's Beauty Tips``Everything in Norrath will`decay given time, but imagine`how much more beautiful this`world would be if all things`had the sight and aroma of`rotting flesh. I have created`a few concoctions that will`assist individuals gifted by`Bertoxxulous with the visions`of the Dark Reflection.``Solvent Gangrene`This concoction creates a`wonderful fungal rash on`the flesh of the victim thus`slowly eating it away. In`order to create it you must`have a POISON VIAL, two bits`of GRAVE MOLD, and SUSPENSION``Leprous Pus`In order to create a longer`lasting rotting of the flesh.`My second concoction requires`one BUNDLE OF WORMWOOD, one`pinch of GRAVE MOLD, one bit`of DARKBONE MARROW, a LINED`POISON VIAL and CONSTRICT`SUSPENSION``Visceral Rot.`My final concoction is a`favorite in the mines of`malfunction. It causes the`longest lasting rotting of`the flesh. The ingredients`required are one pinch of`GRAVE MOLD, one bit of`DARKBONE MARROW, WOOD ROSE,`a SEALED POISON VIAL and`LARENT SUSPENTION.
KELBarGM01|Welcome young bard, to the woodland city of Kelethin.  Seek out Sylia Windlehands and give this note to her.  She will be your new teacher and trainer.
KELDruGM01|We are the Soldiers of Tunare, protectors of this great forest, known as the Faydark.  Seek out the Heartwood Master, and give him this note.  He will teach you the ways of Tunare.
KELRanGM01|Hail young woodsman.  If you wish to learn the ways of the Ranger, then join Faydark's Champions.  Give this note to Master Ranger Maesyn Trueshot, and he will train you well.
KELRogGM01|Hail friend,  I have use of someone with your skills and talents.  Please, return this letter to me and join our cause.  In return for your help, I will help train you and teach you the ways of our small association.     -- Tylfon
KELWarGM01|The Emerald Warriors is now recruiting strong, able bodied elves for service.  Please turn in this Recruitment Letter to Master Regren to enlist.
KidsOfP|Hail the Almighty Prexus!!  We, the Children of Prexus, sing our praises to you!
KiltNote1|Reminder for a Shadowed Ball.
KiltNote2|Reminder for a good deed done.
knocouncil1|"Lord Tephys of the`Koada'Dal and Carson`McCabe of Highkeep`stared at each other with`long faces over the council`table in Highkeep. The`meetings were not going well.`Upon hearing of the`Teir'Dal's plans of conquest,`Tephys had immediately`dispatched word to Felwithe`petitioning help. He had yet`to hear a reply.``Carson's biggest problem in`drafting forces for Highkeep`was that most of the merchant`lords on the council were`just that, merchants. They`spoke endlessly of buying`their way out of the fight,`that the goblin was lying, or`that they should just cut`their losses and leave.``Carson and Tephys held no`such disillusions. They knew`that the Teir'Dal would not`bargain, and those that`surrendered were doomed to`a quick death at best, with a`long life of torture and`servitude being the`alternative.``""Have we received any word`from Antonius Bayle yet?"" `Tephys asked, not for the`first time since the council`had convened.``""I'm afraid that my`messengers have returned`with the same news we`expected Lord Tephys,"" `Carson explained. ""He`cannot lend us much`support, if any, in our`struggle. He is afraid,`and with good reason, that`were he to make any attempt`to do so the rival factions`in and around Qeynos would`be quick to take advantage`of the city. He envisions`everything from the gnolls`of Blackburrow overrunning`the city to the Bloodsabers`taking it from underneath`him. And the sad thing is,`I can't really say I blame`him."" ``""What of Freeport?"" asked`Taliman Yurick, the leader of`the cities brewing merchants.`""Surely they're in the best`position to help us,`practically bordering`Nektulos and all."" ``""Freeport is in no position`to help us either,"" Lord`Tephys was quick to point`out. ""The Militia and the`Paladins keep each other in`check constantly. Both know`that if either were to support`us the other side would`only use it as an excuse to`try and take complete control`of the city.  No my friends,`I'm afraid it looks like both`of the great cities of`Antonica will not be aiding`us in this fight. And we can`count the dwarves out as`well. As I suspected, my`emissaries to King Kazon`were met only by the`damned dwarven logic`of, 'all the more reason`we should stay here and`prepare to defend the`shores of Butcherblock'."" ``""I too, have contacted my`people across the sea,"" spoke`Pracil Micus of the Erudite.`They have agreed only to`bring it up in the next High`Council meeting for`discussion, at which point`they may decide to send`some sort of help."" ``""Great!"" shouted Thubr`Axebringer. The prominent`dwarven smith from Kaladim`jumped up from his seat`fuming,  ""The way ye blasted`Erudites discuss things in`yer meetins we should be`getting help just about this`time next decade!""  ``Indignant, Pracil Micus`retorted, ""Why you little`bearded retch, I suppose I`should expect such manners`from a.."" `""SILENCE!"" bellowed Carson`as he banged his gavel upon`the table. ""I'll have no`bickering between us,`especially at a time like`this. You think the Teir'Dal`are fighting over which of`them are going to attack us!?`No, they're not because they`ALL want to attack. And if`the stories I've heard of`late are indeed true, that`the Teir'Dal have indeed`united under this prophet,`this 'child of hate', then`we may not just be facing`a few Teir'Dal war parties,`but rather the whole of`Neriak itself!"" ``""But Carson!"" Taliman`protested, ""If what you're`saying is true then we're`doomed already.  We have`no armies save the guard of`Highkeep, no allies to call`upon, and all against an`entire nation of Dark Elves!""`"
knocouncil2|"Perhaps you are not alone`as you think my friends,`said a voice from the crowd.`Two high elves step forward,`resplendent in their ornate`armor.  One, an older male`with lines of battle etched`into his face, the other is a`younger female with the`beauty of a goddess herself.`Both appeared to be a bit`travel worn but fully armed.``Lord Tephys stood, an`obvious wave of relief`flashing across his face.`""Ladies and Gentlemen of`the council, allow me to`introduce Galeth Veredeth,`High Paladin of Tunare and`chief advisor to King Thearis`Thex.""  The members of the`council were impressed and`quickly invited the newcomers`to join their meeting.  ``""Thank you Tephys my old`friend,"" Galeth said with a`look of sympathy for the`tired elven Lord.  ""The young`lady accompanying me is`Firiona Vie, Paladin of`Tunare and my finest student`yet.""``Firiona bowed politely to the`table saying, ""The honor is`mine your lordships."" ``""Ah yes!"" said Tephys with`sudden recognition.  ""You`have truly grown in the grace`of Tunare since last I saw`you young Firiona, we`welcome you to our table.`Now, please tell me you`bring good news Galeth."" ``""Indeed I do,"" replied the`Paladin.  ""I'm pleased to`announce that the entirety`of the Paladins of Tunare`are at your disposal.""  ``Cheers erupted from the`council and the crowd.`Galeth holds up his hand for`silence and continues, ""As`we speak our legions are`sailing across the Ocean of`Tears and should arrive in`a fortnight. The remainder`of the Koada'Dal forces shall`have to remain in Faydark`however, as we are constantly`besieged by the orcs of`Crushbone.  This is all King`Tearis can spare. The only`stipulation we insist upon is`that Lord Tephys must lead`the armies defending`Highkeep.""  ``Lord Tephys attempted to`argue against this at first,`but was quickly and`unanimously outvoted as the`entire council, led by Carson`McCabe, insisted that it was`a grand idea.  A messenger`stepped forward and`whispered something in`Carson's ear.  ``Carson stood with a smile on`his face and spoke, ""In`addition to this most`fortunate news, I've just`been informed that`adventurers from all over`Norrath are volunteering by`the dozens to aid our cause!""`Again the crowd and council`were swept away by rampant`cheers of thanks.  ``Lord Tephys once again stood`and addressing everyone said,`""With that said gentlemen, I`believe this council is`adjourned.  We all have a lot`of plans to make and little`time to spare. By the grace`of Tunare, we just might have`a chance."""
knodeadtime1|Raex and Vindor``Long ago in the Kingdom of`Skaxron lived two childhood`friends, Raex, and Vindor.`The friends played, fought,`competed and grew up`together in their lawful`kingdom. As they matured`both young men proved`to be the greatest warriors`of their generation.`They became pledged as`knights in service to their`good King Randall. Two`years after the knighting of`Raex and Vindor, the War`of Ages engulfed their`continent, separating the`friends as they fought to`save their beloved kingdom.`War raged for many years,`their good King Randall was`slain, and all the lands were`put under the rule of an iron`fisted dark emperor.``Raex and Vindor survived`these lean years as`mercenaries and swore`complete and utter vengeance`upon the dark emperor that`ruled the land. They did not`have long to wait, for a`great and ancient evil was`listening. Bertoxxulous, Lord`of Decay, heard the plea and`offered to assist Raex and`Vindor for their permanent`indentured servitude. For the`Plague Lord knew they were`among the greatest of`warriors, and would aid him`greatly in his rise to power.`Blinded by vengeance Raex`and Vindor immediately`agreed to the deal. With`a snap of his fingers,`Bertoxxulous banished`his servant, the dark`emperor, to another`realm and accepted the two`great warriors into his`service, for they did not`know Bertoxxulous had`conquered their world just to`bring them into the ranks of`his minions.`````Carprin Deatharn``Long ago on the continent of`Antonica, within the world of`Norrath, there existed a`small village known as`Yawnwater. The village of`Yawnwater was a typical`village, with happy villagers`and flowers that grew all`about the town. In the middle`of the village stood a small`shrine dedicated to the`goddess of love, Erollisi`Marr, located right off of a`small river that flowed down`into a great lake. However`all did not remain right`within the happy little`village of Yawnwater.``On a dark night when the`moon was just a sliver in the`night sky, terror and`destruction came down upon`the happy little village of`Yawnwater. The dark knight,`Carprin Deatharn, determined`to prove to his god,`Bertoxxulous, Lord of Decay,`that he was an exalted`spreader of corruption and`decay that none could match,`came upon the village set to`destroy it. Caprin killed off`what resistance the village`had to offer and then`gathered around the shine to`Erollisi Marr, the elderly,`the women, and the children,`who were too weak to defend`themselves from the dark`knight. Carprin then set to`systematically desecrating`the temple by performing a`dark sacrifice on its altar.`After the sacrifice he`infected the rest of the`survivors with an incurable`malady that left them slowly`wasting away and dying.`When Bertoxxulous saw all`that his servant did in his`name he was pleased and`raised him to new and untold`levels of power. It was not`long after that Caprin`Deatharn would join his`master in the Plane of`Disease.`
knodeadtime2|The Tale of Toluwon``In the Plains of Karana in`a time not so long ago, the`clergy of Karana erected a`small temple in honor of The`Rainkeeper.  Among those`present at the building of`this temple was Young`Toluwon, a promising cleric`that had recently been raised`up from the position of`Acolyte. Young Toluwon`was one of the most promising`clerics to come in years. He`had shown wisdom beyond`his years, mastered the`honored rituals of Karana`in a short time, and`performed the extremely`difficult Ritual of Thunder`and Lightning for the first`time in centuries.`However, all this was soon`to come to an end for Young`Toluwon for he had a`different path to walk.``Young Toluwon returned home`soon after helping finish up`the final building stages of`the temple. He had to visit`his love in the nearby city`of Qeynos. When he arrived at`his lover's house, he found a`small note asking him to meet`her at a private locale.`Concerned, Toluwon made his`way immediately to the`locale, to find something he`could not believe. His lover`was a worshipper of the dark`god Bertoxxulous. She was`with a group of people in`brown robes muttering chants`to the Lord of Decay. Once he`overcame his disbelief he`knew what he must do. He`would join her, for she was`more important to him than`anything else.``When the decision was made,`the worshipers of`Bertoxxulous immediately sent`Toluwon out to prove his`faith. They sent him against`his old brethren at the newly`built temple in the Plains of`Karana. When he arrived the`priests were surprised to see`him back so early for they`knew he loved his woman`dearly. He assured them`everything was all right, and`told them that he needed to`get some rest. Little did`they know what dark plans`were about to unfold. In the`dead of night Toluwon crept`around and slit the throats`of each priest within the`temple. Then performing a`dark ritual told to him by`the priests of Bertoxxulous`he desecrated the newly`erected temple. Toluwon had`now become a full-fledged`member of Bertoxxulous'`clergy. This is how Bishop`Toluwon came to join the`legions of corruption.````Rise of Avhi Escron``Thousands of years ago in`lands long gone there was a`prophecy of power. It said`'One shall be born perched`between light and darkness.`They will grow and one day`shroud the world in golden`light or encompassing`darkness. For they will`choose.'  Avhi Escron was`born shortly thereafter. She`was the child foretold in the`prophecy and the forces of`light and dark waged war over`her.  As time passed Avhi`began to show signs of`extreme magical power,`unmatched by any ever known`to the world. The time for`her to choose was fast`approaching.``As the time came upon her`Avhi was tempted by the`forces of dark with images`of unseen power, wealth`beyond imagining, and`endless lands to rule.`With these images in her`mind, Avhi chose the side`of evil, and the world fell`into an encompassing`darkness.`The ancient evil, known today`as Bertoxxulous, was among`the powers that she now`served.``Decay and corruption became`a daily part of Avhi's life`as she explored the dark arts`of necromancy, creating new`dark rituals, and spells`became commonplace as she`reached the pinnacle of her`power. Eventually Avhi`declared herself fully in the`service of the Lord of Decay.`Soon after she brought down`a mighty spell of foul`corruption upon the kingdoms,`laying waste to huge tracts`of land.  And so Avhi`continued until one day she`was raised to the side of her`lord in the Plane of Disease.`
knodeadtime3|Fall of the Wemmal`Royal Family``The Wemmal Family had ruled`their small island in the`middle of the endless sea for`years.  Not knowing of the`other continents and lands of`their world, it was a`self-contained island filled`with peace. One day that`changed, for chance brought`the sole survivor of a`shipwreck to a beach on their`land. The survivor was`Banford Paffa a cook`from a pirate ship that`had been wrecked in a`nasty storm. The islanders`discovered him on one of the`beautiful beaches and brought`him to the royal family.``The Wemmal's were taken`with this seemingly charming`pirate from lands unknown.`They offered him a position`on the cooking staff for he`knew many exotic dishes`previously unknown to the`islanders.  However, the`Wemmal's would soon learn`that their new cook had a`dark secret. Banford was a`worshipper of Bertoxxulous,`the Lord of Decay. He set to`slowly poisoning the food`he served to the royal`family.  Soon after all of`the royal family became sick`and dying.  It was discovered`that Banford had been`poisoning them, but by then`it was to late, and the`Wemmals were dead. The`islanders maddened by grief`for their beloved royals`lynched Banford and hung`his corpse from the islands`tallest tree. Bertoxxulous`pleased with what Banford`accomplished gave him a new`form in the Plane of Disease,`where he now serves his lord`for eternity.```Origins of the Bubonians``In the deepest depths of some`forgotten tomb, Tarkon Praez,`a necromancer in service to`Bertoxxulous, was performing`experiments on a tribe of rat`men that he had previously`enslaved. During this time he`bred a variety of rat men,`but none of them were what`he wanted. Tarkon wanted a`ravenous, festering, and foul`breed that would strike`terror and fear into the`hearts of the pure. Tarkon`decided to pray one day to`his dark god for guidance.``After many hours of prayers,`foul rituals and sacrifices,`Bertoxxulous enlightened`Tarkon with a vision of what`he must do. He would travel`to the farthest reaches and`find the necessary`components to perform`a ritual of the darkest evil.`The four components`Tarkon was to gather were`a unicorn heart, tail of a`phoenix, tears of a virgin,`and the blood of a faerie.`After many trials and`tribulations he had gathered`the necessary components`and began the dark ritual.`What took form was more`than he expected. An`extremely evil crazed race`of rat men that carried a`foul plague in their blood`and minds. He dubbed them`the Bubonians and set them`on the land.``The Bubonians tore apart the`lands near the tomb of their`creation, spreading disease,`death, and destruction`wherever they went. They`continued unhindered for a`time, until they were`banished from the world by`a good and noble order of`knights. Bertoxxulous took`the Bubonians into the Crypt`of Decay and that is where`they have festered ever`since, waiting to lay waste`to the world once again.`
knohole1|Ognit Eznertob, Dabner`Drednever and Dagda Icefury`had spent the last several`days spelunking in the Hole`and the ruins of the old city`of Paineel. The ruins were`an eerie, dusty and dark`place. Strange and terrifying`sounds echoed throughout`the once splendorous city,`like wails of torment from`souls suffering in eternal`agony. Though Ognit seemed`unfazed by the atmosphere,`Dabner and Dagda were very`skittish about their journey`down into the Hole.``Dabner swore that the sounds`were none other than the`ghosts of Erudites slain`during the great war that`destroyed the old city years`ago. Ognit hypothesized that`the strange noises were`caused by undercurrents of`wind wafting from the surface`above and were nothing to be`concerned about. Dagda knew`not the cause of the sounds`but she was sure that the`three of them should not be`in that place. ``After spending some time`exploring the ruins and`wandering deeper into the`cavern, the three came across`the very thing for which`Ognit had been searching.`Before them stood The Hatch`and the wall of Living Stone.`The Living Stone is an`artifact of great power`created by Brell Serilis the`purpose of which was to stop`the creatures from the Plane`of the Underfoot from`entering into the world. The`residents of the old city`once conducted experiments`on the Living Stone,`attempting to find a way to`harness its power. The`experiments damaged the wall`of Living Stone and creatures`began to breach the wall and`threatened the city. The`Erudites constructed The`Hatch, a sort of life support`system that kept the Living`Stone strong after the`earthen Lord Yael escaped`and threatened their`destruction with his army`of elementals.``Ognit sought to study both`The Hatch and the wall of`Living Stone. He felt that`the Erudites were simply not`qualified for that sort of`study and indeed it would`take the delicate and careful`touch of a gnome to properly`study the artifact and`perhaps find a way to harness`its power. History has a way`of repeating itself.``Ognit considered the first of`his experiments successful.`He found that the wall of`Living Stone was able to`release enormous amounts`of power, as evidenced by`the tremendous earthquakes`he was able to cause simply`by infusing the Hatch with`just a small amount of`magical energy. Indeed, it`seemed the two worked`together like a transformer,`turning small amounts of`energy into tremendous`surges of power. Though he`had no idea how one could`harness the released energy,`he was impressed with the`results nonetheless.``Dagda was terrified and`believed that the gnome was`tinkering with powers beyond`his comprehension. She`threatened to leave them both`down there, particularly when`the experiments began to`cause earthquakes of greater`and greater magnitude.`Against her better judgement,`she stayed. ``Ognit saw the greater`earthquakes as a sign that`his experiments were going`well. He was getting even`better power output for the`same amount of energy.`Dabner eventually began`to become frightened too`and started to side with`Dagda, urging the wizard`to abandon the experiment.`Ognit was incensed and`no amount of convincing`would deter him from`his experimentation.`
knohole2|"Finally, the inevitable`happened. Ognit channeled`just a small amount of energy`into the Hatch. It wasn't`much, not even enough to kill`a moss snake. However this`time, the Living Wall began`to shudder spasmodically and`took on a pale, sickly color.`The earthquake that resulted`was truly terrifying. Chunks`of stone began falling from`the ceiling and the ground`itself began to be ripped`apart. From the huge gashes`in the earth, the three saw`terrifying creatures emerge.`All about them were sounds`of shrieking, crying and`bellowing. The noises were`both exclamations of`excitement for finally being`freed and rage for being`imprisoned for such a long`time. The three began to flee`the hole in terror as the`creatures began to swarm`around them, their ears`ringing from the unholy`screams. ``As they made haste toward`the surface, they came across`a figure that looked to be an`Erudite. The Erudite was`walking slowly and limping`slightly. He was filthy,`covered with dirt and soot.`His skin was pallid, as one`who had not stood under the`glare of harsh sunlight for`ages. He wore a robe that was`a splotchy brownish color.`It was difficult to tell if`this was the robe's original`color or if it was the result`of the filth that covered it. ``He turned quickly and upon`seeing them, he spoke.`""Gnomes, and a Barbarian`woman of all things! I don't`know whether I should thank`you or draw the full sum of`the life-force from your`bodies right here and now!""``Dagda pushed her way past`the two gnomes, putting`herself between them and the`Erudite. Facing the strange`man she asked, ""Who are you?""``He folded his arms across`his chest and smiled`slightly. He raised an`eyebrow as he spoke, ""My`name is Dartain of the Dark`Truth. I don't suppose you`have any idea about what`you have just done? Or`perhaps I should say undone,`do you?"" ``He seemed to stare through`their souls with eyes fierce`yet lined with weariness.`""Your meddling has caused`the Wall of Living Stone to`weaken once again. Though`your actions have finally`allowed me to break free`after being trapped for so`many a year, you have also`allowed many of the denizens`that were imprisoned behind`that wall to escape into the`world again as well.""``Even in the dim light,`Ognit's face became visibly`paled. Dartain continued,`""The Hatch is still unharmed`and appears to be functioning`as it should. I believe the`wall will repair itself again`in time. While the breach`remains however, there will`be a steady flow of creatures`escaping from the underfoot.`I suggest you make haste out`of this place and take`warning to those above, so`that they may prepare`themselves.""``As he finished speaking,`murky shadows made their`way from the floor and`encircled the dirty robes the`strange man wore. As he`disappear from view he softly`muttered, ""Finally, I am`free.""`"
knohole3|"The trio said not a word to`each other, and continued at`a dead sprint toward the`surface as the sound of an`army of creatures rumbled`directly behind them.`Reaching the top of the`ruins, they held their breath`as they jumped into the`cold water and wriggled their`way with panicked speed`through the rocky underwater`cavern that lead into the new`city of Paineel.``After emerging from the`water, the first breath they`took was used to issue forth`a scream of terror. All`around them, terrible`creatures of rock and stone`wandered in the open`throughout the streets of the`new city of Paineel. Already,`cries of alarm could be heard`being raised from deep within`the bowels of the city. Even`more alarming was the fact`that the earth still seemed`to be shaking, even after all`this time. ``Dagda in an effort to warn`the Heretics of the impending`danger shouted, ""Horrible`creatures from the earth have`broken loose! Run for your`lives!""``Dabner exclaimed, ""Brell`Serilis help us all! They are`everywhere!""``Dagda gave both gnomes a`shove forward and yelled,`""Go! Run!"" The three began`at a dead run once again. She`kept behind the gnomes to`make sure they were both`still alive and running.``As he ran, Ognit smacked`himself in the forehead`screaming, ""Oh gods! What`have I done! Just keep`running everyone!""``Guards Menbuknar and`Heridion stood near the`entrance to the new city`of Paineel. The pair of`skeletal sentries stood`staring out over the grassy`alcove through hollow eye`sockets that were long`without flesh or blood`watching over the new city`of Paineel in eternal service`to their Heretic masters. ``""Nooiiissseeey,"" Menbuknar`said with a quiet disembodied`voice like sandpaper in`response to the sudden`shouts.``Guard Heridion took several`steps forward and pointed,`""Rooockssss."" Hefting their`swords above their head, the`two skeletal guards shambled`clumsily out into the`courtyard and began to fight`against the intruding earth`elementals.``As he swung away against`the creatures made from earth`itself, Menbuknar sniffed the`air with a nose that wasn't`there and rasped,`""Gnoommmessss.""`"
