SourceZoneShortName|SourceBoxTopNW_X|SourceBoxTopNW_Y|SourceBoxTopNW_Z|SourceBoxBottomSE_X|SourceBoxBottomSE_Y|SourceBoxBottomSE_Z|TargetZoneShortName|TargetPosX|TargetPosY|TargetPosZ|TargetPosOrientation|AreaTriggerDBCID|Comment
northkarana|1162.0161|3744.4175|200|1142.0161|3714.4175|-100|qey2hh1|1150.998|-15935.786|20.51318|west|7391|
northkarana|1182.0161|3744.4175|200|1162.0161|3714.4175|-100|qey2hh1|1170.998|-15935.786|27.56572|west|7392|
northkarana|1202.0161|3744.4175|200|1182.0161|3714.4175|-100|qey2hh1|1190.998|-15935.786|34.61561|west|7393|
northkarana|1222.0161|3744.4175|200|1202.0161|3714.4175|-100|qey2hh1|1210.998|-15935.786|41.66713|west|7394|
northkarana|1242.0161|3744.4175|200|1222.0161|3714.4175|-100|qey2hh1|1230.998|-15935.786|48.71823|west|7395|
northkarana|1262.0161|3744.4175|300|1242.0161|3714.4175|-100|qey2hh1|1250.998|-15935.786|55.76926|west|7396|
northkarana|1282.0161|3744.4175|300|1262.0161|3714.4175|-100|qey2hh1|1270.998|-15935.786|62.82089|west|7397|
northkarana|1302.0161|3744.4175|300|1282.0161|3714.4175|-100|qey2hh1|1290.998|-15935.786|69.87148|west|7398|
northkarana|1322.0161|3744.4175|300|1302.0161|3714.4175|-100|qey2hh1|1310.998|-15935.786|76.92348|west|7399|
northkarana|1342.0161|3744.4175|300|1322.0161|3714.4175|-100|qey2hh1|1330.998|-15935.786|83.97376|west|7400|
northkarana|1500.0161|3744.4175|300|1342.0161|3714.4175|-100|qey2hh1|1350.998|-15935.786|91.02814|west|7401|
northkarana|-4530.517|1250.3827|59.13793|-4598.4746|1171.9198|-36.06004|southkarana|2777.5054|906.2026|-34.40623|south|7402|
nro|2077.084|1928.1011|28.06514|2007.5227|1900.196|-0.49988|ecommons|-3023.2236|-1147.1923|0|west|7403|
nro|4202.2417|935|200|4172.2417|895|-100|freporte|-1316.3037|-128.60205|-55.96874|north|7404|
nro|4202.2417|895|200|4172.2417|875|-100|freporte|-1316.3037|-148.60205|-55.96874|north|7405|
nro|4202.2417|875|200|4172.2417|855|-100|freporte|-1316.3037|-168.60207|-55.96874|north|7406|
nro|4202.2417|855|200|4172.2417|835|-100|freporte|-1316.3037|-188.60207|-55.96874|north|7407|
nro|4202.2417|835|200|4172.2417|815|-100|freporte|-1316.3037|-208.60207|-55.96874|north|7408|
nro|4202.2417|815|200|4172.2417|795|-100|freporte|-1316.3037|-228.60207|-55.96874|north|7409|
nro|4202.2417|795|200|4172.2417|775|-100|freporte|-1316.3037|-248.60207|-55.96874|north|7410|
nro|4202.2417|775|200|4172.2417|755|-100|freporte|-1316.3037|-268.60205|-55.96874|north|7411|
nro|4202.2417|755|200|4172.2417|735|-100|freporte|-1316.3037|-288.60205|-55.96874|north|7412|
nro|4202.2417|735|200|4172.2417|715|-100|freporte|-1316.3037|-308.60205|-55.96874|north|7413|
nro|4202.2417|715|200|4172.2417|695|-100|freporte|-1316.3037|-328.60205|-55.96874|north|7414|
nro|4202.2417|695|200|4172.2417|675|-100|freporte|-1316.3037|-348.60205|-55.96874|north|7415|
nro|4202.2417|675|200|4172.2417|655|-100|freporte|-1316.3037|-368.60205|-55.96874|north|7416|
nro|4202.2417|655|200|4172.2417|635|-100|freporte|-1316.3037|-388.60205|-55.96874|north|7417|
nro|4202.2417|635|200|4172.2417|615|-100|freporte|-1316.3037|-408.60205|-55.96874|north|7418|
nro|4202.2417|615|200|4172.2417|595|-100|freporte|-1316.3037|-428.60205|-55.96874|north|7419|
nro|4202.2417|595|200|4172.2417|575|-100|freporte|-1316.3037|-448.60205|-55.96874|north|7420|
nro|4202.2417|575|200|4172.2417|555|-100|freporte|-1316.3037|-468.60205|-55.96874|north|7421|
nro|4202.2417|555|200|4172.2417|535|-100|freporte|-1316.3037|-488.60205|-55.96874|north|7422|
nro|4202.2417|535|200|4172.2417|515|-100|freporte|-1316.3037|-508.60205|-55.96874|north|7423|
nro|4202.2417|515|200|4172.2417|495|-100|freporte|-1316.3037|-528.60205|-55.96874|north|7424|
nro|4202.2417|495|200|4172.2417|475|-100|freporte|-1316.3037|-548.60205|-55.96874|north|7425|
nro|4202.2417|475|200|4172.2417|455|-100|freporte|-1316.3037|-568.60205|-55.96874|north|7426|
nro|4202.2417|455|200|4172.2417|435|-100|freporte|-1316.3037|-588.60205|-55.96874|north|7427|
nro|4202.2417|435|200|4172.2417|415|-100|freporte|-1316.3037|-608.60205|-55.96874|north|7428|
nro|4202.2417|415|200|4172.2417|395|-100|freporte|-1316.3037|-628.60205|-55.96874|north|7429|
nro|4202.2417|395|200|4172.2417|375|-100|freporte|-1316.3037|-648.60205|-55.96874|north|7430|
nro|4202.2417|375|200|4172.2417|355|-100|freporte|-1316.3037|-668.60205|-55.96874|north|7431|
nro|4202.2417|355|200|4172.2417|335|-100|freporte|-1316.3037|-688.60205|-55.96874|north|7432|
nro|4202.2417|335|200|4172.2417|315|-100|freporte|-1316.3037|-708.60205|-55.96874|north|7433|
nro|4202.2417|315|200|4172.2417|295|-100|freporte|-1316.3037|-728.60205|-55.96874|north|7434|
nro|4202.2417|295|200|4172.2417|275|-100|freporte|-1316.3037|-748.60205|-55.96874|north|7435|
nro|4202.2417|275|200|4172.2417|255|-100|freporte|-1316.3037|-768.60205|-55.96874|north|7436|
nro|4202.2417|255|200|4172.2417|235|-100|freporte|-1316.3037|-788.60205|-55.96874|north|7437|
nro|4202.2417|235|200|4172.2417|215|-100|freporte|-1316.3037|-808.60205|-55.96874|north|7438|
nro|4202.2417|215|200|4172.2417|195|-100|freporte|-1316.3037|-828.60205|-55.96874|north|7439|
nro|4202.2417|195|200|4172.2417|175|-100|freporte|-1316.3037|-848.60205|-55.96874|north|7440|
nro|4202.2417|175|200|4172.2417|155|-100|freporte|-1316.3037|-868.60205|-55.96874|north|7441|
nro|4202.2417|155|200|4172.2417|135|-100|freporte|-1316.3037|-888.60205|-55.96874|north|7442|
nro|4202.2417|135|200|4172.2417|115|-100|freporte|-1316.3037|-908.60205|-55.96874|north|7443|
nro|4202.2417|115|200|4172.2417|95|-100|freporte|-1316.3037|-928.60205|-55.96874|north|7444|
nro|4202.2417|95|200|4172.2417|75|-100|freporte|-1316.3037|-948.60205|-55.96874|north|7445|
nro|4202.2417|75|200|4172.2417|55|-100|freporte|-1316.3037|-968.60205|-55.96874|north|7446|
nro|4202.2417|55|200|4172.2417|35|-100|freporte|-1316.3037|-988.60205|-55.96874|north|7447|
nro|4202.2417|35|200|4172.2417|15|-100|freporte|-1316.3037|-1008.60205|-55.96874|north|7448|
nro|4202.2417|15|200|4172.2417|-5|-100|freporte|-1316.3037|-1028.602|-55.96874|north|7449|
nro|4202.2417|-5|200|4172.2417|-25|-100|freporte|-1316.3037|-1048.602|-55.96874|north|7450|
nro|4202.2417|-25|200|4172.2417|-45|-100|freporte|-1316.3037|-1068.602|-55.96874|north|7451|
nro|4202.2417|-45|200|4172.2417|-65|-100|freporte|-1316.3037|-1088.602|-55.96874|north|7452|
nro|4202.2417|-65|200|4172.2417|-85|-100|freporte|-1316.3037|-1108.602|-55.96874|north|7453|
nro|4202.2417|-85|200|4172.2417|-105|-100|freporte|-1316.3037|-1128.602|-55.96874|north|7454|
nro|4202.2417|-105|200|4172.2417|-125|-100|freporte|-1316.3037|-1148.602|-55.96874|north|7455|
nro|4202.2417|-125|200|4172.2417|-145|-100|freporte|-1316.3037|-1168.602|-55.96874|north|7456|
nro|4202.2417|-145|200|4172.2417|-165|-100|freporte|-1316.3037|-1188.602|-55.96874|north|7457|
nro|4202.2417|-165|200|4172.2417|-185|-100|freporte|-1316.3037|-1208.602|-55.96874|north|7458|
nro|4202.2417|-185|200|4172.2417|-205|-100|freporte|-1316.3037|-1228.602|-55.96874|north|7459|
nro|4202.2417|-205|200|4172.2417|-225|-100|freporte|-1316.3037|-1248.602|-55.96874|north|7460|
nro|4202.2417|-225|200|4172.2417|-265|-100|freporte|-1316.3037|-1263.602|-55.96874|north|7461|
nro|-1878|1500.23|300|-1900|1231.23|-200|oasis|2540.2332|1239.2524|21.63636|south|7462|
nro|-1878|1231.23|300|-1900|1211.23|-200|oasis|2540.2332|1219.2524|22.80522|south|7463|
nro|-1878|1211.23|300|-1900|1191.23|-200|oasis|2540.2332|1199.2524|23.97427|south|7464|
nro|-1878|1191.23|300|-1900|1171.23|-200|oasis|2540.2332|1179.2524|25.14709|south|7465|
nro|-1878|1171.23|300|-1900|1151.23|-200|oasis|2540.2332|1159.2524|25.58401|south|7466|
nro|-1878|1151.23|300|-1900|1131.23|-200|oasis|2540.2332|1139.2524|25.98492|south|7467|
nro|-1878|1131.23|300|-1900|1111.23|-200|oasis|2540.2332|1119.2524|26.37284|south|7468|
nro|-1878|1111.23|300|-1900|1091.23|-200|oasis|2540.2332|1099.2524|26.76084|south|7469|
nro|-1878|1091.23|300|-1900|1071.23|-200|oasis|2540.2332|1079.2524|27.14865|south|7470|
nro|-1878|1071.23|300|-1900|1051.23|-200|oasis|2540.2332|1059.2524|27.1672|south|7471|
nro|-1878|1051.23|300|-1900|1031.23|-200|oasis|2540.2332|1039.2524|26.99399|south|7472|
nro|-1878|1031.23|300|-1900|1011.23|-200|oasis|2540.2332|1019.2525|26.60012|south|7473|
nro|-1878|1011.23|300|-1900|991.23|-200|oasis|2540.2332|999.2525|26.20339|south|7474|
nro|-1878|991.23|300|-1900|971.23|-200|oasis|2540.2332|979.2525|25.80689|south|7475|
nro|-1878|971.23|300|-1900|951.23|-200|oasis|2540.2332|959.2525|25.78806|south|7476|
nro|-1878|951.23|300|-1900|931.23|-200|oasis|2540.2332|939.2525|24.5664|south|7477|
nro|-1878|931.23|300|-1900|911.23|-200|oasis|2540.2332|919.2525|21.84004|south|7478|
nro|-1878|911.23|300|-1900|891.23|-200|oasis|2540.2332|899.2525|19.1141|south|7479|
nro|-1878|891.23|300|-1900|871.23|-200|oasis|2540.2332|879.2525|16.38009|south|7480|
nro|-1878|871.23|300|-1900|851.23|-200|oasis|2540.2332|859.2525|16.24941|south|7481|
nro|-1878|851.23|300|-1900|831.23|-200|oasis|2540.2332|839.2525|15.8354|south|7482|
nro|-1878|831.23|300|-1900|811.23|-200|oasis|2540.2332|819.2525|14.93853|south|7483|
nro|-1878|811.23|300|-1900|791.23|-200|oasis|2540.2332|799.2525|14.04336|south|7484|
nro|-1878|791.23|300|-1900|771.23|-200|oasis|2540.2332|779.2525|13.14844|south|7485|
nro|-1878|771.23|300|-1900|751.23|-200|oasis|2540.2332|759.2525|11.50596|south|7486|
nro|-1878|751.23|300|-1900|731.23|-200|oasis|2540.2332|739.2525|10.57904|south|7487|
nro|-1878|731.23|300|-1900|711.23|-200|oasis|2540.2332|719.2525|10.57912|south|7488|
nro|-1878|711.23|300|-1900|691.23|-200|oasis|2540.2332|699.2525|10.57951|south|7489|
nro|-1878|691.23|300|-1900|671.23|-200|oasis|2540.2332|679.2525|10.57923|south|7490|
nro|-1878|671.23|300|-1900|651.23|-200|oasis|2540.2332|659.25244|4.98902|south|7491|
nro|-1878|651.23|300|-1900|631.23|-200|oasis|2540.2332|639.25244|1.75052|south|7492|
nro|-1878|631.23|300|-1900|611.23|-200|oasis|2540.2332|619.25244|1.75057|south|7493|
nro|-1878|611.23|300|-1900|591.23|-200|oasis|2540.2332|599.25244|1.75008|south|7494|
nro|-1878|591.23|300|-1900|571.23|-200|oasis|2540.2332|579.25244|1.7501|south|7495|
nro|-1878|571.23|300|-1900|551.23|-200|oasis|2540.2332|559.25244|1.75025|south|7496|
nro|-1878|551.23|300|-1900|531.23|-200|oasis|2540.2332|539.25244|1.40759|south|7497|
nro|-1878|531.23|300|-1900|511.23|-200|oasis|2540.2332|519.25244|0.63241|south|7498|
nro|-1878|511.23|300|-1900|491.23|-200|oasis|2540.2332|499.25244|-0.14232|south|7499|
nro|-1878|491.23|300|-1900|471.23|-200|oasis|2540.2332|479.25244|-0.92191|south|7500|
nro|-1878|471.23|300|-1900|451.23|-200|oasis|2540.2332|459.25244|-0.58893|south|7501|
nro|-1878|451.23|300|-1900|431.23|-200|oasis|2540.2332|439.25244|-2.29928|south|7502|
nro|-1878|431.23|300|-1900|411.23|-200|oasis|2540.2332|419.25244|-6.5986|south|7503|
nro|-1878|411.23|300|-1900|391.23|-200|oasis|2540.2332|399.25244|-10.90024|south|7504|
nro|-1878|391.23|300|-1900|371.23|-200|oasis|2540.2332|379.25244|-15.20182|south|7505|
nro|-1878|371.23|300|-1900|351.23|-200|oasis|2540.2332|359.25244|-13.06711|south|7506|
nro|-1878|351.23|300|-1900|331.22998|-200|oasis|2540.2332|339.25244|-11.13053|south|7507|
nro|-1878|331.22998|300|-1900|311.22998|-200|oasis|2540.2332|319.25244|-9.83514|south|7508|
nro|-1878|311.22998|300|-1900|291.22998|-200|oasis|2540.2332|299.25244|-8.53993|south|7509|
nro|-1878|291.22998|300|-1900|271.22998|-200|oasis|2540.2332|279.25244|-7.24994|south|7510|
nro|-1878|271.22998|300|-1900|251.22998|-200|oasis|2540.2332|259.25244|-4.59545|south|7511|
nro|-1878|251.22998|300|-1900|231.22998|-200|oasis|2540.2332|239.25244|1.5997|south|7512|
nro|-1878|231.22998|300|-1900|211.22998|-200|oasis|2540.2332|219.25244|12.02381|south|7513|
nro|-1878|211.22998|300|-1900|191.22998|-200|oasis|2540.2332|199.25244|22.44822|south|7514|
nro|-1878|191.22998|300|-1900|171.22998|-200|oasis|2540.2332|179.25244|32.87466|south|7515|
nro|-1878|171.22998|300|-1900|151.22998|-200|oasis|2540.2332|159.25244|38.84565|south|7516|
nro|-1878|151.22998|300|-1900|131.22998|-200|oasis|2540.2332|139.25244|42.76987|south|7517|
nro|-1878|131.22998|300|-1900|111.22998|-200|oasis|2540.2332|119.25244|44.45147|south|7518|
nro|-1878|111.22998|300|-1900|91.22998|-200|oasis|2540.2332|99.25244|46.1335|south|7519|
nro|-1878|91.22998|300|-1900|71.22998|-200|oasis|2540.2332|79.25244|47.81544|south|7520|
nro|-1878|71.22998|300|-1900|51.22998|-200|oasis|2540.2332|59.25244|47.89585|south|7521|
nro|-1878|51.22998|300|-1900|31.22998|-200|oasis|2540.2332|39.25244|47.66609|south|7522|
nro|-1878|31.22998|300|-1900|11.22998|-200|oasis|2540.2332|19.25244|47.15372|south|7523|
nro|-1878|11.22998|300|-1900|-8.77002|-200|oasis|2540.2332|-0.74756|46.64139|south|7524|
nro|-1878|-8.77002|300|-1900|-28.77002|-200|oasis|2540.2332|-20.74756|46.12929|south|7525|
nro|-1878|-28.77002|300|-1900|-48.77002|-200|oasis|2540.2332|-40.74756|46.22247|south|7526|
nro|-1878|-48.77002|300|-1900|-68.77002|-200|oasis|2540.2332|-60.74756|45.82476|south|7527|
nro|-1878|-68.77002|300|-1900|-88.77002|-200|oasis|2540.2332|-80.74756|44.76881|south|7528|
nro|-1878|-88.77002|300|-1900|-108.77002|-200|oasis|2540.2332|-100.74756|43.71342|south|7529|
nro|-1878|-108.77002|300|-1900|-128.77002|-200|oasis|2540.2332|-120.74756|42.66007|south|7530|
nro|-1878|-128.77002|300|-1900|-148.77002|-200|oasis|2540.2332|-140.74756|43.35056|south|7531|
nro|-1878|-148.77002|300|-1900|-168.77002|-200|oasis|2540.2332|-160.74756|43.90035|south|7532|
nro|-1878|-168.77002|300|-1900|-188.77002|-200|oasis|2540.2332|-180.74756|44.17055|south|7533|
nro|-1878|-188.77002|300|-1900|-208.77002|-200|oasis|2540.2332|-200.74756|44.44102|south|7534|
nro|-1878|-208.77002|300|-1900|-228.77002|-200|oasis|2540.2332|-220.74756|44.71178|south|7535|
nro|-1878|-228.77002|300|-1900|-248.77002|-200|oasis|2540.2332|-240.74756|44.7248|south|7536|
nro|-1878|-248.77002|300|-1900|-268.77002|-200|oasis|2540.2332|-260.74756|44.55133|south|7537|
nro|-1878|-268.77002|300|-1900|-288.77002|-200|oasis|2540.2332|-280.74756|44.16475|south|7538|
nro|-1878|-288.77002|300|-1900|-308.77002|-200|oasis|2540.2332|-300.74756|43.7782|south|7539|
nro|-1878|-308.77002|300|-1900|-328.77002|-200|oasis|2540.2332|-320.74756|43.39081|south|7540|
nro|-1878|-328.77002|300|-1900|-348.77|-200|oasis|2540.2332|-340.74756|42.88404|south|7541|
nro|-1878|-348.77|300|-1900|-368.77|-200|oasis|2540.2332|-360.74756|42.47237|south|7542|
nro|-1878|-368.77|300|-1900|-388.77|-200|oasis|2540.2332|-380.74756|42.2048|south|7543|
nro|-1878|-388.77|300|-1900|-408.77|-200|oasis|2540.2332|-400.74756|41.93662|south|7544|
nro|-1878|-408.77|300|-1900|-428.77|-200|oasis|2540.2332|-420.74756|41.66465|south|7545|
nro|-1878|-428.77|300|-1900|-448.77|-200|oasis|2540.2332|-440.74756|39.04163|south|7546|
nro|-1878|-448.77|300|-1900|-468.77|-200|oasis|2540.2332|-460.74756|35.60482|south|7547|
nro|-1878|-468.77|300|-1900|-488.77|-200|oasis|2540.2332|-480.74756|31.31221|south|7548|
nro|-1878|-488.77|300|-1900|-508.77|-200|oasis|2540.2332|-500.74756|27.02028|south|7549|
nro|-1878|-508.77|300|-1900|-528.77|-200|oasis|2540.2332|-520.74756|22.7284|south|7550|
nro|-1878|-528.77|300|-1900|-548.77|-200|oasis|2540.2332|-540.74756|17.42119|south|7551|
nro|-1878|-548.77|300|-1900|-568.77|-200|oasis|2540.2332|-560.74756|13.01362|south|7552|
nro|-1878|-568.77|300|-1900|-588.77|-200|oasis|2540.2332|-580.74756|9.77533|south|7553|
nro|-1878|-588.77|300|-1900|-608.77|-200|oasis|2540.2332|-600.74756|6.53683|south|7554|
nro|-1878|-608.77|300|-1900|-628.77|-200|oasis|2540.2332|-620.74756|3.29497|south|7555|
nro|-1878|-628.77|300|-1900|-648.77|-200|oasis|2540.2332|-640.74756|2.01157|south|7556|
nro|-1878|-648.77|300|-1900|-668.77|-200|oasis|2540.2332|-660.74756|1.70866|south|7557|
nro|-1878|-668.77|300|-1900|-688.77|-200|oasis|2540.2332|-680.7475|2.49076|south|7558|
nro|-1878|-688.77|300|-1900|-708.77|-200|oasis|2540.2332|-700.7475|3.2738|south|7559|
nro|-1878|-708.77|300|-1900|-728.77|-200|oasis|2540.2332|-720.7475|4.05678|south|7560|
nro|-1878|-728.77|300|-1900|-748.77|-200|oasis|2540.2332|-740.7475|1.38331|south|7561|
nro|-1878|-748.77|300|-1900|-768.77|-200|oasis|2540.2332|-760.7475|-1.23965|south|7562|
nro|-1878|-768.77|300|-1900|-788.77|-200|oasis|2540.2332|-780.7475|-3.5872|south|7563|
nro|-1878|-788.77|300|-1900|-808.77|-200|oasis|2540.2332|-800.7475|-5.93435|south|7564|
nro|-1878|-808.77|300|-1900|-828.77|-200|oasis|2540.2332|-820.7475|-6.4061|south|7565|
nro|-1878|-828.77|300|-1900|-848.77|-200|oasis|2540.2332|-840.7475|-6.406|south|7566|
nro|-1878|-848.77|300|-1900|-1200.77|-200|oasis|2540.2332|-860.7475|-6.40611|south|7567|
nurga|-942.5955|225.44772|-80.63532|-1016.5065|91.07853|-126.03899|droga|-1389.2413|263.04446|-191.9374|north|7568|West
nurga|-748.47327|-809.30054|-145.09843|-823.2145|-941.3895|-183.63605|droga|-1311.6409|-919.15936|-79.96877|north|7569|East
nurga|-2243.4072|-1780.9082|19.08639|-2328.1187|-1935.4066|-9.12942|frontiermtns|-2698.6604|-539.5078|-499.93744|south|7570|
oasis|2590|1500.2524|300|2560|1229.2524|-200|nro|-1858|1241.23|30.0336|north|7571|
oasis|2590|1229.2524|300|2560|1209.2524|-200|nro|-1858|1221.23|31.20443|north|7572|
oasis|2590|1209.2524|300|2560|1189.2524|-200|nro|-1858|1201.23|31.85461|north|7573|
oasis|2590|1189.2524|300|2560|1169.2524|-200|nro|-1858|1181.23|32.24832|north|7574|
oasis|2590|1169.2524|300|2560|1149.2524|-200|nro|-1858|1161.23|32.6421|north|7575|
oasis|2590|1149.2524|300|2560|1129.2524|-200|nro|-1858|1141.23|33.03603|north|7576|
oasis|2590|1129.2524|300|2560|1109.2524|-200|nro|-1858|1121.23|33.42975|north|7577|
oasis|2590|1109.2524|300|2560|1089.2524|-200|nro|-1858|1101.23|33.55967|north|7578|
oasis|2590|1089.2524|300|2560|1069.2524|-200|nro|-1858|1081.23|33.55972|north|7579|
oasis|2590|1069.2524|300|2560|1049.2524|-200|nro|-1858|1061.23|33.5595|north|7580|
oasis|2590|1049.2524|300|2560|1029.2524|-200|nro|-1858|1041.23|33.42393|north|7581|
oasis|2590|1029.2524|300|2560|1009.2525|-200|nro|-1858|1021.23|33.03045|north|7582|
oasis|2590|1009.2525|300|2560|989.2525|-200|nro|-1858|1001.23|32.89672|north|7583|
oasis|2590|989.2525|300|2560|969.2525|-200|nro|-1858|981.23|32.89629|north|7584|
oasis|2590|969.2525|300|2560|949.2525|-200|nro|-1858|961.23|32.89574|north|7585|
oasis|2590|949.2525|300|2560|929.2525|-200|nro|-1858|941.23|31.94269|north|7586|
oasis|2590|929.2525|300|2560|909.2525|-200|nro|-1858|921.23|29.21492|north|7587|
oasis|2590|909.2525|300|2560|889.2525|-200|nro|-1858|901.23|28.31416|north|7588|
oasis|2590|889.2525|300|2560|869.2525|-200|nro|-1858|881.23|28.31416|north|7589|
oasis|2590|869.2525|300|2560|849.2525|-200|nro|-1858|861.23|28.3142|north|7590|
oasis|2590|849.2525|300|2560|829.2525|-200|nro|-1858|841.23|27.99755|north|7591|
oasis|2590|829.2525|300|2560|809.2525|-200|nro|-1858|821.23|27.09223|north|7592|
oasis|2590|809.2525|300|2560|789.2525|-200|nro|-1858|801.23|25.66678|north|7593|
oasis|2590|789.2525|300|2560|769.2525|-200|nro|-1858|781.23|23.98499|north|7594|
oasis|2590|769.2525|300|2560|749.2525|-200|nro|-1858|761.23|22.3064|north|7595|
oasis|2590|749.2525|300|2560|729.2525|-200|nro|-1858|741.23|21.21881|north|7596|
oasis|2590|729.2525|300|2560|709.2525|-200|nro|-1858|721.23|21.21721|north|7597|
oasis|2590|709.2525|300|2560|689.2525|-200|nro|-1858|701.23|17.29106|north|7598|
oasis|2590|689.2525|300|2560|669.25244|-200|nro|-1858|681.23|11.42959|north|7599|
oasis|2590|669.25244|300|2560|649.25244|-200|nro|-1858|661.23|5.5668|north|7600|
oasis|2590|649.25244|300|2560|629.25244|-200|nro|-1858|641.23|1.75014|north|7601|
oasis|2590|629.25244|300|2560|609.25244|-200|nro|-1858|621.23|1.75006|north|7602|
oasis|2590|609.25244|300|2560|589.25244|-200|nro|-1858|601.23|1.75031|north|7603|
oasis|2590|589.25244|300|2560|569.25244|-200|nro|-1858|581.23|1.74997|north|7604|
oasis|2590|569.25244|300|2560|549.25244|-200|nro|-1858|561.23|1.75013|north|7605|
oasis|2590|549.25244|300|2560|529.25244|-200|nro|-1858|541.23|1.47744|north|7606|
oasis|2590|529.25244|300|2560|509.25244|-200|nro|-1858|521.23|0.69648|north|7607|
oasis|2590|509.25244|300|2560|489.25244|-200|nro|-1858|501.23|0.7026|north|7608|
oasis|2590|489.25244|300|2560|469.25244|-200|nro|-1858|481.23|1.09627|north|7609|
oasis|2590|469.25244|300|2560|449.25244|-200|nro|-1858|461.23|1.48919|north|7610|
oasis|2590|449.25244|300|2560|429.25244|-200|nro|-1858|441.23|0.23907|north|7611|
oasis|2590|429.25244|300|2560|409.25244|-200|nro|-1858|421.23|-4.06528|north|7612|
oasis|2590|409.25244|300|2560|389.25244|-200|nro|-1858|401.23|-3.83426|north|7613|
oasis|2590|389.25244|300|2560|369.25244|-200|nro|-1858|381.23|-1.36788|north|7614|
oasis|2590|369.25244|300|2560|349.25244|-200|nro|-1858|361.23|1.09957|north|7615|
oasis|2590|349.25244|300|2560|329.25244|-200|nro|-1858|341.23|3.15853|north|7616|
oasis|2590|329.25244|300|2560|309.25244|-200|nro|-1858|321.22998|4.45013|north|7617|
oasis|2590|309.25244|300|2560|289.25244|-200|nro|-1858|301.22998|6.69831|north|7618|
oasis|2590|289.25244|300|2560|269.25244|-200|nro|-1858|281.22998|9.42686|north|7619|
oasis|2590|269.25244|300|2560|249.25244|-200|nro|-1858|261.22998|12.15801|north|7620|
oasis|2590|249.25244|300|2560|229.25244|-200|nro|-1858|241.22998|17.58254|north|7621|
oasis|2590|229.25244|300|2560|209.25244|-200|nro|-1858|221.22998|28.02096|north|7622|
oasis|2590|209.25244|300|2560|189.25244|-200|nro|-1858|201.22998|35.31427|north|7623|
oasis|2590|189.25244|300|2560|169.25244|-200|nro|-1858|181.22998|41.05766|north|7624|
oasis|2590|169.25244|300|2560|149.25244|-200|nro|-1858|161.22998|46.80151|north|7625|
oasis|2590|149.25244|300|2560|129.25244|-200|nro|-1858|141.22998|51.11905|north|7626|
oasis|2590|129.25244|300|2560|109.25244|-200|nro|-1858|121.22998|52.78826|north|7627|
oasis|2590|109.25244|300|2560|89.25244|-200|nro|-1858|101.22998|53.34788|north|7628|
oasis|2590|89.25244|300|2560|69.25244|-200|nro|-1858|81.22998|53.35208|north|7629|
oasis|2590|69.25244|300|2560|49.25244|-200|nro|-1858|61.22998|53.35519|north|7630|
oasis|2590|49.25244|300|2560|29.25244|-200|nro|-1858|41.22998|53.17675|north|7631|
oasis|2590|29.25244|300|2560|9.25244|-200|nro|-1858|21.22998|52.66579|north|7632|
oasis|2590|9.25244|300|2560|-10.74756|-200|nro|-1858|1.22998|52.57685|north|7633|
oasis|2590|-10.74756|300|2560|-30.74756|-200|nro|-1858|-18.77002|52.69546|north|7634|
oasis|2590|-30.74756|300|2560|-50.74756|-200|nro|-1858|-38.77002|52.81561|north|7635|
oasis|2590|-50.74756|300|2560|-70.74756|-200|nro|-1858|-58.77002|52.52603|north|7636|
oasis|2590|-70.74756|300|2560|-90.74756|-200|nro|-1858|-78.77002|51.46582|north|7637|
oasis|2590|-90.74756|300|2560|-110.74756|-200|nro|-1858|-98.77002|51.63955|north|7638|
oasis|2590|-110.74756|300|2560|-130.74756|-200|nro|-1858|-118.77002|52.42106|north|7639|
oasis|2590|-130.74756|300|2560|-150.74756|-200|nro|-1858|-138.77002|53.20244|north|7640|
oasis|2590|-150.74756|300|2560|-170.74756|-200|nro|-1858|-158.77002|53.81051|north|7641|
oasis|2590|-170.74756|300|2560|-190.74756|-200|nro|-1858|-178.77002|54.08121|north|7642|
oasis|2590|-190.74756|300|2560|-210.74756|-200|nro|-1858|-198.77002|54.1748|north|7643|
oasis|2590|-210.74756|300|2560|-230.74756|-200|nro|-1858|-218.77002|54.17781|north|7644|
oasis|2590|-230.74756|300|2560|-250.74756|-200|nro|-1858|-238.77002|54.18011|north|7645|
oasis|2590|-250.74756|300|2560|-270.74756|-200|nro|-1858|-258.77002|54.04218|north|7646|
oasis|2590|-270.74756|300|2560|-290.74756|-200|nro|-1858|-278.77002|53.64681|north|7647|
oasis|2590|-290.74756|300|2560|-310.74756|-200|nro|-1858|-298.77002|53.17107|north|7648|
oasis|2590|-310.74756|300|2560|-330.74756|-200|nro|-1858|-318.77002|52.6577|north|7649|
oasis|2590|-330.74756|300|2560|-350.74756|-200|nro|-1858|-338.77|52.14519|north|7650|
oasis|2590|-350.74756|300|2560|-370.74756|-200|nro|-1858|-358.77|51.71753|north|7651|
oasis|2590|-370.74756|300|2560|-390.74756|-200|nro|-1858|-378.77|51.44767|north|7652|
oasis|2590|-390.74756|300|2560|-410.74756|-200|nro|-1858|-398.77|49.52489|north|7653|
oasis|2590|-410.74756|300|2560|-430.74756|-200|nro|-1858|-418.77|46.79203|north|7654|
oasis|2590|-430.74756|300|2560|-450.74756|-200|nro|-1858|-438.77|44.06075|north|7655|
