id|wowid|starterwowid|enabled|always_gen|Name|override_quality|override_item_class_id|override_item_subclass_id|itemtype|foodtype|bait_potency|icon|price|override_buy_stack_price|bagtype|orig_bagtype|bagslots|stacksize|orig_stacksize|damage|delay|alt_damage|alt_delay|alt_dps|classes|slots|aagi|ac|acha|adex|aint|asta|astr|awis|hp|mana|resistmagic|resistdisease|resistpoison|resistcold|resistfire|nodrop|norent|bagsize|source_tradeskill|item_display_file|material|color|bagwr|banedmgamt|banedmgbody|banedmgrace|bardtype|bardvalue|book|casttime|casttime_|deity|elemdmgtype|elemdmgamt|factionamt1|factionamt2|factionamt3|factionamt4|factionmod1|factionmod2|factionmod3|factionmod4|booktextname|focuseffect|fvnodrop|itemclass|light|lore|magic|maxcharges|races|range|reclevel|recskill|reqlevel|sellrate|size|skillmodtype|skillmodvalue|tradeskills|weight|booktype|recastdelay|recasttype|stackable|clickeffect|clickeffect_wow|clickequipwowid|clickessencewowid|clicktype|clicklevel|clicklevel2|proceffect|procrate|proclevel|proclevel2|procenchant_spellIDWOW|procenchant_effectIDEQ|worneffect|worntype|wornlevel|wornlevel2|worn_wow_spellid|focustype|scrolleffect|scrolltype|source|clickunk7|procunk1|procunk7|wornunk7|focusunk7|scrollunk7|clickname|wornname|bardeffect|bardeffecttype|bardlevel2|bardlevel|bardunk1|bardunk7|gmflag|soulbound|wowid_head|wowid_neck|wowid_shoulder|wowid_back|wowid_wrists|wowid_hands|wowid_waist|wowid_legs|wowid_feet|wowid_finger|wowid_trinket|wowid_ranged|wowid_mainhand
13229|95161|-1|0|0|Steel Warrior Bracer|-1|-1|-1|10|0|0|637|1|-1|0|0|0|1|1|0|0|0|0|0|1|1536|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|-1|IT63|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|3|*Steel Warrior Bracer|1|0|1|0|0|0|0|1|1|0|0|0|10|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13230|95162|-1|1|0|Jaggedpine Crook|-1|-1|-1|3|0|0|601|100|-1|0|0|0|1|1|5|31|5|31|1.612903226|40|8192|0|0|0|0|0|0|1|0|5|0|0|0|0|0|5|-1|-1|0|-1|IT8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Jaggedpine Crook|1|0|1097|0|0|0|0|1|3|0|0|0|85|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13231|95163|-1|1|0|Bottom of Broken Staff|-1|-1|-1|11|0|0|601|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Bottom of Jaggedpine Crook|1|0|16383|0|0|0|0|1|3|0|0|0|85|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13232|95164|-1|1|0|Top of Broken Staff|-1|-1|-1|11|0|0|601|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Top of Jaggedpine Crook|1|0|16383|0|0|0|0|1|3|0|0|0|85|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13233|95165|-1|1|0|Barbarian Rib|-1|-1|-1|11|0|0|907|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Ivans Rib|0|0|16383|0|0|0|0|1|1|0|0|0|3|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13234|95166|-1|1|0|Hand of Shadow|-1|-1|-1|21|0|0|971|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Hand of Shadow|1|1|16383|0|0|0|0|1|1|0|0|0|20|0|0|0|3|346|96733|-1|-1|1|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13236|95167|-1|1|0|Wand of the Burning Dead|-1|-1|-1|11|0|0|809|3880|-1|0|0|0|1|1|0|0|0|0|0|3072|24576|0|0|0|0|0|5|0|0|0|5|5|0|0|0|10|1|1|0|-1|IT72|0|4280000000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||-1|0|0|15|Wand of the Burning Dead|1|2|16383|0|0|0|0|10.5|1|-1|0|0|8|0|0|0|3|322|96685|113725|114725|1|0|0|-1|0|0|0|0|0|-1|0|0|0|0|0|-1|0|13THFLOOR|0|0|-1|-1|-1|-1|||-1|0|0|0|0|-1|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13237|95168|-1|1|0|Blackened Wand|-1|-1|-1|11|0|0|809|650|-1|0|0|0|1|1|0|0|0|0|0|15360|24576|0|0|0|0|0|1|0|0|0|0|5|0|0|0|0|-1|-1|0|-1|IT46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Marneks Wand|1|0|16383|0|0|0|0|1|1|0|0|0|5|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|120453
13238|95169|-1|1|0|Blackened Sapphire|-1|-1|-1|11|0|0|963|1525|-1|0|0|0|1|1|0|0|0|0|0|15410|24576|0|0|0|0|0|3|0|0|0|5|0|0|0|0|0|-1|-1|0|-1|IT72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|13|Sapphire of Souls|1|0|16383|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|120454
13239|95170|-1|1|0|A Werebat Wing|-1|-1|-1|11|0|0|791|1|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*A Werebat Wing|1|0|16383|0|0|0|0|5|1|0|0|0|0|0|0|0|0|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13240|95171|-1|1|0|Deputy Tagil's Payment|-1|-1|-1|11|0|0|645|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Deputy Tagil's Payment|0|0|16383|0|0|0|0|1|1|0|0|0|2|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13241|95172|-1|1|0|Full Bottle of Elixir|-1|-1|-1|11|0|0|788|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Full Bottle of Elixir|0|0|16383|0|0|0|0|1|1|0|0|0|2|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13242|95173|-1|1|0|One Quarter of Elixir|-1|-1|-1|11|0|0|788|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*One Quarter of Elixir|0|0|16383|0|0|0|0|1|1|0|0|0|2|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13243|95174|-1|1|0|One Half of Elixir|-1|-1|-1|11|0|0|788|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*One Half of Elixir|0|0|16383|0|0|0|0|1|1|0|0|0|2|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13244|95175|-1|1|0|One Quarter of Elixir|-1|-1|-1|11|0|0|788|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*One Quarter of Elixir|0|0|16383|0|0|0|0|1|1|0|0|0|2|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13245|95176|-1|1|0|Empty Bottle of Elixir|-1|-1|-1|11|0|0|788|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Empty Bottle of Elixir|0|0|16383|0|0|0|0|1|1|0|0|0|2|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13246|95177|-1|1|0|Box of Remains|-1|-1|-1|11|0|0|609|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Box of Ivans Remains|0|0|16383|0|0|0|0|1|1|0|0|0|50|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13247|95178|-1|1|0|Barbarian Skull|-1|-1|-1|11|0|0|1070|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Ivans Skull|0|0|16383|0|0|0|0|1|1|0|0|0|3|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13248|95179|-1|1|0|Barbarian Jaw|-1|-1|-1|11|0|0|906|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Ivans Jaw|0|0|16383|0|0|0|0|1|1|0|0|0|3|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13249|95180|-1|1|0|Barbarian Femur|-1|-1|-1|11|0|0|905|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Ivans Femur|0|0|16383|0|0|0|0|1|1|0|0|0|3|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13250|95181|-1|1|0|Fire Beetle Leg|-1|-1|-1|11|0|0|1089|13|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Fire Beetle Leg|0|0|16383|0|0|0|0|1|1|0|0|0|1|0|0|0|0|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13251|95182|-1|1|0|Giant Fire Beetle Eye|-1|-1|-1|11|0|0|859|300|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|2|Giant Fire Beetle Eye|0|0|16383|0|0|0|0|3|1|0|0|1|1|0|0|0|0|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13252|95183|-1|1|0|Giant Fire Beetle Leg|-1|-1|-1|11|0|0|1089|150|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Giant Fire Beetle Leg|0|0|16383|0|0|0|0|1|1|0|0|0|1|0|0|0|0|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13253|95184|-1|1|0|Spiderling Eye|-1|-1|-1|17|0|0|885|10|-1|0|0|0|20|20|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Spiderling Eye|0|1|16383|0|0|0|0|1|1|0|0|0|1|0|0|0|1|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13254|95185|-1|1|0|Spiderling Legs|-1|-1|-1|17|0|0|1089|8|-1|0|0|0|20|20|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Spiderling Legs|0|1|16383|0|0|0|0|1|1|0|0|0|1|0|0|0|1|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13255|95186|-1|1|0|Giant Scarab Eye|-1|-1|-1|11|0|0|886|200|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Giant Scarab Eye|0|0|16383|0|0|0|0|1|1|0|0|1|1|0|0|0|0|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13256|95187|-1|1|0|Giant Scarab Legs|-1|-1|-1|11|0|0|1089|160|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Giant Scarab Legs|0|0|16383|0|0|0|0|1|2|0|0|0|5|0|0|0|0|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13257|95188|-1|1|0|Giant Wasp Eye|-1|-1|-1|11|0|0|886|200|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Giant Wasp Eye|0|0|16383|0|0|0|0|1|1|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13258|95189|-1|1|0|Giant Wasp Legs|-1|-1|-1|11|0|0|1089|160|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Giant Wasp Legs|0|0|16383|0|0|0|0|1|2|0|0|0|5|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13259|95190|-1|1|0|Giant Wasp Wing|-1|-1|-1|11|0|0|908|160|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Giant Wasp Wing|0|0|16383|0|0|0|0|1|1|0|0|1|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13260|95191|-1|1|0|Giant Wasp Venom Sac|-1|-1|-1|11|0|0|820|400|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Giant Wasp Venom Sac|0|0|16383|0|0|0|0|3|1|0|0|1|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13261|95192|-1|1|0|Giant Wasp Stinger|-1|-1|-1|11|0|0|1123|300|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Giant Wasp Stinger|0|0|16383|0|0|0|0|1|1|0|0|1|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13262|95193|-1|1|0|Giant Scarab Egg Sack|-1|-1|-1|11|0|0|1136|200|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Giant Scarab Egg Sack|0|0|16383|0|0|0|0|1|1|0|0|0|3|0|0|0|0|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13264|95194|-1|1|0|Rat Tooth|-1|-1|-1|11|0|0|800|8|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Rat Tooth|0|0|16383|0|0|0|0|1|1|0|0|0|1|0|0|0|0|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13265|95195|-1|1|0|Giant Rat Tooth|-1|-1|-1|11|0|0|800|90|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Giant Rat Tooth|0|0|16383|0|0|0|0|1|1|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13266|95196|-1|1|0|Orc Eye|-1|-1|-1|11|0|0|859|70|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Orc Eye|0|0|16383|0|0|0|0|1|1|0|0|0|1|0|0|0|0|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13268|95197|-1|1|0|Complete Bug Collection|-1|-1|-1|11|0|0|609|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Complete Bug Collection|0|0|16383|0|0|0|0|1|2|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13270|95198|-1|1|0|Infected Rat Livers|-1|-1|-1|11|0|0|820|20|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Infected Rat Livers|0|0|16383|0|0|0|0|1|0|0|0|1|2|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
13271|95199|-1|1|0|Air Tight Box|-1|-1|-1|11|0|0|1144|0|-1|0|0|0|1|1|0|0|0|0|0|32767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*AirTightBox(Product)|0|0|16383|0|0|0|0|1|2|0|0|0|60|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
