id|emoteid|event|type|text
2345|1307|9|0|Tone deaf fool, you have no ear for rhythm, and deserve this death.
2346|1307|3|0|The dance is over, for now.
2347|1308|1|0|Feel the rage of our master!
2348|1308|3|0|This is no victory for you!  Your hate grows with every kill!
2349|1308|9|0|One less foe to trouble our lord and master!
2350|1295|9|0|Don't you just hate when that happens?
2351|1296|9|0|If you are lucky, you will stay dead.  If you are not lucky, you will become as we are!
2352|1309|1|0|Hssst.  Foolish mortal!  You can not kill the dead!
2353|1309|9|0|Die!
2354|1310|1|0|I shall defeat you with my superior skill and style!
2355|1310|3|0|My form was weak, your style was excellent.  I hate you!
2356|1310|9|0|You are weak!
2357|1297|9|0|Die!
2358|1298|9|1|shivers in anticipation of its next meal.
2359|1311|1|0|You are almost beneath notice, but our master commands your death.
2360|1311|3|1|blinks in confusion, obviously surprised that she has met her end at the hands of mere mortals.
2361|1311|9|1|snorts in contempt, not at all surprised at the ease of her victory.
2362|1299|9|0|Another soul one step closer to our master's touch!
2363|1294|9|0|Embrace our lord before your soul departs, and perhaps he shall grant you the boon of eternal life in his service!
2364|1312|3|0|What?!?  I should have easily evaded that blow!
2365|1313|1|0|You are no match for the Dragoons
2366|1313|3|0|There is no finer death than to fall in battle against the foes of my creator.
2367|1314|3|0|If only I had my pet . . . . .
2368|1315|3|0|Nooooooo!
2369|1315|9|0|Innoruuk will enjoy the taste of your soul
2370|1316|3|0|One day I shall lure you to your doom, but not this day, it seems.
2371|1316|9|0|You knew this was coming, didn't you?
2372|1317|3|2|This is no victory,  mortals!  We shall meet again, and I WILL exact my revenge.
2373|1317|9|2|I feel your rage as your body fights for life.  You feed me well! My children, your father protects you, praise to him!
2374|1318|3|1|shudders violently. The horrid, blood-curdling sound of breaking bones and searing flesh as if upon a scaulding stove generously; suddenly fill the air. The Deathrot Knight's body seems to tear itself asunder within the violent convulsing of its dying, astral form. A final bellowing screech escapes the thing's unnaturally agape, dislocated jaw as it falls to the ground as a heap of torn flesh and muscle, impaled by its own spine and ribs.
2375|1312|9|0|You should have stayed in bed this day.
2376|1319|1|0|eeeeheeeheee!
2377|1319|9|0|Ha ha!
2378|1319|3|0|blearg!
2379|1320|1|1|chants twisted words of hatred.  'You have encroached upon what is mine.  Never will you touch this shield.  You will die here.'
2380|1321|1|1|narrows his eyes and gives a cruel, sinister smirk of delight as he gives a stunning display of grace in readying his blades, 'How marvelous to find one who invites death so openly. Come, let us dance and allow me the pleasure of delivering you unto the hands of the fate you so desire.
2381|1321|3|1|staggers for a moment, his blades dropping from his shaking hands. His eyes wide upon his beautiful, marred face, Fittorin gasps one last breath before crumbling to the ground in a lifeless heap.
2382|1322|1|1|covers a pouch as to something from jumping out. 'You not get lizard! You be squashed!'
2383|1323|3|0|Froooooaa...my neckla...froooaa...
2384|1324|1|0|Grripp... Must not interfere with my mission! Ribbit.
2385|1325|1|0|Sss... Pray to your false deity! Greenmist is upon you!
2386|1326|3|0|You shall now be a wanted man... The Union of Vie shall punish you.
2387|1327|7|0|I'm going to start my patrol. I'll report back by morning.
2388|1328|3|1|yips and falls to the ground. A tattered note appears to be tucked into his armor.
2389|1328|1|1|begins to howl and yip. 'Grrr.. Mad..ness!! Red, sweet red.'
2390|1329|1|1|performs an acrobatic tumble and unsheathes his foil without pause. 'Short, stout and deadly am I. Stand and deliver!'
2391|1330|7|0|Young one, you cannot fathom how long it has been since I breathed air and felt flesh on my bones. I told you I would show you a weapon that would make you the most powerful of your kind. I said nothing of giving it to you. Feast your eyes on Innoruuk's Curse, mortal! Thank you for your service.
2392|1331|1|2|How amusing. You foolish mortals actually think to challenge me? Very well, then, I shall enjoy searing the flesh from your bones!
2393|1331|9|0|Slightly crispy but still tasty, who shall be next?
2394|1332|1|0|Very cute, mortal.  Please, please, don't kill me.  Hah!  Tell me, are you immune to poison?  I certainly hope so.  I am.
2395|1332|3|0|The cannot be!  How did one such as you slay me?  I curse you, your children, and your children's children.  All here will pay!
2396|1332|9|0|Ahah!  What did I tell you, mortal?  As your life slips away, you may hear me laugh at you.  Ha ha, ha ha, ha ha.  There, now you have learned your lesson.  A pity it is far too late.
2397|1333|1|2|Why must you mortals always hunt down my people like dogs!  Let your deaths be a lesson to those who are wiser than to defy the will of Veeshan!
2398|1333|9|0|Another lost soul has found its way home.  I pray you live your next life a bit more wisely.
2399|1334|3|1|is torn in a time lapse.
2400|1335|7|0|I've gotta stop Gragbar before he turns in that report!
2402|1337|3|1|growls at you meanly, then slumps to the floor dead.
2403|1338|1|1|growls and attacks you!
2404|1338|3|1|yelps out in pain and falls to the ground.
2405|1339|1|0|Desist! Who do you think you are hitting with that! There will be consequences to your actions! Hey! Stop that! Ow!
2406|1339|2|1|looks annoyed and indignant for a moment, then falls to the ground dead.
2407|1340|1|1|swings at you with incredible speed!
2408|1340|3|1|curses you as it falls dead.
2409|1341|1|0|I will wash the Overking's feet in your blood!
2410|1341|3|1|collapses to the ground.
2411|1342|1|1|rattles as it strikes out at you!
2412|1342|3|1|crumbles to the ground.
2413|1343|1|1|growls and attacks!
2414|1343|3|0|Guards, save me!
2415|1344|1|1|sniffs the air and then leaps at you!
2416|1344|3|1|limps a moment and then falls dead.
2417|1345|1|1|begins to chant as it attacks!
2418|1345|3|1|shrieks in pain and falls to the ground!
2419|1346|1|1|murmurs in a strange language as it initiates its attack
2420|1346|3|1|begins to shake as the mana burns within its body.
2421|1347|1|1|attacks in a cloud of dust and grime!
2422|1347|3|0|I have been vanquished once again!
2423|1348|1|1|hands ignite with power as it begins to attack!
2424|1349|1|0|You dare enter our home? Your suffering will be eternal!
2425|1349|3|0|Re-animate me for the coming battle!
2426|1350|1|1|begins to glow strangely and attacks!
2427|1350|3|1|roars as it falls apart!
2428|1351|1|1|growls and attacks you!
2429|1351|3|1|limps a moment and then falls dead.
2430|1352|1|1|growls at you and begins its attack!
2431|1352|3|1|roars as it falls apart!
2432|1353|1|0|Your demise is my purpose!
2433|1353|3|1|seems to fade as it hits the ground.
2434|1354|3|1|stammers as it tries to cast one last spell.
2435|1355|1|0|Korucrust's lies will be exposed! You cannot deceive Prince Selrach!
2436|1355|2|0|This is treason! I have done nothing wrong!
2437|1350|9|1|pounds its fists together and looks for another victim.
2438|1354|1|1|'s hands begin to crackle with energy!
2439|1356|1|1|cackles and lunges for you!
2440|1356|3|1|shrieks as bones fly everywhere!
2441|1357|1|1|growls exposing decaying fangs!
2442|1357|3|1|curls into a pile as it hits the ground.
2443|1358|1|0|You will join us in the mines!
2444|1358|3|1|falls to the ground in a rain of bones.
2445|1359|1|1|smiles as its eyes begin to burn brightly
2446|1359|3|1|screams in pain and falls to the ground!
2447|1360|1|1|howls savagely as it attacks!
2448|1360|3|1|drops to the ground and begins to twitch.
2449|1348|3|0|I have miscalculated your skill? my mistake is my undoing.
2450|1361|1|0|Our pain will soon be yours!
2451|1361|3|0|At last... my suffering will end!
2452|1362|1|0|You are about to witness your destruction. Pay attention!
2453|1362|3|0|Forgive me! I have failed in my purpose!
2454|1363|1|0|Away with you, lesser being! We shall not be demeaned by your presence!
2455|1364|1|0|Unnnnnnnn..
2456|1365|1|0|Muahahaha!  Company for Irslak eh?  Well, come, let us play...
2457|1366|1|0|Scratch and claw, bite and maul... Your brains and bones we'll spill and gnaw!
2458|1367|1|0|Muahahaha!  Company for Irslak eh?  Well, come, let us play...
2459|1368|2|2|Grraaaagghhhh!! Not..Possible!
2460|1369|2|1|'s corpse lets out one last, frustrated breath and gasps, 'Trunt!  Prepare yourself!'
2461|1370|1|0|When was the last time you had your heart handed to you by a woman?
2462|1370|9|0|Blast it!  Quit wiggling and just DIE!  I swear, I'm going to take up needlepoint if Hanns doesn't find me more challenging work.
2463|1370|3|0|<gasp> Tell Hanns I tried, and will love him always.  Tell Father I will save a seat in Hell for him!
2464|288|9|0|Hardly a worthy adversary. A member of the Indigo Brotherhood deserves a much better opponent.
2465|1371|7|2|Never Fear! Sergeant Daelione is here!
2466|1372|8|1|vanishes into a mist, his sigh of relief the only thing left behind.
2467|1373|3|0|Every man's time comes.
2468|1374|1|0|I will slay all in the name of Overking Bethezid! He shall deliver power to me.
2469|1374|3|0|All Iksar residents... shall learn... of my demise. Ungghh!
2470|1375|7|1|throws the relics, shattering them against the cold stone floor. The charge of mana begins to pervade the air. You can hear the cackle of several Iksar echoing through the tunnels of Charasis.
2471|1375|8|1|'s insane cackling turns to unholy wailing as his remains are ripped apart and joined with the swirling mass of bone and spirit that swirls over the platform.
2472|1376|8|1|vibrates chaotically. Two shapes begin to separate themselves from the maelstrom of energy until two whole skeletons are clearly visible. 
2473|1377|7|1|cries out in agony
2474|1377|8|1|'s form is torn apart by the dark magics of Venril Sathir
2475|1378|8|1|'s maniacal cackle fills the halls. 'And so it ends child! Your torment will continue for all eternity!
2476|1379|1|1|laughs at your pathetic form. 'The Gods can not hold me, how can you hope to!'
2477|1378|1|1|laughs as he turns Riles attack aside 
2478|1380|1|0|You may get the Rod of Xolion, but the Crusaders of Greenmist will bury you in this pit!
2479|1381|1|0|Time to say goodbye!
2480|1382|1|0|Once with tail now with claw!!  I am the greatest brawler of all!!
2481|1383|1|2|I shall end this treachery now!  First you, you insignificant, worthless $race, then that ill-spawned Stanos, and finally Joren.
2482|1383|3|2|You think you have won, do you?  INNORUUK, MY LORD AND MASTER, I INVOKE YOUR WRATH UPON THIS WRETCHED FOREST! Hahahahahahahahahahahahaha!
2483|1383|9|2|Another cur dies!  With fodder like this, we shall have no problem conquering all these pale fools.
2484|1384|3|0|You may have slain me, but your conscience will slay you in the end, and it will be a hundreds times more painful.
2485|1385|7|2|I shall have my revenge!!
2486|1386|1|0|Take this ya lily livered landlubber!
2487|1387|1|0|Death to the trespasser!
2488|1388|1|0|How dare ye attack a hurt woman!
2489|1389|1|0|How dare ye attack a hurt man!
2490|1390|2|0|My comrades will avenge my death.
2491|1391|3|0|My comrades will avenge my death.
2492|1392|3|0|Defeated by the likes of you!? Avenge me, brothers!
2493|1393|3|0|Arggg! I have failed you, my Dain, may Brell keep the door sealed so my duty can be completed even in death!
2494|347|3|0|Defeated by the likes of you!? Avenge me, brothers!
2495|1394|7|0|FOOL! You've ruined everything!
2496|1394|1|0|You'll pay with your life for meddling in the affairs of others!
2498|1395|8|2|Leave none of the stumpymen alive! Slain the snow with their blood!
2499|1395|1|0|Crush, maim, kill, and defy! For dinner tonight, your brains we shall fry!
2500|1396|1|0|Your blood in the snow will leave a deep stain! A reminder to all not to cross the Coldain!
2501|1397|1|0|You are the weak that we shall cull! We'll rip off your head and polish your skull!
2502|1395|7|2|For the glory of the Ry`Gorr, charge!!
2503|1398|1|0|GUARDS, ASSIST ME!
2504|1399|1|0|You'll regret your interference, outlander. This doesn't concern you!
2505|1400|1|1|quakes with anger as it moves to attack.
2506|1400|3|1|rumbles and shakes as it goes through its last death spasms.
2507|1401|7|2|Who dares defile my temple?! Come forth and face me!
2508|1402|1|2|Your kind will not defile the temple of Rallos Zek!
2509|1403|3|2|Doldigun, you have caused us too much trouble.  You are no longer welcome here!  Show yourself!
2510|1404|8|1|calls for help and scurries off.
2511|1405|7|1|growls as he stares at the enormous monster.  As it slashes and claws its way through coldain flesh he bolts, his feet set in the direction of Thurgadin in search of assistance.
2512|1406|7|0|Looks like there be trouble comin' ol' friend.  Ifn things get outta hand I'm wantin' ya ta get back and warn the lads in Thurgadin.  Yeah, I know yer the guard captain but I used ta be a guard meself.  My duty is here, yours is Thurgadin.  There ain't no arguin' on this one , Korf.
2513|1407|1|0|The flora cries out for your nutrients to be returned to the soil.
2515|378|3|2|I have failed you my lady...
2516|382|3|2|The forests will never fail...
2517|372|3|2|Tunare, forgive me...
2518|1408|1|2|NONE SHALL PASS!
2519|1408|9|2|To approach The Sleeper is death.
2520|1408|3|2|Warders, prepare, this one has failed its task!
2521|1409|1|2|One must attend to a distraction.
2522|1409|3|2|Beware creations of this one!  Powerful beings threaten to rouse The Sleeper!  This one has ceased to function.
2523|1410|1|2|You will not pass this point.
2524|1410|9|0|As it is willed, none shall pass.
2525|1410|3|2|Progenitor, one has fallen, a replacement is needed.
2526|1411|1|2|IDIOTS!  FOOLS!  CRETINS!  THERE ARE NO ADJECTIVES TO DESCRIBE HOW UTTERLY STUPID YOU ARE FOR COMING HERE!
2527|1411|9|0|Ten thousand years of rest here, it feels good to crunch bones and rend flesh again.  I'm almost glad you came, if the stakes were not so high.
2528|1411|3|2|Veeshan, forgive me, I have failed you and all our kind!
2529|1412|1|2|Further proof that all other races are inferior.  Only fools would risk waking The Sleeper.  But now you shall be dead fools.
2530|1412|9|0|There is no chance of winning, and if you do win, you lose.  I merely hasten the fate you set for yourself when you entered this place.
2531|1412|3|0|Woe unto you, pitiful ones, you are about to release something that you cannot comprehend or withstand.  The world itself is in peril now.
2532|1413|1|2|I knew letting mindless constructs guard the upper tomb was a mistake!  No matter, I shall deal with you myself.
2533|1413|3|0|NO!  The Sleeper stirs!  Beware, you will unleash DOOM!
2534|1413|9|0|I must finish you all off quickly and resume my concentration.
2535|1414|1|2|Foolish mortal, we guard The Sleeper for your sake as well as ours.  He must not be allowed to leave this place!
2536|1414|3|2|Warders, I have fallen.  Prepare yourselves, these fools are determined to unleash doom!
2537|1414|9|0|I take no pleasure in this killing, but it must be done.
2538|1415|1|0|Grrawwnk! Dis be Bulthar place! Me crush yoo now!
2539|1416|1|3|Spirits of the dead possess the waterlogged sea chest to defend their mortal treasures
2540|1417|3|2|Arghhhh!  Though you have felled me your plans shall not succeed!  Rallos will destroy you all for invading our lands!
2541|1418|1|0|Ooooh, you don't know what Froggy's gonna do to you!
2542|1418|9|0|FOCUS FOCUS FOCUS!
2543|1419|3|0|Aaarrghh! My precious ring!
2544|137|9|0|A messy death, but a death nonetheless.
2545|1420|1|0|Halt! I protect this land with my life. You shall not obtain any Velium Ore while I stand guard!
2546|1421|3|0|I would think that you would have more sense than to waste your time attempting to kill that which does not exist, mortal. No matter, the dragons will be your undoing without my assistance...' The Dragon Sage's robes fall to the ground as his form fades.
2547|1422|3|0|You will pay, and pay dearly, for this. The Claws will exterminate you.
2548|1423|3|1|is not as dead as you think.
2549|1423|1|1|pulsates, polyps questing for prey.
2550|1424|3|0|Ah, you think you have won this battle, do you? I am long dead, nothing you can do will further harm me. And since I am no longer of this world, I have nothing material for you to plunder.
2551|1425|1|0|Go back to whence you came, nothing but death lies within.  If the guardians of this tomb do not kill you, The Sleeper surely will.
2552|1425|3|2|Progenitor, one has fallen, a replacement is needed.
2553|1425|9|0|One has performed well.  The Sleeper must not wake.
2554|1426|3|0|One has performed poorly.  Heed these words, do not attempt to awaken The Sleeper!
2555|1427|1|0|Chomp Chomp.  Take this treat.  Good to eat.  Chomp Chomp.
2556|1428|4|0|Guard duty stinks.
2557|1429|1|0|Mine!!!
2558|1409|9|0|One has dealt with an irritant.
2559|1430|4|0|I wish Kelld would move! He is sitting in my favorite spot.
2560|1431|4|0|I can't wait to see chuckles!
2561|1432|4|0|Will you PLEASE SHUT YER YAP!? I am trying to watch the show here.
2562|1433|4|0|Say, if you get me four pieces of silk swatches I can make you a magical helm. Oh wait never mind. I forgot how.
2563|1434|4|0|No, usually just rain. Although it did hail once back a few years ago, I had a tuna fish sandwich that night. It was delicious. I like my tuna fish served slightly chilled. My friend likes tuna fish as well. My friend is nice. Hey aren't you listening to me? Oh just go away and leave me alone Im trying to watch the show here.
2564|1435|4|0|I'm gonna have the best seat in the house!
2565|140|9|0|Ack! I must be careful not to step on that body, it tastes much better when it is still crunchy, not pulped!
2566|360|9|0|I hate wasting food, but when the food comes looking for a fight, what can you do?
2567|1402|9|0|Only the strong will survive.
2568|162|9|0|Waniki so vi no takarika Vaniki.  Who shall fall next to Vaniki?
2569|1436|1|2|Those who raise arms against me will suffer my wrath!
2570|1436|9|0|I will bring more glory to the city of Kael Drakkel!
2571|1437|4|0|Chita ve ni ne, ni ne Neb!
2572|369|3|2|I may fall but the others will find you...
2573|1438|1|1|smells flesh.
2574|1439|8|2|Muahahah! You have failed to bring me down outlanders! Your best efforts have fallen short. Rest well, little ones. One day soon I shall return to complete the carnage I have begun here. Until that day I curse you all in the name of Rallos Zek with the nightmares of your impending doom!
2575|1439|1|0|You'll regret your interference, puny outlander!
2576|1439|3|0|Rallos! Please accept my soul... I pray that you may find me worthy.
2577|1440|1|0|Ok boys, let 'em have it!
2578|1373|1|2|I will kill you and your lickspittle friends for this!
2579|1373|9|2|You know, I really hate all this killing, but I am just so GOOD at it!
2580|1381|3|0|My comrades will avenge my death.
2581|1441|1|2|Engaging enemies at my location, outlander...
2582|1442|9|0|You taste like you fight...horrible!
2583|1443|1|0|you dare attack house X'Lottl?! Defend me you worthless, sniveling, wastes of food and space!
2584|1444|7|1|gates in from no where to aid his master Eichvul.
2585|1445|1|0|A fool you are indeed to test your fighting skills to mine! You shall now die by my blade!
2586|1446|1|0|Over my dead body is just an expression, I didn't want to have to hurt you but you brought it on yourself.
2587|1446|3|1|dies as he lived, with a scowl on his tiny face.
2588|1447|1|0|Cromil shall cut you in two.
2589|1448|1|0|Click... Inferior being. Red 5 shall exterminate.
2590|1448|3|0|This unit is disabled. Red 5 fragment forfeited.
2591|474|9|0|When will these fools ever learn. The Haven Defenders are not to be trifled with.
2592|1449|3|0|HA!  FOOLS!   Your gift of rage has been most appreciated.  My evil shall live forever, thanks to you.  Bertoxxulous shall be pleased. ...argh... Hhhsssss...
2593|1450|1|1|shudders and shakes, obviously agitated. Or hungry.
2594|1450|3|1|roars in frustration.
2595|1451|1|1|streaks across the ground, deadly intent clear.
2596|1451|3|1|writhes and shudders, then is still, its many legs finally at rest.
2598|440|1|0|Time to die $name!
2599|1452|1|0|Time to die $name!
2602|1452|3|0|My comrades will avenge my death.
2603|277|1|1|'s hay begins to rustle loudly.
2608|282|1|0|Time to die $name!
2609|1453|7|0|Well thank heavens you're finally home, perhaps I should think twice before sending you out alone next time, little one.  Thank you so much for bringing her back, my friend.  Looks like she managed to talk you into carrying the buttons for her as well.
2610|1454|1|0|If you hold still, this will only hurt for a moment.
2611|1454|3|0|In life I served the Master. May my soul now do the same in death.
2612|1455|1|0|Let me show you what happens to those who harass our flocks!
2613|1455|3|0|The Chieftain will hear of this!  Our tribe will swarm over you like angry ants.
2614|1456|1|1|snaps its powerful beak.
2615|1456|2|3|Bits of fur and feathers litter the area as the owlbear comes crashing down.
2616|1457|1|1|assails you with a deafening shriek!
2617|1457|3|1|twitches as life fades from its round yellow eyes.
2618|1457|1|1|snaps its powerful beak.
2619|1457|3|3|The owlbear's eyes seem to dim as its lumbering frame ceases moving.
2620|1457|1|1|catches sight of an enemy and ruffles its feathers in anger.
2621|1457|3|3|Bits of fur and feathers litter the area as the owlbear comes crashing down.
2622|1458|1|1|lunges forward, saliva dripping from its fanged jaw.
2623|1458|3|3|The slender frame of the sonic wolf goes limp as it tips over.
2624|1458|1|1|sniffs at the ground, picking up the scent of a threat.
2625|1458|3|1|collapses, its fur matted with blood.
2626|1458|1|1|growls as it senses the presence of an outsider.
2627|1458|3|1|defiantly tries to make one final swipe at you with its claws.
2628|1458|1|3|The sonic wolf's ears perk up at the sound of nearby prey.
2629|1458|3|1|whines pitifully as an attack cuts his life short.
2632|1455|3|1|crumples under the ferocity of your assault.
2633|1455|3|1|yelps, 'I have been wounded!'
2634|1455|1|0|Don't worry, this will be quick.
2635|1455|1|0|Don't run. Make this easier on both of us.
2636|1455|3|1|staggers for a moment and then collapses.
2637|1455|1|1|wipes a bit of drool from the side of its mouth. 'You smell... delicious.
2638|1459|1|1|charges at you without a moment of hestitation.
2639|1459|3|1|rolls lifelessly onto the ground.
2640|1460|4|0|Hello $name and welcome to Dawnshroud.
2641|1461|4|0|Hello there $name. Be sure to speak to Kanthek if you're in need of any armor.
2643|1462|4|0|Welcome $name! We're here watching some goods for Ryann. I guess you could say we're his personal bodyguards.' Serena smiles.
2644|1463|4|0|What are you doing here? Get outta my tent! It's my tent!!
2645|1464|4|0|I got the great job of being flag boy. I'm so happy. Can't you tell by the look on my face.' Lendal Robles grins.
2646|1465|4|0|Would you mind backing away from me please. I can smell the ale on your breathe. It's not very pleasant.
2647|1466|4|0|Careful of those dawnhoppers. I heard they spit a venom that can cause blindness.
2648|1467|4|0|Whadda you want? Can't you see I'm trying to keep warm and drink my mug of Valtron's Pale Ale? Leave me be.
2649|1468|4|0|Leave me be. I'm trying to get some rest.
2650|1469|4|0|If you wish to stay here by all means go ahead. Most of the animals who roam in this area are afraid of fire. They tend to stay away from it, but the courageous ones do tend to get close. And they're always venturing into the [ponds].
2651|1470|4|0|Can I help you? Can't you see that I'm busy right now.
2652|1471|4|0|Don't mind the gnome. He's been acting a little strange lately.
2653|1472|1|1|springs from a nearby bush...hungry for blood.
2654|1473|1|1|beneath you begins to sprout shrooms.
2655|1474|4|0|Hail and well met my friend. if yer a magician I have some spells for ye.
2657|1475|4|0|Welcome to Midnight Ceramics! They clay native to these lands is excellent for crafting a wide variety of ceramics. You'll have a bit of trouble if you're planning on sun baking your creations however!! giggle..giggle.
2658|1476|7|1|steps out of the shadows as though appearing out of thin air.
2659|1477|1|0|For the good of the empire you shall be punished for you crimes!
2660|1478|7|2|Behind the Nectar of Unity man!! Surround them!!
2661|1478|1|0|You would be best served to yield, I warn you.
2662|1479|7|1|crouches to the ground cowering. 'Enough, you have proven your might. I will talk! Just cease your assault!  'What knowledge do I have that the Validus Custodus is so eager to obtain? If you spare me I assure you I will answer truthfully.'
2663|1480|1|1|wails eerily as it stumbles towards you!
2664|1480|3|0|Destroy my corpse or my misery will never end!
2665|1481|1|1|yearns to taste your living flesh!
2666|1481|3|1|claws at the ground for a few moments and then falls still.
2667|1482|1|1|shrieks and runs towards you!
2668|1482|3|0|Master, please let me rest this time!
2669|1483|1|1|looks fresh from the grave... and hungry!
2670|1483|3|1|doesn't appear to be moving any longer.
2671|1484|1|0|You have trespassed where you are not welcome! Prepare to face your punishment!
2672|1485|1|0|As much as I cherish life I am afraid you leave me no choice but to spill your blood.
2673|1486|7|0|Who is the most fearless [vampyre slayer] of your fellowship?
2674|1487|1|1|appears as if it is attempting to roar a battlecry as it charges, but no sound is heard other than the rattling of its bones.
2675|1487|3|1|falls to the ground in a clattering of bones.
2676|1488|1|0|These mines are property of the grimling empire! You have trespassed and now you die!
2677|1488|3|1|slumps to the ground in a puddle of dark blood
2678|1489|1|0|Another fool come to steal our acrylia eh?! The elements shall aid me to bringing forth your demise!
2679|1489|3|1|collapses in a lifeless heap as blood trickles from its mouth and nose.
2680|1490|7|1|appears to be subdued
2681|1477|3|0|The Validus Custodus will ensure that justice is served! Uuunnngh!
2682|1491|1|0|In the name of the Validus Custodus I proclaim you an enemy of Katta Castellum! Prepare to meet your fate!
2683|1491|3|0|My battles are over, but there are others who will continue the war!
2684|1492|1|1|locks its faceted eyes on you. Perhaps it is looking for the best place to start feeding?
2685|1492|3|1|is still, ichor oozing from the cracks in its carapace.
2686|1493|3|1|slumps to the ground as a sudden confused look overtakes him.  He touches his bloody wounds as if trying to comprehend what has occurred then lays motionless as death overcomes him.
2687|1493|1|0|You foolish mortals shall pay for interfering with powers you cannot comprehend!
2689|1495|1|0|Grrrr... <Barkk!> No get... stout!
2690|1496|1|0|AARRGHHH! Into the fray come the Wolves of the North. Cut you down, I will!
2691|1497|1|1|looks amused at your attack, 'heh, you just bought some trouble, kid'
2692|1497|3|1|grunts loudly as the killing blow lands.
2693|1498|3|1|crumples, its chitin shattered.
2694|1498|1|1|clacks its mandibles together as it lunges for you!
2695|1499|1|0|Aaaieeee! Beasties die, yub!
2696|1500|4|0|Ho ho! You come to hunt beasties? I bet so, many o' you kinda people come to hunt beasties.  I call beasties fer ya, yub yub.  Werk hard, work cheap too yub.  You wanna hunt beasties, you bring blargrot here yub! More blargrot, me work harder yub.
2697|1501|7|2|We shall complete our missions! My mission is to stop you from getting to Azibelle and your mission is to die! For Bertoxxulous!
2698|1502|1|0|Arreewwww!  Join me in death, weak fleshling!
2699|1503|1|0|Enough play! Now you die! You will regret disturbing my ritual!
2700|1504|7|0|Hey! What are you doing in there?!
2701|1505|1|1|seeks your flesh.
2702|1505|3|1|is still, but there are always more to take its place.
2703|1506|1|0|I now serve the master of the grimling horde. You too shall be reborn!
2704|1506|0|0|The trespassers have been slain. Glory to the master!
2705|1507|0|0|The trespassers have been slain. Glory to the master!
2706|1508|1|0|INFIDELS!
2707|1508|3|0|This is not what I had planned for the day, let me tell you.
2708|546|1|0|Time to die, $name.
2709|546|1|0|I really hate $class like you!
2710|546|1|0|$class like you always bring the worst in me!
2711|1509|1|0|For the honor of Seru!
2712|1509|3|0|A short life for a short man, eh?
2713|1510|1|0|Heretic! Thou shalt feel my magic scorn!
2715|1510|3|0|My comrades will avenge my death.
2716|1511|1|0|You think Castrorum sounds funny, do you?
2717|1511|3|0|At least it was quick.
2718|1512|1|0|You! Me! Now!
2719|1512|3|0|I hope you are happy!
2720|1513|1|0|There ought to be a law against inbreeding...
2721|1513|3|0|I think I am dead!
2722|1514|1|0|For Matpa! For the Heart! For Seru!
2723|1514|3|0|I hurl feces in your direction!
2724|1515|1|0|You must have been fed a big bowl of stupidity this morning.
2725|1515|3|0|I really hate this...
2726|1516|1|0|Good grief!
2727|1516|3|0|Frick!
2728|1517|1|0|I hope you have no children, for they are soon to be orphans.
2729|1517|3|1|scowls.
2730|1518|1|0|Grab steel boys, we have trouble here!
2731|1518|3|0|Damn that hurt!
2732|1519|1|0|Fools should not be allowed to breed.
2733|1519|3|0|my comrades will avenge my death
2734|1520|1|0|FOR SERU! FOR THE COMBINE!
2735|1520|3|0|Damn you are good.
2736|1521|1|0|SERU!
2737|1521|3|0|Vantorus shall have you flensed for this.
2738|603|3|0|Quickly, I must know! Are there wenches and wines in the afterlife?
2739|1522|1|0|You may or may not live to regret this. But regret this you shall!
2740|1522|3|0|Argh! I do not like leaving debts on my ledger. Who shall make you pay for this? Unacceptable, I tell you, unaccept...erk!
2741|609|9|0|It does not take a genius to predict that this would happen! HA!
2742|622|3|0|It was a glorious battle, and the only way I would wish to depart. For that I thank you.
2743|622|9|0|You fought well, indeed. Perhaps this will teach you something you can use in your next life.
2744|1523|1|0|You made a big mistake $name.
2745|1523|3|1|looks very surprised.
2746|1524|1|0|So much for taking off early.
2747|1524|3|0|Damn...
2748|610|6|0|Stupid, and weak. A bad combination.
2749|614|1|0|Defend yourself, for your end is at hand.
2750|1525|1|0|I am going to make you look like a pincushion!
2751|1525|3|0|Damn, it always worked with apples...
2752|1526|1|0|Let me school you in the errors of your ways $name!
2753|1526|3|0|Perhaps I should call you the teacher.
2754|1527|1|0|Foolish mortal! I can feast upon your blood and make your suffering last an eternity!
2755|1527|3|1|screams inhumanly as he falls and bursts into a cloud of ashes blacker than the darkest night.
2756|1528|3|1|dissolves into the shadows
2757|1529|1|0|Where is my trusty bodyguard?
2758|1530|3|1|becomes completely still for a moment and then shatters into a thousand tiny black pebbles, pelting everyone with sharp stones.
2759|1530|1|1|rumbles up from the ground and stumbles toward you menacingly.
2760|1530|9|1|continues to pummel away at the corpse, apparently unaware that it's enemy is dead.
2761|1531|7|0|Hahahaha. You cannot defeat that which is not of this realm of existence! I shall slay your feeble meat shells for your audacity of summoning me here!
2762|1531|3|0|I shall have my revenge! I swear it!
2763|1532|1|0|The master will be pleased, your corpse is sure to serve us well!
2764|1533|1|0|Master, I'll have another soul for you to feast upon in a moment...
2765|1534|1|0|Death is just the beginning, I'll make your bones obey my every command!
2766|1535|3|1|slumps to its knee, coughing green blood all over your armor. It then falls forward, dead at your feet.
2767|1536|3|0|Fools!  Your victory will be short lived, Akelha'Ra will be reborn despite your interferance!
2768|1537|9|0|Ura Anir Temar Tekar!' He then strikes through the chest of the corpse rending the soul from the flesh, and animating it into an undead servant
