zone_shortname|creature_name|hail_text
neriaka|Sal_Drana|Greetings. I am pleased to report that I am fully stocked. Please have a look at the goods I have for sale.
neriaka|Smaka|You want stuff? Or mebby you looks for a cure?
neriaka|Soulbinder_Nola_Z`Ret|Greetings $N. When a hero of our world is slain their soul returns to the place it was last bound and the body is reincarnated. As a member of the Order of Eternity it is my duty to bind your soul to this location if that is your wish.
neriaka|The_Gobbler|Meat!! You need meat. Me gots meat!! High elf meat, dwarf meat, human meat, HEHE meat, froggy legs. Me got a lot.
neriaka|Uglan|Me Uglan. Mighty ogre. Member of Crakneks. We crush for dark elves. Do you like dark elves or they be mean to you?
neriaka|X`Ta_Tempi|We three are the Sisters Dark - Necromancy is our Art - Bonded dead, they serve our will - No beat of heart, yet faithful still.
neriaka|X`Ta_Timpi|We three are the Sisters Dark - Necromancy is our Art - Bonded dead, they serve our will - No beat of heart, yet faithful still.
neriaka|X`Ta_Tompi|We three are the Sisters Dark - Necromancy is our Art - Bonded dead, they serve our will - No beat of heart, yet faithful still.
neriakb|Dragoon_V`Retta|Join us in celebrating my promotion to the rank of Dragoon! I shall still respect all of you scum.
neriakb|Dunred_M`Trik|Greetings. I am pleased to report that I am fully stocked. Please have a look at the goods I have for sale.
neriakb|Felok_N`Tan|Welcome to my shop, $N. I am Felok N'Tan, master smith of steel and adamantite plate armors. I am also the creator of the dragoon shields favored by members of the Indigo Brotherhood.
neriakb|Issva_H`Rugla|If you're looking for chit chat you can bugger off. I'm here to sell supplies not company.
neriakb|Jarrex_N`Ryt|What have we here? A new weakling that wishes to reap some sort of self-value and renown through service to the Indigo Brotherhood perhaps? Well speak up whelp!! Have you come to destroy the enemies of Neriak or are you a coward better suited to mop the filth from the back rooms of the Maidens Fancy.
neriakb|Lynsalai_T`Nyal|Greetings. $N. The Neriak signal is a newspaper that reports all the events important to the Teir`Dal. which frankly. is the only news that is truly important.
neriakb|Marenkor_To`Biath|Come in! Come in! Enjoy the sights of the Blind Fish Tavern! We serve the finest alcohol in Neriak!
neriakb|Morgalanth_Tal`Raeloen|Who dares to address me while I am clearly busy reviewing my daily research. I sure hope this is important $N, I do not have time to waste on just any initate of House Spurned. Not a single day goes by that I do not come face to face with cannon fodder that is not even worthy of a headstone in our burial grounds. If you wish to prove yourself then I might be in a generous mood.
neriakb|Narex_T`Vem|Welcome to the Cauldron of Hate. If you are a young warrior, you have come to the right place. There are many duties to be performed. If you are a veteran of the blade, we welcome your return to service. Perhaps you return with a Leatherfoot skullcap?
neriakb|Rysva_To`Biath|Hello. Let me know if I can get you a drink.
neriakb|Seloxia_Punox|Seloxia Punox 's eyes flare with fury as her beautiful features twist into a snarl of hatred that echoes her hissing voice, 'How dare you address me in such a fashion?! I am the leader of the Indigo Brotherhood!! You are lucky I do not strike you down where you stand! You shall address me as 'Mistress.' Many warriors have died so that I might gain this title.'
neriakb|Sivy_G`Noir|Do you wish to view my wares or have you simply come to gawk in awe?
neriakb|Trizam_N`Tan|And who do you think you are? To step into the Cauldron of Hate one should have the black soul of a warrior. For one to speak with Trizam he should have good reason. Perhaps you return with tales of deathfist agendas. If so, then you're a year too late.
neriakb|Volkoon_D`Dbth|Greetings. I am pleased to report that I am fully stocked. Please have a look at the goods I have for sale.
neriakb|Vorshar_the_Despised|Vorshar the Despised turns toward you with an icy glare. ''Hail Findim , I am Vorshar the Despised. I trust that you have important business with me? Why else would you disturb one such as I when it is so obvious that I am a being of great power. I was selected by Innoruuk himself to reside in the Realm of Heroes. I have sacrificed many a mortal in the eyes of hate and do not be so quick to assume that I would not be delighted to perform such a rite again.'' Vorshar the Despised curls his lip in a twisted, sinister smirk.
neriakb|Yegek_B`Larin|Welcome. A brother of the Indigo you must be. Why else would one dare to roam the corridors of the Cauldron of Hate? You were most likely sent to speak with Yegek. If so. speak up and tell Yegek who sent you.
neriakc|Belyea_K`Jartan|Welcome to the Maiden's Fancy. We aim to please. You just be careful how you handle the ladies or I will have Ratraz remove you and your hands.
neriakc|Draan_N`Ryt|I am Draan N'Ryt, provider of the purest adamantite ore and master smith of adamantite chainmail!
neriakc|Eolorn_J`Axx|It is good to see new blood in our halls. I am the leader of this house. If you are looking for guidance, seek out the masters within. I rarely appoint tasks to new recruits, unless I need to retrieve the foreign take.
neriakc|Hekzin_G`Zule|How's it going, scrub? Correct me if I'm wrong, but you appear to be a rogue. If you're a new rogue, it's my job to test your skill. If you are not, then by speaking with me, I see you show interest in joining this house of rogues.
neriakc|High_Priestess_Alexandria|Greetings child, what business do you have here? I'm sorry but I will only deal with Clerics that are willing to prove their loyalty to Innoruuk. I cannot deal with every single heathen that feels it is necessary to bid me a good day. If you are a Cleric of Innoruuk I might be able to aid you in your training.
neriakc|Ithvol_K`Jasn|Hail, $N! I sense the gift of hatred in your aura. What status do you hold within these Spires?
neriakc|Krystiana_N`Ryt|Hail $N.' With a concerned look, Krystiana motions you to come closer. 'It is my husband, Draan - he has recently been suffering terrible nightmares.
neriakc|Lokar_To`Biath|I am the Scribe of Innoruuk. If you do not have business with me, begone!
neriakc|Loveal_S`Nez|What is this I see before me? A would-be hero of the Dead? You reek of false bravado. I have seen others much stronger than you meet their fate at the end of a blade. I see no reason to continue our conversation. How can one such as you assist with my delegated duties?
neriakc|Mare_X`Lottl|Hello there, sweetie!! How about letting me dance for you? Two gold and I will do a little dance for you.
neriakc|Medron_Y`Lask|Welcome to the Furrier Royale. Here you will find the finest skins from a variety of Norraths lesser creatures.
neriakc|Mizr_N`Mar|Have you come to buy a scroll from me?
neriakc|Nallar_Q`Tentu|Lower your voice, $R. These tomes hold many secrets as well as curses. Say the wrong word loudly enough and you may end up a frog, dead, or worse. Heed my warning for I will not repeat it.
neriakc|Noxhil_V`Sek|Greetings, $N! We of the Dead are proud to have you among us. Your lineage is well known. Still, you must learn to claw your way to the upper echelon. There are many menial tasks to be performed before you can truly be inducted as a member.
neriakc|Pazin_Punox|Welcome to the Hall of the Ebon Mask. You had best be a rogue or you have no business here. We have nothing to say to outsiders.
neriakc|Perrir_Zexus|Salutations, $N! Your devotion to our Lord Innoruuk is evident in your actions and on your soul. As a member of the Spires of Innoruuk, you are required to obtain and wear the symbol of your station among the clergy. I can award you the hematite symbol of Innoruuk worn by the initiates of the Spires.
neriakc|Ratraz|Spend your money or get out! This ain't no pansy social club!
neriakc|Sazan_K`Jartan|Sazan K`Jartan glances at you from the corner of his eye. 'You'd better speak more swiftly than my blades or you won't walk out of here $N.
neriakc|Selzar_L`Crit|What have we here? Another hopeful member of the House of the Ebon Mask? You've got much to learn before you will be of much use to our House or the secret operations that support both the thrones of our King and Queen. First you need to outfit yourself in a suit of armor, $N.
neriakc|Talorial_D`Estalian|On what grounds do you think you are welcome to address me like that vermin? I am afraid you will have to prove yourself to me before I can treat you with any respect. Do you feel that you are worthy to stand before me?
neriakc|Tani_N`Mar|Greetings! You must be a stranger or new to the Hall. If you are a stranger. be warned that these halls are intended for the Ebon Mask only. If you are found to be a member of another house. you just may feel the sting of a blade in your back.
neriakc|Ulazia_W`Selo|Welcome to the Spires of Innoruuk. May your destiny be paved with the Words of Innoruuk. What is it you seek? Healing? Curing of disease? Curing of poison? That is my divine duty. So commands Master Zexus.
neriakc|Ulraz_S`Lon|So you are the next pathetic maggot I have the displeasure of training to be a useful Shadowknight of the Lodge of the Dead. First you must get yourself outfitted in a suit of armor. those rags you wear can not even contain the stench of your miserable hide and will do no good protecting it from the edge of an enemy's blade.
neriakc|Xantis_Ixtax|Greetings, disciple $N. Feel free to inspect my wares. I am here to serve all necromancers of the Dead. I can also enchant a ring of the Dead if you have one.
neriakc|Xon_Quexill|Welcome to the Lodge of the Dead. May you serve our Queen with the bleeding of others.
northkarana|Brother_Nallin|May the Prime Healer watch over your body as you pass through these dangerous lands. I am Brother Nallin of the Temple of Life. I was dispatched to aid the guards and residents of the plains. I can assist you if you have need of me to cure poison or cure disease.
northkarana|Bunu_Stoutheart|Hail, $N! I am Bunu Stoutheart of the Fangbreakers. I am a loyal shaman who serves the will of the Tribunal.
northkarana|Capt_Linarius|Hail, traveler! You are free to rest within this keep or within any of my towers along the roads to Qeynos. My guards shall keep watch over you. While you tread upon the roads, be warned that there are local dangers as well as rumors of corrupt guards.
northkarana|Cordelia_Minster|Greetings! I am Cordelia, a traveling piper. I am afraid I cannot play a tune for you, however, as my flute is gone.
northkarana|Cory_Bumbleye|Hey, $N! I am Cory Bumbleye, expert lycanthrope tracker. You had better be careful out here. There are werewolves in these hills. Heck, if it weren't for us Fangbreakers, this whole area would be overrun with the flea-bitten beasts.
northkarana|Ezmirella|Welcome. I am Ezmirella.
northkarana|Fixxin_Followig|Hail, $N! Fixxin is my moniker. Nice ta see ya. I am a member of the Fangbreakers and we are hunting werewolves. We run into lots of other creepies out here as well.
northkarana|Guard_Shilster|Hey, hey! I have some Blackburrow Stout for sale. Just hand over five gold and I'll give you a bottle of it. Don't get caught though because it is considered contraband. Antonius don't like it being smuggled and all that but what does he know, anyway?
northkarana|Innkeep_James|Welcome to my shop $N. You'll be happy to hear that I'm fully stocked. It's nice that things are back to normal now that the plague is over.
northkarana|Mrysila|I am Mrysila, custodian of the Concordance of Research.
northkarana|Nul_Aleswiller|Hail, $N! What brings you out this way? I am the leader of the Fangbreakers. We are employed by the people of the Plains of Karana to keep their homeland free of lycanthropes. We are on the trail of several particularly nasty werewolves.
northkarana|Romella|Greetings, traveler, and welcome to our camp. Here we can provide you with weapons and arms should you find need of them in the plains. We are a magical people and as such our camp site is a refuge where even your soul can be bound.
northkarana|Watchman_Dexlin|It is about time I met up with someone who I can tolerate. Most of the residents within these plains shun gnomes. I will happy to leave if I could just find those pesky skeletons.
northkarana|Xanuusus|Greetings, small one! I am Xanuusus of the Stormreapers. You are welcome to rest beneath my mighty branches.
northkarana|withered_treant|Yes. My bark is blackened and cracked by sickness. If only I were the only one to be afflicted this way. Throughout the lands this is happening. Agents of some dark god are twisting the lands and their creatures.
nurga|a_sleeping_ogre|a sleeping ogre snorts a bit and continues sleeping.
oasis|Synthan|I am Mrysila, custodian of the Concordance of Research.
oasis|Taldrik_Stumpystout|Move along dere yer blocking me view lad. I await me friend that has gone off to fetch me some water. It sure is hot out here.
oggok|Ambassador_K`Ryn|Get your wretched hide away from me! Who knows what vile stench you have been rolling around in?! Do not speak with me unless you have some glimmer of intelligence!
oggok|Bonlarg|Shadowknight master me be!! $N prove to me that $N be worthy to be one with Greenblood and me give $N black shadow tunic. You want black shadow tunic?
oggok|Bozlum_Blossom|Bozlum Blossom heaves a great sigh.
oggok|Bubbgrib|Yooz small, and yooz look weak. Mez tink dat yooz need new armor.' Bubbgrib peers at you with a blood-red eye from within his heavy helm. 'Yooz REALLY need new armor!
oggok|Chef_Dooga|Welcome you. You look all skin 'n bones. Eat you must do. Chef Dooga can fix up goodies for you. Try HEHE meat.
oggok|Clurg|Hello, friend. Have a drink. I have some unique drinks. Try one. And remember. You get rowdy, the Bouncers crush you.
oggok|Crunga|Hullo. Buy sum of my stuff.
oggok|Emissary_Glib|Gloop.. Are you the one? Who sent you?
oggok|Erung|Huh? Oh hi $N. Youse want to buy sumthin?
oggok|Grapok|Hi $N. Did Bordag send you?
oggok|Grevak|Need new members we do not. Powerful enough are we with Grevak. Still. peons needed. Are you a new peon or are you an outsider? Speak up!! Fool!! No time Grevak has!!
oggok|Guntrik|Mmmph!! Who you? Oh. you $N. You supposed to be promising Craknek. Me need you. There bad things in swamp. You want help Crakneks or you want Guntrik bash your face!!?
oggok|Horgus|What!!? You Craknek or you pest?
oggok|Kizrak_the_Tyrant|Yes? What do you want?! I have one purpose here, to speak with potential heroes that the gods send to me, not to give pointless chit chat to some base, frail mortal who I could destroy in less time than it would take for me to unsheath my weapon.
oggok|Kogna|You be tinking you be real tuff Craknek?
oggok|Lork|You $N. We hear of you. We need help. You help Crakneks or you help self?
oggok|Marda|Welcome to intelligence, young $N! Did you think all ogres were inept? Ha!! I hope you show the glimmer. We shamans need more within our ranks. Our race needs to evolve!! So, are you one of the smart ogres or have I spoken too many syllables?
oggok|Soonog|You Greenblood?
oggok|Soulbinder_Trurg|Greetings $N. When a hero of our world is slain their soul returns to the place it was last bound and the body is reincarnated. As a member of the Order of Eternity it is my duty to bind your soul to this location if that is your wish.
oggok|Varrok_Neckchopper|Me got da toughest weapons in da lands! Yoo come ta buy weapon or ta learn from Varrok bout war mace an war hammer?
oggok|Zarg_Knightbane|Yoo wan ta buy some armor? Or you wan me ta teach ya how ta make da war plate or bouncer shield?
oggok|Zulort|Um, you. Hi.. You Shaman of War now, right? You gotta learns war and war spells. We fights all and makes the Warlord likes us. You gonna help or me gonna feed you fat stoopid boddie to doggies.
oot|Antinime|Hail, adventurer! I see you have found your way to our island. I also used to wander the lands until I ran into Styria. After a long duel, I proved myself worthy to become one with the Sisterhood of Erollisi.
oot|Denken_Strongpick|Hello, $N. I am Denken Strongpick. I wish I could get off this rock, silly clan honor. My boss broke our rebreathers and we can not go back to the mainland before wegather some goblin relics.
oot|Doran_Vargnus|Greetings, $N! We do not get too many visitors to the island. I have a few pieces of armor for sale, fashioned for the small, of course.
oot|Euboea_Delewyn|Welcome to the island of the Sisterhood of Erollisi.
oot|Fendlemend_Figlefop|Fendlemend Figlefop sighs and looks up at you. 'What a horrible expedition! No goblin relics, not even some goblin dishes! My rebreather is broken and the only thing we found was not even from the goblinempires!'
oot|Nerbilik|What you want?!! Face so ugly you scare fish away!! ..sniff, sniff. Smell so bad, too!! Me sure is hungry. Wish had grub locker.
oot|Nyuae_the_Cruel|Nyuae the Cruel glances at you indifferently and then flashes a warm smile with sinister undertones. 'So, a base insect deigns to address me. Since you're lacking the proper etiquette, it would be fitting to repay your impudence with pain. But... you've caught me in one of my kinder moods so I'm going to let you live. Begone, before my mood changes.
oot|Oracle_of_K`Arnon|Greetings, $N, I am the Oracle of K'Aron. Do you quest for knowledge yourself, or do you offer that which I seek.
oot|Sentry_Xyrin|Shhhh!! Keep quiet! Can you not tell this island is inhabited by undead? I wish to take the fight to them, but I am weak from the boat disaster.
oot|Sister_of_Erollisi|Welcome to the island of the Sisterhood of Erollisi.
oot|Styria_Fearnon|Welcome to my island. I always welcome visitors, but I would prefer that your stay not last too long. My warriors are sometimes tempted by others. That is why they all wear purity belts. I should warn you, also, to be on the lookout for the Pirates of Gunthak.
oot|Tegea_Prendyn|Welcome to the isle of the Sisterhood of Erollisi. Please feel free to rest a while from your long boat ride. We sell provisions as well as some exotic drinks. You may also visit with our faithful dwarven smiths. Enjoy your visit.
oot|a_lesser_spirit|Did you take this person's life, shaman?
overthere|Alchemist_Granika|If you were sent to me, show proof or be gone from my sight!
overthere|Astral_Projection|Astral Projection ignores you.
overthere|Brinaa_Darkpact|Hello, $N. It's nice to see more able bodies around this part of the outland. We came here in search of the magical powers that are supposed to exist in the ruins and dungeons of this area. We need you to bring back evidence of this power in the form of scrolls. I can't offer much coin in payment, but I do have some rare scrolls I already brought back that may interest you, if you wish to help in the search.
overthere|Bukuku_Wolffeetz|Har har har! Yu funy lukking. Oooo.. do u hav doze smarty writin's?
overthere|Captain_Rottgrime|Captain Rottgrime has numerous cracks and holes in his skull from many battles. 'Attention, marine!! You will go into battle and fear nothing! You shall prevail over one enemy and then you shall be sent back into battle! We shall not allow those sarnak to overtake the Danak shipyards! Is that clear marine?!!'
overthere|Dom_K`Perl|Welcome to my little refuge of the mind. Here you may find passage to the grand worlds within a fine book. I have few books for sale, but any good book is rare in the realm of Norrath. On occasion, I even have rare finds. Be sure to use good lighting when reading. Strain the brain, not the eye, I always say.
overthere|Drixiv_Arcut|Drixiv Arcut sighs heavily and after a long while says, 'Leave us, $R. Leave us to our eternal damnation.
overthere|Dyth_X`Teria|Speak!! I am dispatched from Neriak to this land by order of the king. I shall research new spells and aid the adventuring wizards. My knowledge of wizardry is offered to all in hopes of gaining information about Kunark.
overthere|Galdon_Vok_Nir|Please do not harm me. I am not the one who brought the outsiders to our land. I am innocent and deserve to return to my people.
overthere|Kurron_Ni|Out of my way, stranger! I am on a delicate mission; interfere with my search and I shall relieve you of your head! Bother me no more.
overthere|Modani_Qu`Loni|The hidden self inside a myriad of magic is one that walks quite softly. Yes, that is what you must seek.
overthere|Siladdarae_N`Riese|Hello, $N. This place is quite a formidable outpost, but it lacks the comforts of home. Once I have finished collecting some of my missing scrolls, I'll be able to leave this place and all its hidden dangers.
overthere|Slicia_J`Singe|Why is it that you have come to this place? If you are coming here to search for magical scrolls, just get back on that so-called ship you came here on and forget everything you thought you heard.
overthere|Soulbinder_Kardin|Greetings $N. When a hero of our world is slain their soul returns to the place it was last bound and the body is reincarnated. As a member of the Order of Eternity it is my duty to bind your soul to this location if that is your wish.
overthere|Tin_Banker_I|Insert Metal Key *whirrrr*.
overthere|Utandar_Rizndown|It is good to see our numbers growing on this land. Welcome! May your travels be as prosperous as mine have. There are many new powers to be gained from this land.
overthere|Vaean_the_Night|Ahh, welcome! More souls to succumb to the inhabitants of the Outlands! My army of undead will grow stronger by the day, but it would be a pity if you perished before doing a mortal bidding for me.
overthere|Xlixinar_Arcut|Xlixinar Arcut sighs heavily and after a long while says, 'Leave us, $R. Leave us to our eternal damnation.
overthere|an_undead_foreman|an undead foreman turns to face you. You can see a faint green glow emanating from his vacant eye sockets. 'Are you a new worker? Huh? Speak or go!!'
paineel|Antus_Shelbra|Greetings, $N. You have come to me searching for tasks and tasks I have. Would you judge yourself an experienced heretic or one who has much to learn?
paineel|Atdehim_Sqonci|Ah, greetings. I hope you are a student of the way of fear. Within this temple there are many who can teach you to harness your gifts. I am an instructor in the rituals of fear.
paineel|Azzar_Habbib|I'm not in any mood for conversation. My favorite hat was torn right from my head by a gigantic bat the other night and I am quite upset.
paineel|Brettas_Norval|Hail. $N! I thought I heard the clink of coins and now. here you stand! Please feel free to browse through my stock.
paineel|Coriante_Verisue|Greetings, young one! There are many tasks to be performed aside from your studies to truly harness the powers passed down to us by our ancestor Miragul. The most basic of these tasks is the gathering of bat wings and snake fangs from the yard outside our city. I will reward you for every two bat wings and two snake fangs you bring to me.
paineel|Dannis_Faleet|Welcome to the Fortune's Fancy. $N! I carry only the finest jewels and jewelry in all the land. All of the charges and accusations made against me are obviously false. as you can see by my beautiful wares.
paineel|Danus_Kelmun|Yes. yes. Scrolls I have. scrolls you need. Make up your mind quickly. I don't have all day to stand here talking to you.
paineel|Davorre_Bloodthorn|Greetings. Perhaps within that husk you call a body there is some worth? Are you experienced in your craft, young one, or are you a neonate?
paineel|Dilche_Orlezcha|Ah. hello young adventurer! A mind is a powerful tool indeed but it never hurts to have a strong weapon by your side to cleave through the skulls of your enemies. Feel free to look at my selection of weapons.
paineel|Dovan_Sires|Hrm? Yes. yes? Buy something. or leave me alone!
paineel|Dzan_Amo|Welcome to the Tabernacle of Terror. Perhaps you can control your fear long enough to be of service to us.
paineel|Elia_Athrex|Hello. Do you need something or did you merely wish to grace me with your oh-so-delightfully perfumed breath?
paineel|Ernax_the_Scholar|Hello. Please leave me be. I am studying several interesting essays on mana storage devices.
paineel|Evus_Doracmal|Good day. $N! Have you visited Taria already? Taria does indeed make some of the finest statuettes in all the land. I fear. though. that she has lost her faith. She used to make idols depicting our Lord of Fear. Now she dabbles in the creation of other idols!
paineel|Faratain|Salutations $N. If you are here to make use of the forges then feel free to pursue your crafts within this chamber. If you are a new Fell Blade in need of a suit of armor and weapon then I will assist you in crafting armaments fitting of a young Shadow Knight.
paineel|Geomar_Hapera|Oh. hello there. and welcome to my humble store. We have everything you might need here. for just about anywhere you'd want to go. Matter of fact. a party supplied themselves for a trip into Old Paineel just moments ago!
paineel|Gerot_Kastane|$N! My hero! I am at your service. I have been told to tell you all I know of the Head of the Valiant. Its construction is a mockery to the gods of Light, an abomination above all others. The method of creation of the Head of the Valiant was passed down through my family for centuries. All I require of you is the physical head of a valiant warrior. I have the rest of the materials right here to fashion this item for you.
paineel|Gorng_Alusnein|Hello. Be careful what you say to Iva. She has been rather touchy lately. She seems as if she is waiting for something to happen. What. I know not.
paineel|Guard_Heridion|Uggg. You needz keyz? Rrrrrrr.
paineel|Guard_Korlack|Uggg. You needz keyz? Rrrrrrr.
paineel|Guard_Lecknar|Uggg. You needz keyz? Rrrrrrr.
paineel|Guard_Menbuknar|Uggg. You needz keyz? Rrrrrrr.
paineel|Henly_Nictropus|The Dark Truth reports the news without all the usual propaganda and lies spewed by the mouthpieces of other Kingdoms and principalities. Buy a copy today for just a few silver and find out the real truth behind current events.
paineel|Iva_Tersala|Hello. $N. I have some of the finest baked goods in Paineel. It's the best home cooking you have had. ever. That be my word.
paineel|Keeshla_Levlora|Hail and well met. $N. I am Keeshla Levlora. a resident necromancer of this beautiful city. If you are a practitioner of the dark arts under our lord Cazic-Thule. know that you are welcome here.
paineel|Keletha_Nightweaver|Hello, $N. Interested in the art of research? I have several tomes which may aid you in such a pursuit.
paineel|Kilevra_Natasu|Have you spoken with Danus? If not. I suggest you do. so that I will not waste my breath further.
paineel|Leovre_Kieqmarn|Good day. $N. Feel free to look through my inventory of spells. but if you touch anything without first buying it I. will have your skin pulled from your flesh. Slowly.
paineel|Librarian_Kesler|Hello. researcher! There are many things to be found here. Our selection grows daily. Would you care for any books?
paineel|Linnleu_Brackmar|Greetings. $N. My wares are few but valuable. including books of research into the less widely known arts of necromancy. Perhaps you should have a look.
paineel|Mandaril_Dark_Knife|Desist in your prattle. If you want idle chitchat. talk to someone else.
paineel|Marsa_Folor|Hello there. $N! Can't take your valuables with you? Weighing you down. are they. $N? Leave them with me. In my capable hands and in the hands of my capable staff. they will be safe from prying eyes and quick hands!
paineel|Miadera_Shadowfyre|Ahhhahahaha! The terror that lays over this city like a blanket tingles my bones with vigor. I seek a fellow apostle of Cazic-Thule to assist me in the summoning of Terror.
paineel|Nadara_Reloclen|Hello there. $N. Fear not for your valuables. I have known Marsa for many years and she has not once taken anyone's property. She is. perhaps. the last honest person in this city.
paineel|Nedorl_Ipabrun|Buy. or leave. Make up your mind. I have no time for idle chitchat.
paineel|Nivold_Predd|What do you want? Do not disturb me lest you plan to assist in my summoning of Dread.
paineel|Noclin_Saah|Hail to yourself, fool! Leave me be. I have matters of importance to ponder.
paineel|Pardas_Nalue|Oh. hello there. $N! I have been absolutely slaving all day to choose a new advertisement for my wonderful store here. Care to hear what I have?
paineel|Rallia_Hapera|Hello. $N. Thank you for coming in and looking at our wares. We should have just about everything you need if you wish to take a trip.
paineel|Royal_Guard_Lilkus|You tread upon sacred ground, $R. None may go further unless they have business with the Overlord, or, if you're looking to gain favor with the heretics and need a little coin, I have a job for you.
paineel|Royal_Guard_Sheltuin|Royal Guard Sheltuin appears to be ignoring you completely.
paineel|Sadorno_Chomosh|Salutations. I am Sadorno Chomosh, Templar of Terror. The path of terror taught to us by Cazic-Thule is a dangerous way of life. The perils are great, but the rewards are unimaginable power. In order to harness the powers of fear, you must first know that which you seek to control: terror, dread and fright. I presume that you are still young and have much to learn. If that is the case, I will assist you in acquiring armaments to aid you on your journey to power.
paineel|Sejako_Mujan|Shhhh....keep your voice down lest you wake Alaria. We can speak elsewhere if you wish.
paineel|Sern_Adolia|I hope you have a good reason for disturbing my contemplations. Perhaps you seek the knowledge of those who meditate within this Temple of Fear?
paineel|Sheras_Milaku|Hello. $N. Feel free to peruse my wares but waste not my time with idle browsing if you do not intend to purchase something.
paineel|Shevra_Kollintar|Unless you intend to make yourself useful, do not bother me. I await the return of our Lord, Cazic-Thule. He comes, and I shall be the first to greet Him. I will train you, if need be, for He looks upon those who aid Him kindly. If you are not here for training, return to your meditations or bother someone else.
paineel|Shwara_Volerno|Welcome to The Abattoir fellow Cazicite. I am Shwara Volerno. Mistress of Necromancy. If you have just begun to study the Necromantic arts I will assist you with obtaining some clothing and a robe that will be most useful when conducting research outside of The Abattoirs walls. We members of the Abattoir are the most feared of the residents of Paineel by the citizens of Erudin. to venture too far beyond the safety of our city unprepared would be foolish.
paineel|Soulbinder_Tomas|Greetings $N. When a hero of our world is slain their soul returns to the place it was last bound and the body is reincarnated. As a member of the Order of Eternity it is my duty to bind your soul to this location if that is your wish.
paineel|Talloth_Vara|Greetings, $N. You have come to the Anthenaeum Necromanita. This place serves as the stores of knowledge for the Seekers of the Dark Truth.
paineel|Taralani_Rahnta|Greetings. $N. You have found the only place to purchase liquor in this fine city. It seems that many of my countrymen do not appreciate liquor as I do. Fear not if you spill. I have plenty of skeletal servants to clean up the mess.
paineel|Taria_Clayspinner|Hello. $N. I make the finest statuettes in all the land. Each one depicts a power on Norrath. I have some of the most realistic and lifelike statues. I only take special orders as they are rather time-consuming to make.
paineel|Tatalros_the_Cruel|Tatalros the Cruel releases a low, guttural hiss, of unearthly power and fearsome ringing that echoes off the very walls of the city. 'Greetings, Erudite. It has been some time since I had the pleasure of seeing one of living flesh not cower and bleed from their very eyes at the mere sight of me. I shall not take it as an insult this time, as all things change and adapt. I assume that merely my name, which alone once caused fear and strife within the soul of any who heard it, has fallen from the pages of history. No matter, in time that shall be changed.
paineel|Tentus_Brackmar|Hey you! You watch yourself. These items are priceless. You break it. you buy it!
paineel|Tormented_Soul|Whaaat foool does seek counsel with this spirit?
paineel|Velana_Kelmuza|Hello there. $N. I hope you are faring well this day.
paineel|Winnla_Crestus|By Cazic-Thule. I am going to kill him! If he keeps up that endless chatter.. Oh. hello there. $N. Please feel free to peruse my wares.
paineel|Yvonne_Ani|Welcome to my shop. $N. Feel free to purchase whatever you need. I am sure that I can fill those needs. as the Seekers of the Dark Truth generally keep me stocked and on my toes.
paineel|library_assistant|Lots to do! Many books to place and scrolls to file! Feel free to browse but. please. don't make a mess!
paw|Brother_Hayle|This is no place for you. These Splitpaws are very fierce. Only the power of Rodcet Nife will guide them to the light. By the way, I might warn you that the cells here lock behind you.
paw|Zixx_Nenix|If you want to live, you will turn over the eye.
permafrost|Scout_Janomin|It is a pleasure to meet you, but I do not have time to speak. I am waiting on official word from Shar Vahl. If you have been sent to assist me, please show me the Official Seal of the Khati Sha at this time. If you are not such a person, please carry on with your business and leave me to tend to mine.
qcat|#Guard_Helminth|Who are you and what are you doing here? This place is not safe. You are to leave here immediately! You do not belong here!
qcat|#a_zombie|H...el...p me...
qcat|Argyn_Shieldstan|You have set foot upon the sacred grounds of the Shrine of Bertoxxulous. You had best have business here or this dirt shall become your grave.
qcat|Bait_Masterson|You know.. I took up fishing because it was a nice, quiet activity. Most of all, I took it up to avoid conversing with strangers. Get the picture?!!
qcat|Beggar_Wyllin|Greetings! This is no place for a person of your standards. I am but a beggar, which is why I live among the sewer rats. It would be best if you were to leave this dangerous place.
qcat|Bruax_Grengar|Hail $N. I am Bruax Grengar, master necromancer of the Bloodsabers. I assist not only young necromancers with their training but also aid all those Bloodsabers who have chosen to practice the sorcerous arts. If you a practitioner of a sorcerous art I can give you instructions to obtain an outfit and robe that will assist you in your work. Once you have been properly outfitted I will also assist you in acquiring a Staff of the Bloodsabers.
qcat|Commander_Kane|Do you know who I am?! I am the Commander of the Qeynos Guard! Do you think I trod through these sewers to speak with you? If so, then you are quite sadly mistaken.
qcat|Garuc_Anehm|Welcome to the Shrine of Bertoxxulous! You appear to be new to the shrine. I do not remember seeing you around.
qcat|Illie_Roln|A healthy young $R you appear to be. The Plague Bringer has not yet blessed you with his greatest of gifts. What can I do for you young one?
qcat|Kurne_Rextula|Welcome to the new order of life, the life of service to our diseased Lord, Bertoxxulous. Did you encounter any of my pets on the way here? I hope not.
qcat|Malka_Rale|Whew! I thought you were one of Hanns' goons. These sewers are a mess, you never know what is going to turn up next. I really wish I could get out of here.
qcat|Neab|$N, you do not belong here! Those sharks are not very picky about what they eat.
